Offense Type,Premise,BlockRange,StreetName,Type
Aggravated Assault,Apartment,12000-12099,MARTIN LUTHER KING BLVD,BLVD
Aggravated Assault,Residence or House,3600-3699,ALDERFER ST,ST
Theft,Convenience Store Parking Lot,4200-4299,HOLLOWAY DR,-
Theft,Construction Site,16600-16699,PARK ROW,DR
Theft,Apartment,12000-12099,MARTIN LUTHER KING BLVD,BLVD
Aggravated Assault,"Road, Street, or Sidewalk",12700-12799,SOUTHCOAST,ST
Aggravated Assault,Service or Gas Station,13100-13199,ABALONE,WAY
Aggravated Assault,Residence or House,4900-4999,ARVILLA LANE,-
Theft,Grocery Store or Supermarket,4200-4299,LEIGHANN,LN
AutoTheft,Driveway,5200-5299,RUSSELVILLE RD,RD
Robbery,Residence or House,3900-3999,KILKENNY DR,-
Burglary,Residence or House,12900-12999,FAWNWAY DR,-
Theft,Driveway,4900-4999,AIRPORT BLVD,BLVD
Aggravated Assault,Residence or House,4800-4899,FAIRGREEN LN,-
Theft,Convenience Store,2500-2599,ALMEDA GENOA,RD
Robbery,Convenience Store,5300-5399,SELINSKY,RD
Theft,"Road, Street, or Sidewalk",3500-3599,MURDOCK,-
AutoTheft,Driveway,4800-4899,MEADOW PARK DR,-
Theft,Driveway,4100-4199,BOTANY LN,-
Robbery,Commercial Building,11100-11199,CULLEN,BLVD
Theft,"Other, Unknown, or Not Listed",4900-4999,ACRES,DR
Aggravated Assault,Residence or House,11300-11399,GLEN HOLLOW DR,-
Aggravated Assault,Service or Gas Station,10400-10499,CULLEN BLVD,BLVD
Aggravated Assault,Construction Site,3700-3799,MORGAN,LN
AutoTheft,Commercial Parking Lot or Garage,11800-11899,CULLEN BLVD,BLVD
Burglary,"Church, Synagogue, or Temple",11100-11199,CULLEN,BLVD
Robbery,Convenience Store,12300-12399,MARTIN LUTHER KING,BLVD
Burglary,Residence or House,9800-9899,BUFFUM,ST
Aggravated Assault,Apartment Parking Lot,2900-2999,FULTON,ST
Theft,Residence or House,11500-11599,ROANDALE DR,-
Theft,Miscellaneous Business (Non-Specific),13200-13299,CULLEN,BLVD
Aggravated Assault,Residence or House,11500-11599,BAY CEDAR DR,-
AutoTheft,Residence or House,12800-12899,CLAYGATE DR,-
Theft,Department or Discount Store,13200-13299,CULLEN,BLVD
Robbery,"Road, Street, or Sidewalk",12900-12999,NEW BROOK,DR
Theft,Department or Discount Store,13200-13299,CULLEN,BLVD
Theft,Driveway,11400-11499,LEITRIM WAY,-
Theft,Residence or House,7600-7699,GLEN VISTA,ST
Burglary,Residence or House,4200-4299,BOTANY LN,-
Theft,Residence or House,11900-11999,DONEGAL WAY,-
Robbery,"Road, Street, or Sidewalk",12200-12299,HWY 6 SUITE M,-
Theft,Apartment,11900-11999,MARTIN LUTHER KING BLVD,BLVD
Burglary,Apartment,5900-5999,SELINSKY RD,RD
Theft,"Vacant Storage Fac (Barn,Garage,Warehouse)",11500-11599,WEBERCREST RD,RD
Burglary,Residence or House,4100-4199,DEERBRIAR RUN,DR
Aggravated Assault,Residence or House,12900-12999,MARTINDALE RD,RD
Aggravated Assault,Apartment,5900-5999,SELINSKY,-
AutoTheft,"Parks and Recreation, Zoo, Swimming Pool",6200-6299,SCARLET DR,-
Theft,Bar or Night Club Parking Lot,300-399,CLAYTON DR APT B,-
Theft,Driveway,5900-5999,AIRPORT BLVD,BLVD
Theft,Driveway,4900-4999,GLENGARRY RD,RD
Burglary,Apartment,4600-4699,ALLISON RD TRL 509,-
AutoTheft,Driveway,14000-14099,PROSPERITY RIDGE DR,-
Theft,"Road, Street, or Sidewalk",4600-4699,HOWARD LANE - SUITE 200,-
Robbery,Apartment,5900-5999,SELINSKY RD,RD
Burglary,Apartment,5900-5999,SELINSKY RD,RD
Theft,"Vacant Storage Fac (Barn,Garage,Warehouse)",4700-4799,SCHURIMER,RD
Theft,Commercial Parking Lot or Garage,4500-4599,S SAM HOUSTON PKWY E,-
Theft,Driveway,4500-4599,ALMEDA GENOA RD,RD
Theft,Service or Gas Station,5800-5899,INDIGO ST.,-
Theft,Residence or House,5700-5799,N BRAESWOOD BLVD,BLVD
Theft,Restaurant or Cafeteria Parking Lot,2900-2999,HUNTER,RD
Theft,"Road, Street, or Sidewalk",5500-5599,SHADOW CREST,ST
Theft,Department or Discount Store,300-399,MEYERLAND PLAZA,-
Theft,Specialty Store (Non-Specific),600-699,MEYERLAND PLAZA,-
Robbery,Bus Stop,5000-5099,BEECHNUT ST,ST
Theft,Apartment,7000-7099,BISSONNET ST,ST
Theft,Apartment Parking Lot,5500-5599,BRAESWOOD BLVD,BLVD
Burglary,Rental Storage Facility,6000-6099,WIGTON,DR
Theft,Mall Parking Lot,6100-6199,CUNNINGHAM,RD
Aggravated Assault,Apartment,2100-2199,FM 1960 E SUITE,RD
Theft,Apartment Parking Lot,9100-9199,FONDREN RD,RD
Theft,Grocery Store or Supermarket,9700-9799,HILLCROFT,AVE
Burglary,"Vacant Other Residential (Apartment,Dorms)",5300-5399,PAISLEY ST,ST
Burglary,Residence or House,5700-5799,BRAESHEATHER DR,-
Burglary,Residence or House,5700-5799,PO BOX 2957,-
Burglary,Residence or House,5300-5399,RUTHERGLENN DR,-
Burglary,Residence or House,5600-5699,DARNELL ST,ST
Theft,Bank or Savings Institution Parking Lot,8500-8599,FONDREN RD,RD
Robbery,"Road, Street, or Sidewalk",5900-5999,N BRAESWOOD BLVD,BLVD
Theft,Department or Discount Store,4600-4699,HOWARD LANE - SUITE 200,-
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,300-399,MEYERLAND PLAZA,-
Burglary,Residence or House,5000-5099,BEECHNUT ST,ST
Theft,Department or Discount Store,11600-11699,SAGEPARK LANE,-
Theft,Other Parking Lot,4700-4799,BEECHNUT ST,ST
Theft,Residence or House,5400-5499,DARNELL ST,ST
Robbery,Restaurant or Cafeteria,4900-4999,BELLFORT,AVE
Theft,Commercial Parking Lot or Garage,5700-5799,KENILWOOD,DR
Burglary,Residence or House,4900-4999,N BRAESWOOD BLVD,BLVD
Burglary,Specialty Store (Non-Specific),5300-5399,BRAESWOOD,BLVD
Theft,Service or Gas Station,5300-5399,BRAESWOOD,BLVD
Burglary,Rental Storage Facility,9600-9699,HILLCROFT,AVE
Theft,Residence or House,6200-6299,REAMER,-
Theft,Convenience Store Parking Lot,6900-6999,CORSICANA,-
Theft,Department or Discount Store,300-399,MEYERLAND PLAZA,-
Burglary,Residence or House,6200-6299,ARIEL,ST
Theft,Convenience Store Parking Lot,100-199,RUCKS,RD
Theft,Miscellaneous Business (Non-Specific),7600-7699,CAREW,ST
Theft,Department or Discount Store,300-399,MEYERLAND PLAZA,-
Theft,"Gym, Recreat, Club House, Indoor Pool",8600-8699,ENDICOTT LN,-
Theft,Mall Parking Lot,4700-4799,BEECHNUT ST,ST
Theft,"Road, Street, or Sidewalk",10800-10899,GALVESTON,RD
Theft,Apartment Parking Lot,9700-9799,GLENFIELD CT,-
Theft,Garage or Carport,8900-8999,CHIMNEY ROCK RD,RD
Theft,Apartment Parking Lot,9700-9799,GLENFIELD CT,-
Theft,Restaurant or Cafeteria Parking Lot,500-599,PO BOX 106169,-
Burglary,Residence or House,4900-4999,GLENMEADOW DR,-
Robbery,Apartment Parking Lot,7000-7099,BISSONNET ST,ST
Theft,Driveway,5500-5599,CAVERSHAM DR,-
Theft,Residence or House,5100-5199,MORNINGSIDE,DR
Theft,Miscellaneous Business (Non-Specific),5400-5499,CAREW ST,ST
Theft,Residence or House,5600-5699,JACKWOOD ST,ST
Robbery,Service or Gas Station,8400-8499,HILLCROFT,AVE
Burglary,Residence or House,5300-5399,IMOGENE ST,ST
Theft,"Church, Synagogue, or Temple Parking Lot",5000-5099,W BELLFORT AVE,-
Theft,Driveway,5400-5499,JASON ST,ST
Burglary,Residence or House,5300-5399,JASON ST,ST
Burglary,Garage or Carport,5400-5499,JASON ST,ST
Theft,Driveway,5500-5599,INDIGO,ST
Theft,Residence or House,5900-5999,BIRDWOOD,-
Aggravated Assault,Apartment,600-699,JOSEPH,ST
Theft,Driveway,5300-5399,IMOGENE ST,ST
Theft,Drug Store or Medical Supply,5300-5399,BRAESWOOD,BLVD
Theft,Commercial Parking Lot or Garage,2000-2099,HOLCOMBE BLVD 805,-
Burglary,Residence or House,3800-3899,SPRINGHILL LANE,-
Burglary,Garage or Carport,6200-6299,S BRAESWOOD BLVD,BLVD
Robbery,Driveway,5200-5299,CHEENA DR,-
Burglary,Residence or House,5700-5799,S BRAESWOOD BLVD,BLVD
Theft,Mall Parking Lot,600-699,MEYERLAND PLAZA,-
Theft,Department or Discount Store,700-799,MEYERLAND PLAZA,-
Theft,Apartment Parking Lot,5900-5999,QUEENSLOCH DR,-
Theft,Grocery Store or Supermarket,9700-9799,HILLCROFT,AVE
Robbery,Apartment Parking Lot,7000-7099,BISSONNET ST,ST
Theft,Department or Discount Store,500-599,MEYERLAND PLAZA,-
Theft,Residence or House,8900-8999,WALLINGTON DR,-
Theft,Apartment Parking Lot,5400-5499,BRAESVALLEY,DR
Burglary,Residence or House,4600-4699,CREEKBEND,-
Theft,Construction Site,9400-9499,BRAESHEATHER CT,-
Theft,Apartment Parking Lot,5400-5499,BRAESVALLEY,DR
Burglary,Residence or House,5300-5399,MAPLE,-
Aggravated Assault,Apartment,5400-5499,BRAESVALLEY DR,-
Theft,"Road, Street, or Sidewalk",10800-10899,GALVESTON,RD
Burglary,Apartment,8800-8899,CHIMNEY ROCK RD,RD
Theft,Residence or House,6900-6999,FALLING WATER,-
Burglary,Residence or House,7700-7799,MISTY FERN COURT,-
Burglary,Residence or House,5200-5299,BEECHNUT ST,ST
Theft,Bus Station,7400-7499,BELLERIVE DR APT 303,-
Theft,Mall Parking Lot,14000-14099,21ST ST STE 1500,-
Theft,Department or Discount Store,300-399,MEYERLAND PLAZA,-
Theft,"Electronics Store, Electrical Supplies",4800-4899,BEECHNUT ST,ST
Burglary,Apartment,7000-7099,BISSONNET ST,ST
Theft,Other Parking Lot,5300-5399,N BRAESWOOD BLVD,BLVD
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,8300-8399,MCAVOY,DR
Theft,Apartment,9900-9999,BUFFALO SPEEDWAY,-
Theft,Other Parking Lot,9700-9799,HILLCROFT AVE,-
Theft,Service or Gas Station,5300-5399,S BRAESWOOD BLVD,BLVD
Robbery,"Parks and Recreation, Zoo, Swimming Pool",5200-5299,S WILLOW DR,-
Theft,Grocery Store or Supermarket,10800-10899,POST OAK,RD
AutoTheft,"Road, Street, or Sidewalk",12100-12199,BURDINE ST,ST
AutoTheft,Apartment Parking Lot,5500-5599,GASMER DR,-
Burglary,Residence or House,10500-10599,S POST OAK RD,RD
Burglary,Residence or House,12300-12399,HILLCROFT AVE,-
Theft,"Pawn, Resale Shop, or Flea Market",10800-10899,POST OAK,RD
Theft,"Utility Company, Electric, Gas, Water",8500-8599,TIDWELL,RD
Burglary,Office Building,5400-5499,ORIOLE,-
Burglary,Residence or House,5700-5799,BENNING DR,-
Robbery,Garage or Carport,12100-12199,ASHCROFT,DR
Robbery,Driveway,5700-5799,CLARIDGE,DR
Theft,"Other, Unknown, or Not Listed",11000-11099,CHIMNEY ROCK,-
Theft,Nursing Home,5200-5299,WILLOW,DR
Robbery,Residence or House,6000-6099,DUXBURY STREET,-
Theft,Driveway,5700-5799,WILLOWBEND BLVD,BLVD
Theft,"Other, Unknown, or Not Listed",UNK,W BELLFORT AVE/CHIMNEY ROCK RD,RD
Theft,Grocery Store or Supermarket,10300-10399,S POST OAK RD,RD
Theft,Apartment,5900-5999,W BELLFORT AVE,-
Robbery,Liquor Store,12400-12499,HILLCROFT,AVE
Aggravated Assault,Apartment,5500-5599,GASMER,DR
Theft,Service or Gas Station,4400-4499,ANSELM,ST
Burglary,Residence or House,10500-10599,S POST OAK RD,RD
Burglary,Residence or House,11500-11599,BURDINE ST,ST
Theft,Apartment,11800-11899,CHIMNEY ROCK RD,RD
Theft,Residence or House,5700-5799,FONTENELLE DR,-
Theft,Other Parking Lot,10300-10399,S POST OAK RD,RD
Burglary,Strip Business Center Parking Lot,13200-13299,RUSTIC GARDEN,-
Theft,Convenience Store,11000-11099,POST OAK,RD
Theft,Driveway,5700-5799,SPELLMAN RD,RD
Theft,Residence or House,5900-5999,SPELLMAN RD,RD
Theft,Residence or House,5900-5999,SPELLMAN,-
Theft,Driveway,6000-6099,EFFINGHAM DR,-
Burglary,Apartment,5000-5099,WILLOW,DR
Burglary,Apartment,11800-11899,CHIMNEY ROCK RD,RD
Theft,Commercial Parking Lot or Garage,10300-10399,S POST OAK RD,RD
Theft,"Other, Unknown, or Not Listed",11800-11899,CHIMNEY ROCK RD,RD
Theft,Rental Storage Facility,2000-2099,HOLCOMBE,BLVD
Robbery,Liquor Store,12400-12499,HILLCROFT,AVE
Theft,Miscellaneous Business (Non-Specific),11600-11699,CHIMNEY ROCK,RD
Theft,Grocery Store or Supermarket,10300-10399,POST OAK,RD
Burglary,Residence or House,12400-12499,ATWELL DR,-
Burglary,Department or Discount Store,10900-10999,POST OAK,RD
Robbery,Convenience Store,5500-5599,GASMER,-
Burglary,"Other, Unknown, or Not Listed",5300-5399,BELLFORT,AVE
Burglary,Residence or House,6000-6099,HUMMINGBIRD,RD
Theft,"Other, Unknown, or Not Listed",5200-5299,S WILLOW DR,-
Theft,Residence or House,5700-5799,ROSEGLEN MEADOW LN,-
Theft,Driveway,5600-5699,BELROSE DR,-
Theft,Driveway,5600-5699,BELROSE DR,-
Robbery,Grocery Store or Supermarket Parking Lot,13900-13999,CANDLESHADE,LN
Burglary,Residence or House,11900-11999,RAMPART ST,ST
Robbery,"Laundry, Dry Cleaners, Washaterias",12700-12799,VERDANT BROOK,DR
Burglary,Rental Storage Facility,7900-7999,JUTLAND,RD
Aggravated Assault,Residence or House,4400-4499,OMEARA DR,-
AutoTheft,Hotel or Motel Parking Lot,UNK,MAIN ST OB/POST OAK OBIB,-
Theft,Middle School,3700-3799,WEST OREM,DR
Burglary,Residence or House,4600-4699,BEECHNUT,-
Theft,Miscellaneous Business (Non-Specific),4600-4699,BEECHNUT,ST
Theft,Residence or House,9000-9099,TIMBERSIDE DR,-
Robbery,Restaurant or Cafeteria Parking Lot,3300-3399,S LOOP W,-
Aggravated Assault,Liquor Store Parking Lot,4700-4799,W BELLFORT AVE,-
AutoTheft,Apartment Parking Lot,3800-3899,BRAESWOOD BLVD,BLVD
Burglary,Auto Repair,10700-10799,MAIN,ST
Aggravated Assault,Apartment,10800-10899,KEYSTONE FAIRWY,DR
Burglary,Apartment,9700-9799,TIMBERSIDE DR,-
Burglary,Rental Storage Facility,3500-3599,S LOOP W,-
Theft,Department or Discount Store,4700-4799,BELLFORT,AVE
Theft,Department or Discount Store,9700-9799,S POST OAK RD,RD
Theft,Convenience Store,9600-9699,STELLA LINK,RD
Theft,Other Parking Lot,8800-8899,FRANKWAY DR,-
Theft,Bus Stop,9900-9999,S. MAIN ST.,-
Theft,Grocery Store or Supermarket,4800-4899,BELLFORT,AVE
Burglary,Residence or House,4000-4099,WOODFIN,-
Burglary,Residence or House,3700-3799,LATMA,DR
Burglary,Residence or House,11100-11199,WAXWING,ST
Theft,"Road, Street, or Sidewalk",11600-11699,WEST BELLFORT,-
Theft,Driveway,9100-9199,CLIFFWOOD CT,-
Theft,Driveway,3500-3599,PACKERLAND DRIVE,-
Theft,Driveway,4300-4399,BREAKWOOD DR,-
Theft,Commercial Parking Lot or Garage,9100-9199,STELLA LINK RD,RD
Theft,Driveway,3000-3099,BROADMEAD DR,-
AutoTheft,Commercial Parking Lot or Garage,3800-3899,N BRAESWOOD BLVD,BLVD
Theft,Driveway,8400-8499,LORRIE DR,-
Theft,Residence or House,4000-4099,ABERDEEN WAY,-
Robbery,Restaurant or Cafeteria Parking Lot,8600-8699,COURSE DR APT 1211,-
Theft,Grocery Store or Supermarket,9300-9399,SIERRA,DR
Theft,Apartment,3600-3699,OMEARA DR,-
Theft,Residence or House,3000-3099,TILDEN ST,ST
Theft,Hospital,2700-2799,W HOLCOMBE BLVD,BLVD
Burglary,Rental Storage Facility,3500-3599,S LOOP W,-
Burglary,Residence or House,3300-3399,CLOVERDALE,-
Theft,"Utility Company, Electric, Gas, Water",10800-10899,HIGHWAY 3,-
Theft,"Utility Company, Electric, Gas, Water",10800-10899,TX-3,RD
Robbery,Bar or Night Club Parking Lot,11100-11199,S POST OAK RD,RD
AutoTheft,Apartment Parking Lot,4600-4699,BEECHNUT ST,ST
Theft,Convenience Store,8300-8399,CANYON,ST
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,10700-10799,S POST OAK RD,RD
Burglary,Restaurant or Cafeteria,10000-10099,PLANTATION MILL,PL
Theft,Illicit Massage Parlor or Spa,4100-4199,BREAKWOOD DR,-
Theft,Other Parking Lot,4000-4099,MCDERMED,DR
Burglary,Residence or House,UNK,CHARLESTON PARK DR,-
Aggravated Assault,"Hotel, Motel, Inn, Etc.",3200-3299,S LOOP W,-
Burglary,Residence or House,4400-4499,FIRESTONE,DR
Theft,Service or Gas Station,2100-2199,WESTHEIMER ROAD,-
Theft,Driveway,4400-4499,WARM SPRINGS,RD
Theft,Department or Discount Store,9700-9799,POST OAK,RD
Theft,Department or Discount Store,12300-12399,MAIN,ST
Robbery,Service or Gas Station,9300-9399,STELLA LINK RD,RD
Theft,Apartment Parking Lot,3800-3899,GLEN ARBOR DR,-
Theft,Residence or House,5100-5199,RICHMOND,AVE
Robbery,Apartment Parking Lot,9700-9799,MEYER FOREST DR,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",9700-9799,MICKLER DR,-
Theft,"Road, Street, or Sidewalk",3500-3599,WOODVALLEY DR,-
Theft,Grocery Store or Supermarket,4800-4899,W BELLFORT AVE,-
Burglary,Residence or House,9800-9899,BASSOON,DR
Theft,Department or Discount Store,4700-4799,BELLFORT,AVE
AutoTheft,Other Parking Lot,9500-9599,S POST OAK RD,RD
Theft,Residence or House,3700-3799,GRENNOCH LN,-
Theft,Driveway,3300-3399,CLOVERDALE ST,ST
Burglary,Residence or House,10400-10499,WILLOWGROVE,-
Theft,"Road, Street, or Sidewalk",20500-20599,AUTUMN TERRACE,LN
Theft,Apartment,7500-7599,KIRBY DR,-
Theft,Other Parking Lot,2600-2699,W HOLCOMBE BLVD,BLVD
Theft,Convenience Store,11600-11699,BELLFORT ST APT 1206,-
Aggravated Assault,Residence or House,12800-12899,KIRKWOOD APT,-
Theft,Residence or House,3800-3899,GRENNOCH LN,-
AutoTheft,Apartment Parking Lot,9500-9599,MEYER FOREST DR,-
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,UNK,CR 112,-
Theft,"Book, Record, Stationary, Office Supplies",3000-3099,HOLCOMBE,BLVD
Theft,Grocery Store or Supermarket Parking Lot,9500-9599,S POST OAK RD,RD
Burglary,Apartment,9700-9799,PO BOX 268994,-
Robbery,"Road, Street, or Sidewalk",4800-4899,WARM SPRINGS RD,RD
Theft,Driveway,4500-4599,TONAWANDA DR,-
Theft,Residence or House,3300-3399,ROCHDALE,-
Burglary,Rental Storage Facility,3500-3599,LOOP,-
Theft,Bar or Night Club,7800-7899,KIRBY DR,-
Theft,"Hotel, Motel, Inn, Etc.",9000-9099,MAIN ST,ST
AutoTheft,Other Parking Lot,8400-8499,KIRBY DR,-
Theft,"Road, Street, or Sidewalk",9700-9799,SOUTH FWY OB,-
Theft,"Road, Street, or Sidewalk",9700-9799,SOUTH FWY OB,-
Theft,Grocery Store or Supermarket Parking Lot,8500-8599,MAIN ST,ST
Theft,Commercial Parking Lot or Garage,8200-8299,KIRBY DR,-
Theft,Miscellaneous Business (Non-Specific),600-699,ATTINGHAM,DR
Aggravated Assault,Vehicle/Auto Sales/Lease/Auto Parts Store,13900-13999,MISTY LEAF,CT
Theft,Apartment,7600-7699,KIRBY DR,-
Robbery,Apartment Parking Lot,12000-12099,BACK BAY RIDGEWAY,-
Theft,Restaurant or Cafeteria,2700-2799,S LOOP W,-
Theft,"Toys, Arts Craft,Musical, Bike,Pet Stores",1200-1299,OLD SPANISH,TRL
AutoTheft,Apartment Parking Lot,9100-9199,LAKES AT 610 DRIVE APT 41,-
Robbery,Apartment Parking Lot,2100-2199,HOLLY HALL,ST
Robbery,Apartment Parking Lot,8400-8499,CAMBRIDGE ST.,-
Theft,Apartment,8400-8499,HEARTH DR,-
Theft,Department or Discount Store,1200-1299,TRAVIS,ST
Theft,Mall Common Area,2100-2199,EL PASEO ST,ST
AutoTheft,Apartment,1300-1399,OLD SPANISH TRL,-
Theft,Other Parking Lot,3200-3299,W BELLFORT AVE,-
Theft,Hotel or Motel Parking Lot,8600-8699,KIRBY,DR
Theft,Garage or Carport,9900-9999,BUFFALO SPEEDWAY,-
Theft,Service or Gas Station,8600-8699,ALMEDA,RD
Burglary,Restaurant or Cafeteria,9300-9399,MAIN,ST
Burglary,Apartment,10200-10299,BUFFALO SPEEDWAY,-
Aggravated Assault,"Road, Street, or Sidewalk",2800-2899,S BARTELL DR,-
Burglary,"Stadium, Sports Arena, Race Track",8400-8499,KIRBY,DR
Theft,Apartment,2100-2199,HOLLY HALL,-
Aggravated Assault,Highway or Freeway,6300-6399,GREENWICK LN.,-
Theft,Rental Storage Facility,9300-9399,HOMELESS MAIN AND KIRBY,-
Theft,"Hotel, Motel, Inn, Etc.",7700-7799,MAIN ST,ST
Robbery,Grocery Store or Supermarket,7700-7799,KIRBY,DR
Burglary,Apartment,2400-2499,NEWPORT,ST
Theft,"Hotel, Motel, Inn, Etc.",3500-3599,TRUESDALE,DR
Theft,Restaurant or Cafeteria Parking Lot,2500-2599,LOOP  W,-
Rape,Apartment,9000-9099,ALMEDA RD,RD
Theft,Department or Discount Store,UNK,KIRBY DR/S LOOP W,-
Theft,Apartment Parking Lot,2400-2499,WESTRIDGE ST,ST
Theft,Grocery Store or Supermarket Parking Lot,9600-9699,PEMBERTON TRACE,-
Theft,Commercial Parking Lot or Garage,9200-9299,KIRBY,DR
Theft,Other Parking Lot,2900-2999,HOLMES,RD
Robbery,Apartment Parking Lot,2200-2299,HOLLY HALL,-
Theft,Apartment,1400-1499,CAROLINE,-
Theft,Convenience Store,9200-9299,P O BOX 1265,-
AutoTheft,Apartment Parking Lot,8500-8599,HEARTH DR,-
Aggravated Assault,"Road, Street, or Sidewalk",2400-2499,HOLLY HALL,-
Theft,Commercial Parking Lot or Garage,2100-2199,S BRAESWOOD BLVD,BLVD
Theft,Office Building,8000-8099,STADIUM DRIVE,DR
Aggravated Assault,Vehicle/Auto Sales/Lease/Auto Parts Store,2900-2999,LOOP,-
Burglary,Apartment,8100-8199,EL MUNDO ST,ST
Theft,Apartment Parking Lot,7000-7099,MIRA BLOSSOM,DR
Burglary,Department or Discount Store,12900-12999,REGAL OAKS BEND,-
Theft,Commercial Building,UNK,ONE NRG PARK,-
Theft,Apartment,1800-1899,S BRAESWOOD BLVD,BLVD
Theft,Apartment,8100-8199,FANNIN ST,ST
Aggravated Assault,Apartment,8400-8499,CAMBRIDGE ST,ST
Theft,Condominium,8700-8799,MAIN,ST
Aggravated Assault,Apartment,2600-2699,WESTRIDGE,ST
Theft,Apartment Parking Lot,7600-7699,PHOENIX DR,-
Theft,Other Parking Lot,1600-1699,S LOOP W,-
Theft,Service or Gas Station,4000-4099,WESTERMILL,DR
Theft,"Hotel, Motel, Inn, Etc.",7700-7799,MAIN ST,ST
Theft,Restaurant or Cafeteria Parking Lot,2500-2599,S LOOP W,-
Theft,Grocery Store or Supermarket,8100-8199,KIRBY,DR
Theft,"Other, Unknown, or Not Listed",1400-1499,S LOOP W,-
Burglary,Apartment,3900-3999,RIPPLEBROOK,DR
Robbery,Grocery Store or Supermarket Parking Lot,4600-4699,MIMOSA,-
Theft,"Road, Street, or Sidewalk",8800-8899,LAKES AT 610 DR,-
Theft,Apartment Parking Lot,2800-2899,BROADMEAD DR,-
Burglary,Rental Storage Facility,8100-8199,MAIN ST,ST
Robbery,Restaurant or Cafeteria,8500-8599,MAIN,ST
Theft,Other Parking Lot,7400-7499,CADDO,RD
Theft,Office Building,8900-8999,KNIGHT RD,RD
Theft,Sexually Oriented Club,4700-4799,CASHEL CIRCLE B,-
Theft,Apartment Parking Lot,2800-2899,BROADMEAD DR,-
Rape,Apartment,2500-2599,WESTRIDGE ST,ST
Theft,Other Parking Lot,2400-2499,HOLLY HALL,-
Aggravated Assault,Apartment Parking Lot,2100-2199,HEPBURN,-
Robbery,Apartment Parking Lot,9100-9199,LAKES AT 610 DR,-
Theft,"Vacant Other Residential (Apartment,Dorms)",2500-2599,WESTRIDGE ST,ST
Theft,Apartment Parking Lot,9900-9999,BUFFALO SPEEDWAY,-
Theft,Apartment Parking Lot,9900-9999,BUFFALO SPEEDWAY,-
Theft,Restaurant or Cafeteria Parking Lot,9800-9899,MAIN ST,ST
Theft,Apartment Parking Lot,9900-9999,BUFFALO SPEEDWAY,-
Theft,Restaurant or Cafeteria Parking Lot,8500-8599,ALMEDA RD,RD
Theft,Light Rail (Metro Rail) Vehicle,1600-1699,W BELLFORT AVE,-
Burglary,Apartment,2500-2599,WESTRIDGE ST,ST
Burglary,Apartment,8100-8199,FANNIN,ST
Theft,Driveway,1600-1699,LOOP,-
Theft,Government or Public Building,2500-2599,HOLLY HALL,-
Aggravated Assault,"Stadium, Sports Arena, Race Track",8400-8499,KIRBY,DR
Theft,Department or Discount Store,20700-20799,ARROW FALLS LANE,-
Theft,Convenience Store,2400-2499,OLD SPANISH,TRL
Theft,Service or Gas Station,8600-8699,ALMEDA,RD
Theft,"Hotel, Motel, Inn, Etc.",3800-3899,FAULKNER,-
Burglary,Apartment,9000-9099,ALMEDA RD,RD
Theft,Apartment,8800-8899,LAKES AT 610,DR
Theft,Department or Discount Store,8200-8299,KIRBY DR,-
Theft,Department or Discount Store,8200-8299,KIRBY,DR
Theft,Service or Gas Station,8500-8599,HEARTH DR 24,-
Theft,Service or Gas Station,8500-8599,HEARTH DR 24,-
Burglary,Apartment,7600-7699,PHOENIX DR,-
Theft,Commercial Parking Lot or Garage,9300-9399,KIRBY DR,-
Theft,Apartment,7600-7699,PHOENIX DR,-
Aggravated Assault,"Road, Street, or Sidewalk",9400-9499,KNIGHT RD,RD
Theft,Convenience Store,8300-8399,KNIGHT,RD
AutoTheft,Apartment Parking Lot,2400-2499,S LOOP W,-
Theft,Convenience Store Parking Lot,1000-1099,OLD SPANISH TRL,-
Robbery,Restaurant or Cafeteria,8700-8799,MAIN,ST
Burglary,Apartment,6700-6799,BRIARGATE LN.,-
AutoTheft,Miscellaneous Business (Non-Specific),2600-2699,LOOP,-
Theft,Grocery Store or Supermarket Parking Lot,1800-1899,EL PASEO ST,ST
Robbery,Convenience Store Parking Lot,1700-1799,OLD SPANISH TRL,-
AutoTheft,Apartment Parking Lot,2700-2799,WESTRIDGE ST,ST
Theft,Grocery Store or Supermarket,1600-1699,S LOOP W,-
Burglary,Apartment,8200-8299,CAMBRIDGE ST,ST
Burglary,Residence or House,2500-2599,WESTRIDGE ST,ST
Theft,Apartment,8500-8599,MAIN ST,ST
Aggravated Assault,High School,2500-2599,WESTRIDGE ST,ST
Rape,Police Station,8400-8499,BARTELL,DR
Robbery,"Road, Street, or Sidewalk",1500-1599,BAY AREA BLVD.,-
Theft,Other Parking Lot,600-699,DEBBIE LANE,-
Theft,Other Parking Lot,7900-7999,ALMEDA,RD
Theft,Sexually Oriented Club,11300-11399,MAIN ST IB,-
Aggravated Assault,Other Parking Lot,8400-8499,KIRBY DR,-
Theft,Convenience Store Parking Lot,UNK,KIRBY DR/S LOOP W,-
Robbery,"Hotel, Motel, Inn, Etc.",9900-9999,BUFFALO SPEEDWAY,-
Burglary,Apartment,2700-2799,BELLFORT,AVE
