Offense Type,Beat,Premise,BlockRange,StreetName,Type
Burglary,4F30,Apartment,1900-1999,UPLAND,DR
Theft,4F30,Commercial Parking Lot or Garage,1700-1799,BRITTMOORE,RD
Auto Theft,4F30,Apartment Parking Lot,15200-15299,PARK ROW,DR
Theft,4F30,"Other, Unknown, or Not Listed",17700-17799,KATY,FWY
Theft,4F30,Apartment Parking Lot,18100-18199,PARK VIEW,DR
Theft,4F30,"Parks and Recreation, Zoo, Swimming Pool",18800-18899,SAUMS,RD
Theft,4F30,"Gym, Recreat, Club House, Indoor Pool, Spa",17700-17799,KATY,FWY
Theft,4F30,Other Parking Lot,1000-1099,TRI OAKS,LN
Theft,4F30,Strip Business Center Parking Lot,17700-17799,KATY,FWY
Theft,4F30,Apartment,1800-1899,BARKER CYPRESS,RD
Auto Theft,4F30,Vehicle/Auto Sales/Lease/Auto Parts Store,12200-12299,KATY,FWY
Theft,4F30,"Road, Street, or Sidewalk",10900-10999,RIDGEVIEW,-
Burglary,5F10,Warehouse,1200-1299,SILBER,RD
Theft,5F10,Bar or Night Club Parking Lot,UNK,OLD KATY,RD
Theft,5F10,Strip Business Center Parking Lot,1500-1599,SILBER,RD
Theft,5F10,Apartment Parking Lot,7500-7599,LONG POINT,RD
Theft,5F10,Residence or House,6600-6699,WHARTON,ST
Theft,5F10,Apartment Parking Lot,7500-7599,LONG POINT,RD
Burglary,5F10,Apartment,2000-2099,ANTOINE,DR
Theft,5F10,Apartment Parking Lot,7000-7099,WESTVIEW,DR
Theft,5F10,Grocery Store or Supermarket Parking Lot,1100-1199,SILBER,RD
Theft,5F10,Convenience Store,1800-1899,WIRT,RD
Theft,5F10,"Other, Unknown, or Not Listed",6900-6999,LONG POINT,RD
Theft,5F10,Apartment Parking Lot,7200-7299,SHADY VILLA,LN
Theft,5F10,Apartment Parking Lot,7000-7099,WESTVIEW,DR
Theft,5F10,Convenience Store,7200-7299,LONG POINT,RD
Burglary,5F10,"Other, Unknown, or Not Listed",2100-2199,WIRT,RD
Auto Theft,5F10,Apartment Parking Lot,7000-7099,WESTVIEW,DR
Theft,5F10,Apartment Parking Lot,1800-1899,THONIG,RD
Auto Theft,5F10,"Theatres, Dinner Theaters, Auditoriums",7600-7699,KATY,FWY
Robbery,5F10,"Road, Street, or Sidewalk",1300-1399,STORY,-
Theft,5F10,Residence or House,7100-7199,ALDERNEY,DR
Robbery,5F10,Grocery Store or Supermarket,1100-1199,SILBER,RD
Auto Theft,5F10,Apartment Parking Lot,7500-7599,LONG POINT,RD
Theft,5F10,Vacant Grocery Store or Supermarket,1100-1199,SILBER,RD
Theft,5F10,Residence or House,7400-7499,LONG POINT,RD
Theft,5F10,Bus Stop,7500-7599,LONG POINT,RD
Theft,5F10,Commercial Parking Lot or Garage,1100-1199,SILBER,RD
Theft,5F10,Residence or House,6700-6799,SCHILLER,-
Theft,5F10,"Road, Street, or Sidewalk",1000-1099,SILBER,RD
Burglary,5F10,Construction Site,1100-1199,POST OAK,RD
Theft,5F10,Miscellaneous Business (Non-Specific),7600-7699,KATY,FWY
Theft,5F10,Miscellaneous Business (Non-Specific),1100-1199,SILBER,RD
Theft,5F10,Residence or House,2000-2099,ANTOINE,DR
Theft,5F10,Miscellaneous Business (Non-Specific),6100-6199,WESTVIEW,DR
Theft,5F10,Convenience Store,7500-7599,LONG POINT,RD
Theft,5F10,Miscellaneous Business (Non-Specific),7600-7699,KATY,FWY
Theft,5F10,Miscellaneous Business (Non-Specific),7700-7799,KATY,FWY
Burglary,5F10,"Toys, Arts Craft,Musical, Bike,Pet Stores",1200-1299,LOOP,-
Theft,5F10,Miscellaneous Business (Non-Specific),7800-7899,LONG POINT,RD
Burglary,5F10,Residence or House,7500-7599,JANAK,DR
Theft,5F10,Construction Site,1600-1699,WOODVINE,DR
Robbery,5F10,"Road, Street, or Sidewalk",7600-7699,HAMMERLY,BLVD
Burglary,5F10,Construction Site,7500-7599,JANAK,DR
Theft,5F10,Apartment Parking Lot,2000-2099,ANTOINE,DR
Robbery,5F10,Other Parking Lot,2300-2399,WIRT,RD
Auto Theft,5F10,Vehicle/Auto Sales/Lease/Auto Parts Store,2200-2299,WIRT,RD
Theft,5F10,Apartment Parking Lot,7500-7599,LONG POINT,RD
Theft,5F10,Car Wash,7400-7499,LONG POINT,RD
Theft,5F10,Rehabilitation Center,2000-2099,JACQUELYN,DR
Theft,5F10,Vacant Building (Commercial),4400-4499,12TH,ST
Aggravated Assault,5F10,"Road, Street, or Sidewalk",7400-7499,LONG POINT,RD
Aggravated Assault,5F10,Commercial Parking Lot or Garage,7500-7599,LONG POINT,RD
Theft,5F10,Driveway,1900-1999,JOHANNA,DR
Theft,5F10,Bar or Night Club,7600-7699,KATY,FWY
Theft,5F10,Restaurant or Cafeteria Parking Lot,1000-1099,WIRT,RD
Burglary,5F10,Garage or Carport,7200-7299,RATON,ST
Theft,5F10,Apartment Parking Lot,7500-7599,LONG POINT,RD
Burglary,5F10,Residence or House,7100-7199,RATON,ST
Aggravated Assault,5F10,Apartment,1300-1399,AFTON,ST
Theft,5F10,Apartment Rental Office,1700-1799,JACQUELYN,DR
Theft,5F20,"Other, Unknown, or Not Listed",7600-7699,KEMPWOOD,DR
Burglary,5F20,Warehouse,8900-8999,SPRING BRANCH,DR
Theft,5F20,Convenience Store Parking Lot,3200-3299,CAMPBELL,RD
Theft,5F20,Apartment Parking Lot,8800-8899,CAROUSEL,LN
Theft,5F20,Residence or House,3200-3299,PEPPERMILL,RD
Theft,5F20,Apartment Parking Lot,8700-8799,HAMMERLY,BLVD
Robbery,5F20,Apartment Parking Lot,3400-3499,BLALOCK,RD
Theft,5F20,Apartment Parking Lot,3400-3499,BLALOCK,RD
Aggravated Assault,5F20,Service or Gas Station,9400-9499,HAMMERLY,BLVD
Theft,5F20,"Road, Street, or Sidewalk",1700-1799,MORITZ,DR
Theft,5F20,Residence or House,8600-8699,PITNER,RD
Theft,5F20,Apartment Parking Lot,4000-4099,HOLLISTER,ST
Auto Theft,5F20,"Parks and Recreation, Zoo, Swimming Pool",3800-3899,HOLLISTER,ST
Theft,5F20,Office Building,12300-12399,SOWDEN,RD
Burglary,5F20,Residence or House,1500-1599,BRACHER,ST
Robbery,5F20,Service or Gas Station,2000-2099,SPENWICK,DR
Theft,5F20,Apartment Parking Lot,8500-8599,PITNER,RD
Theft,5F20,Commercial Parking Lot or Garage,2400-2499,WIRT,RD
Theft,5F20,Grocery Store or Supermarket,7900-7999,CEDEL,DR
Aggravated Assault,5F20,Residence or House,9300-9399,LIVERNOIS,RD
Theft,5F20,Residence or House,9100-9199,SPRING BRANCH,DR
Theft,5F20,Apartment Parking Lot,4000-4099,HOLLISTER,ST
Theft,5F20,Construction Site,7700-7799,KEMPWOOD,DR
Burglary,5F20,Apartment,8800-8899,HAMMERLY,BLVD
Theft,5F20,"Road, Street, or Sidewalk",7700-7799,KEMPWOOD,DR
Theft,5F20,Apartment Parking Lot,9300-9399,HAMMERLY,BLVD
Theft,5F20,Drug Store or Medical Supply,9300-9399,KEMPWOOD,DR
Robbery,5F20,Grocery Store or Supermarket Parking Lot,7900-7999,RAVENWOOD,CIR
Theft,5F20,Apartment Parking Lot,8500-8599,PITNER,RD
Auto Theft,5F20,Apartment Parking Lot,3900-3999,HOLLISTER,ST
Theft,5F20,Residence or House,3100-3199,KNOLL,-
Theft,5F20,Residence or House,9300-9399,ROSSTOWN,WAY
Aggravated Assault,5F20,Apartment,1500-1599,BIG BEND,DR
Auto Theft,5F20,Apartment Parking Lot,8700-8799,HAMMERLY,BLVD
Theft,5F20,Apartment Parking Lot,9300-9399,CLAY,RD
Theft,5F20,"Road, Street, or Sidewalk",8500-8599,LONG POINT,RD
Auto Theft,5F20,Apartment Parking Lot,9300-9399,LONG POINT,RD
Theft,5F20,Strip Business Center Parking Lot,8500-8599,LONG POINT,RD
Theft,5F20,Apartment Parking Lot,1500-1599,OJEMAN,RD
Theft,5F20,Convenience Store,9200-9299,CLAY,RD
Aggravated Assault,5F20,Apartment,1500-1599,CAMPBELL,RD
Burglary,5F20,Apartment,8700-8799,HAMMERLY,BLVD
Theft,5F20,"Church, Synagogue, or Temple Parking Lot",1600-1699,BINGLE,RD
Auto Theft,5F20,"Church, Synagogue, or Temple",1900-1999,RIDGECREST,DR
Burglary,5F20,Residence or House,1500-1599,BRACHER,ST
Burglary,5F20,Residence or House,1700-1799,HOLLISTER,ST
Theft,5F20,"Other, Unknown, or Not Listed",2400-2499,WIRT,RD
Theft,5F20,Maintenance or Building Services,9000-9099,LONG POINT,RD
Rape,5F20,Residence or House,8000-8099,RAVENWOOD,CIR
Rape,5F20,Apartment,3900-3999,HOLLISTER,ST
Rape,5F20,Apartment,2200-2299,WIRT,RD
Theft,5F20,Department or Discount Store,1400-1499,WIRT,RD
Burglary,5F20,Rental Storage Facility,2200-2299,PECH,RD
Theft,5F20,Other Parking Lot,1700-1799,PECH,RD
Burglary,5F20,Garage or Carport,8600-8699,KEMPRIDGE,ST
Burglary,5F20,Residence or House,1600-1699,CRANWAY,DR
Auto Theft,5F20,Driveway,9200-9299,ELIZABETH,DR
Theft,5F20,Service or Gas Station,9200-9299,CLAY,RD
Aggravated Assault,5F20,Residence or House,1900-1999,GLOSRIDGE,DR
Burglary,5F20,Miscellaneous Business (Non-Specific),3800-3899,CAMPBELL,RD
Robbery,5F20,Miscellaneous Business (Non-Specific),7600-7699,KEMPWOOD,DR
Rape,5F20,Apartment,2200-2299,WIRT,RD
Burglary,5F20,Miscellaneous Business (Non-Specific),9400-9499,KEMPWOOD,DR
Burglary,5F20,Residence or House,1700-1799,MORITZ,DR
Theft,5F20,Apartment Parking Lot,8600-8699,PITNER,RD
Aggravated Assault,5F20,Apartment,3900-3999,HOLLISTER,ST
Theft,5F20,Residence or House,9400-9499,SPRINGVIEW,LN
Burglary,5F20,Garage or Carport,9000-9099,BLANKENSHIP,DR
Robbery,5F20,Restaurant or Cafeteria Parking Lot,2900-2999,BINGLE,RD
Auto Theft,5F20,Apartment Parking Lot,8500-8599,PITNER,RD
Theft,5F20,"Road, Street, or Sidewalk",3100-3199,TILSON,LN
Burglary,5F20,Residence or House,8400-8499,MONTRIDGE,DR
Aggravated Assault,5F20,Apartment,9300-9399,LONG POINT,RD
Robbery,5F20,"Road, Street, or Sidewalk",8500-8599,LONG POINT,RD
Auto Theft,5F20,Apartment Parking Lot,8800-8899,HAMMERLY,BLVD
Theft,5F20,Convenience Store Parking Lot,8500-8599,LONG POINT,RD
Theft,5F20,Miscellaneous Business (Non-Specific),2900-2999,BINGLE,RD
Robbery,5F20,Apartment Parking Lot,8700-8799,HAMMERLY,BLVD
Robbery,5F20,Grocery Store or Supermarket,2300-2399,WIRT,RD
Theft,5F20,Residence or House,9100-9199,LARSTON,ST
Rape,5F20,Residence or House,8000-8099,LONGRIDGE,DR
Rape,5F30,Commercial Parking Lot or Garage,12900-12999,NORTHWEST,FWY
Theft,5F30,Driveway,4900-4999,TALINA,WAY
Burglary,5F30,Miscellaneous Business (Non-Specific),12400-12499,HEMPSTEAD,RD
Theft,5F30,"Road, Street, or Sidewalk",13500-13599,NORTHWEST,FWY
Burglary,5F30,Miscellaneous Business (Non-Specific),4600-4699,STEFFANI,LN
Theft,5F30,Hotel or Motel Parking Lot,12800-12899,NORTHWEST,FWY
Burglary,5F30,Rental Storage Facility,14000-14099,US 290,FWY
Theft,5F30,Commercial Parking Lot or Garage,8900-8999,JAMEEL,-
Burglary,5F30,Miscellaneous Business (Non-Specific),10500-10599,FISHER,RD
Theft,5F30,Grocery Store or Supermarket Parking Lot,13400-13499,NORTHWEST,FWY
Theft,5F30,Apartment,8000-8099,TIDWELL,RD
Theft,5F30,"Road, Street, or Sidewalk",7600-7699,LITTLE YORK,RD
Theft,5F30,Department or Discount Store,13400-13499,NORTHWEST,FWY
Theft,5F30,Service or Gas Station,5700-5799,SAM HOUSTON,PKWY
Theft,5F30,Strip Business Center Parking Lot,7100-7199,TIDWELL,RD
Auto Theft,5F30,Strip Business Center Parking Lot,14000-14099,NORTHWEST,FWY
Theft,5F30,"Other, Unknown, or Not Listed",12800-12899,NORTHWEST,FWY
Theft,5F30,Other Parking Lot,7200-7299,BRITTMOORE,RD
Theft,5F30,Strip Business Center Parking Lot,UNK,NORTHWEST,FWY
Theft,5F30,Restaurant or Cafeteria Parking Lot,12800-12899,NORTHWEST,FWY
Theft,5F30,Restaurant or Cafeteria,13000-13099,NORTHWEST,FWY
Theft,5F30,Strip Business Center Parking Lot,13200-13299,NORTHWEST,FWY
Auto Theft,5F30,"Road, Street, or Sidewalk",8300-8399,TIDWELL,RD
Auto Theft,5F30,Hotel or Motel Parking Lot,7800-7899,TIDWELL,RD
Theft,5F30,Restaurant or Cafeteria Parking Lot,13300-13399,NORTHWEST,FWY
Rape,5F30,Hotel or Motel Parking Lot,12800-12899,NORTHWEST,FWY
Robbery,5F30,Apartment Parking Lot,8000-8099,TIDWELL,RD
Theft,5F30,Restaurant or Cafeteria Parking Lot,12800-12899,NORTHWEST,FWY
Theft,5F30,Miscellaneous Business (Non-Specific),13700-13799,NORTHWEST,FWY
Theft,5F30,Department or Discount Store,13400-13499,NORTHWEST,FWY
Theft,5F30,Restaurant or Cafeteria Parking Lot,13200-13299,NORTHWEST,FWY
Theft,5F30,Apartment Parking Lot,6600-6699,GESSNER,RD
Theft,5F30,Restaurant or Cafeteria Parking Lot,13000-13099,NORTHWEST,FWY
Burglary,5F30,Miscellaneous Business (Non-Specific),14600-14699,NORTHWEST,FWY
Burglary,5F30,Auto Repair,14100-14199,HEMPSTEAD,RD
Robbery,5F30,Apartment Parking Lot,7500-7599,WILSHIRE PLACE,DR
Burglary,5F30,Apartment,7000-7099,HOLLISTER,ST
Theft,5F30,Strip Business Center Parking Lot,13700-13799,NORTHWEST,FWY
Theft,5F30,Specialty Store (Non-Specific),13700-13799,NORTHWEST,FWY
Auto Theft,5F30,Commercial Parking Lot or Garage,10200-10299,LITTLE YORK,RD
Theft,5F30,Other Parking Lot,13000-13099,NORTHWEST,FWY
Burglary,5F30,Rental Storage Facility,14000-14099,NORTHWEST,FWY
Theft,5F30,Miscellaneous Business (Non-Specific),6000-6099,CRAWFORD,RD
Theft,5F30,Apartment Parking Lot,7200-7299,PINEMONT,DR
Auto Theft,5F30,Apartment Parking Lot,8000-8099,TIDWELL,RD
Aggravated Assault,5F30,Other Parking Lot,12900-12999,NORTHWEST,FWY
Theft,5F30,"Parks and Recreation, Zoo, Swimming Pool",9900-9999,PORTO RICO,RD
Auto Theft,5F30,Driveway,8200-8299,ELLINGER,LN
Auto Theft,5F30,Other Parking Lot,12900-12999,NORTHWEST,FWY
Theft,5F30,Other Parking Lot,13400-13499,NORTHWEST,FWY
Theft,5F30,Miscellaneous Business (Non-Specific),13400-13499,NORTHWEST,FWY
Theft,5F30,Specialty Store (Non-Specific),14100-14199,NORTHWEST,FWY
Burglary,5F30,Miscellaneous Business (Non-Specific),14600-14699,NORTHWEST,FWY
Robbery,5F30,Strip Business Center Parking Lot,14100-14199,NORTHWEST,FWY
Auto Theft,5F30,Bar or Night Club Parking Lot,8100-8199,TIDWELL,RD
Burglary,5F30,Service or Gas Station,5700-5799,GESSNER,RD
Burglary,5F30,Miscellaneous Business (Non-Specific),8900-8999,JAMEEL,-
Theft,5F30,Strip Business Center Parking Lot,14400-14499,NORTHWEST,FWY
Theft,5F30,Commercial Parking Lot or Garage,5400-5499,NORTHWEST CENTRAL,DR
Theft,5F30,Other Parking Lot,9600-9699,WINGFOOT,RD
Robbery,5F30,Apartment Parking Lot,8000-8099,GROW,LN
Auto Theft,5F30,Strip Business Center Parking Lot,9100-9199,JAMEEL,-
Theft,5F30,Miscellaneous Business (Non-Specific),14100-14199,NORTHWEST,FWY
Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,FWY
Theft,5F30,Other Parking Lot,7100-7199,TIDWELL,RD
Theft,5F30,Restaurant or Cafeteria Parking Lot,12900-12999,NORTHWEST,FWY
Theft,5F30,Sexually Oriented Business Parking Lot,10300-10399,LITTLE YORK,RD
Theft,5F30,Commercial Building,15000-15099,SOMMERMEYER,ST
Burglary,5F30,Rental Storage Facility,14200-14299,NORTHWEST,FWY
Burglary,5F30,"Hotel, Motel, Inn, Etc.",12900-12999,NORTHWEST,FWY
Burglary,5F30,Apartment,8000-8099,TIDWELL,RD
Burglary,5F30,Vehicle/Auto Sales/Lease/Auto Parts Store,14100-14199,HEMPSTEAD,RD
Theft,5F30,Driveway,10000-10099,PORTO RICO,RD
Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,FWY
Theft,5F30,Commercial Parking Lot or Garage,12800-12899,NORTHWEST,FWY
Theft,5F30,Hotel or Motel Parking Lot,5400-5499,HOLLISTER,ST
Burglary,5F30,Restaurant or Cafeteria,7400-7499,TIDWELL,RD
Robbery,5F30,Bank,13200-13299,NORTHWEST,FWY
Theft,5F30,Other Parking Lot,13300-13399,NORTHWEST,FWY
Theft,5F30,Commercial Parking Lot or Garage,6600-6699,ROXBURGH,DR
Theft,5F30,Strip Business Center Parking Lot,13500-13599,NORTHWEST,FWY
Theft,5F30,Department or Discount Store,13700-13799,NORTHWEST,FWY
Theft,5F30,Restaurant or Cafeteria Parking Lot,13300-13399,NORTHWEST,FWY
Theft,5F30,Freeway Service Road,13300-13399,NORTHWEST,FWY
Theft,5F30,Department or Discount Store,13400-13499,NORTHWEST,FWY
Theft,5F30,Strip Business Center Parking Lot,5900-5999,GESSNER,RD
Burglary,5F30,Miscellaneous Business (Non-Specific),10500-10599,TANNER,RD
Theft,5F30,Other Parking Lot,14100-14199,NORTHWEST,FWY
Theft,5F30,Department or Discount Store,13800-13899,NORTHWEST,FWY
Theft,5F30,Apartment Parking Lot,7900-7999,GROW,LN
Auto Theft,5F30,Apartment Parking Lot,7500-7599,PINEMONT,DR
Theft,5F30,Apartment,7900-7999,GROW,LN
Theft,5F30,Restaurant or Cafeteria Parking Lot,12800-12899,NORTHWEST,FWY
Burglary,5F30,Vehicle/Auto Sales/Lease/Auto Parts Store,12800-12899,HEMPSTEAD,RD
Robbery,5F30,Convenience Store Parking Lot,13200-13299,NORTHWEST,FWY
Burglary,5F30,Commercial Building,7700-7799,PINEMONT,DR
Theft,5F30,Other Parking Lot,13300-13399,NORTHWEST,FWY
Burglary,5F30,Restaurant or Cafeteria,5200-5299,HOLLISTER,ST
Burglary,5F30,Commercial Building,6200-6299,GESSNER,RD
Auto Theft,5F30,Apartment Parking Lot,8100-8199,GROW,LN
Theft,5F30,Restaurant or Cafeteria Parking Lot,12900-12999,NORTHWEST,FWY
Theft,5F30,Restaurant or Cafeteria Parking Lot,13000-13099,NORTHWEST,FWY
Theft,5F30,,13200-13299,NORTHWEST,FWY
Theft,5F30,Hotel or Motel Parking Lot,12900-12999,NORTHWEST,FWY
Theft,5F30,Service or Gas Station,13200-13299,NORTHWEST,FWY
Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,FWY
Burglary,5F30,Miscellaneous Business (Non-Specific),6600-6699,FLINTLOCK,RD
Auto Theft,5F30,Adult Book Store or Newsstand,14000-14099,NORTHWEST,FWY
Burglary,5F30,Clothing Store,13200-13299,NORTHWEST,FWY
Theft,5F30,Restaurant or Cafeteria Parking Lot,13200-13299,NORTHWEST,FWY
Theft,5F30,"Other, Unknown, or Not Listed",5700-5799,CAMPBELL,RD
Theft,5F30,Restaurant or Cafeteria Parking Lot,12800-12899,NORTHWEST,FWY
Robbery,5F30,Residence or House,5400-5499,TRIWAY,LN
Theft,5F30,Other Parking Lot,13000-13099,NORTHWEST,FWY
Burglary,5F30,Vehicle/Auto Sales/Lease/Auto Parts Store,14100-14199,HEMPSTEAD,RD
Theft,5F30,Commercial Building,14000-14099,NORTHWEST,FWY
Theft,5F30,Apartment,6600-6699,GESSNER,RD
Auto Theft,5F30,Strip Business Center Parking Lot,12800-12899,NORTHWEST,FWY
Theft,5F30,"Road, Street, or Sidewalk",5800-5899,GUHN,RD
Auto Theft,5F30,Apartment Parking Lot,7000-7099,HOLLISTER,ST
Auto Theft,5F30,"Road, Street, or Sidewalk",8000-8099,GROW,LN
Theft,5F30,Commercial Parking Lot or Garage,13400-13499,NORTHWEST,FWY
Theft,5F30,Apartment Parking Lot,7200-7299,PINEMONT,DR
Theft,5F30,Residence or House,10200-10299,PORTO RICO,RD
Burglary,5F30,Commercial Building,14600-14699,NORTHWEST,FWY
Robbery,5F30,Apartment Parking Lot,7400-7499,HILLMONT,ST
Theft,5F30,Miscellaneous Business (Non-Specific),5900-5999,GUHN,RD
Theft,5F30,Commercial Parking Lot or Garage,5500-5599,NORTHWEST CENTRAL,DR
Burglary,5F30,Residence or House,10000-10099,BAMBOO,RD
Theft,5F30,Restaurant or Cafeteria Parking Lot,12900-12999,NORTHWEST,FWY
Aggravated Assault,5F30,"Hotel, Motel, Inn, Etc.",5900-5999,GUHN,RD
Burglary,5F30,Rental Storage Facility,14000-14099,NORTHWEST,FWY
Auto Theft,5F30,Apartment Parking Lot,5800-5899,HOLLISTER,ST
Theft,5F30,Apartment Parking Lot,8000-8099,TIDWELL,RD
Burglary,5F30,Vehicle/Auto Sales/Lease/Auto Parts Store,5900-5999,GESSNER,RD
Theft,5F30,Video Rental & Sales,14600-14699,HEMPSTEAD,RD
Theft,5F30,Restaurant or Cafeteria Parking Lot,12800-12899,NORTHWEST,FWY
Burglary,5F30,Commercial Building,14200-14299,NORTHWEST,FWY
Robbery,5F30,Apartment Parking Lot,5700-5799,GUHN,RD
Theft,5F30,Convenience Store,4300-4399,GESSNER,RD
Burglary,5F30,Miscellaneous Business (Non-Specific),14600-14699,NORTHWEST,FWY
Robbery,5F30,Apartment Parking Lot,8000-8099,TIDWELL,RD
Theft,5F30,Bank or Savings Institution Parking Lot,13100-13199,NORTHWEST,FWY
Theft,5F30,Strip Business Center Parking Lot,UNK,NORTHWEST,FWY
Burglary,5F30,"Church, Synagogue, or Temple",5500-5599,TEAGUE,RD
Burglary,5F30,Rental Storage Facility,14000-14099,NORTHWEST,FWY
Burglary,5F30,Rental Storage Facility,14000-14099,NORTHWEST,FWY
Theft,5F40,Hospital Parking Lot,18200-18299,TOMBALL,PKWY
Aggravated Assault,5F40,Bar or Night Club Parking Lot,7600-7699,FM 1960,RD
Theft,5F40,"Hotel, Motel, Inn, Etc.",13200-13299,CHAMPIONS CENTRE,DR
Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD
Burglary,5F40,Apartment,7500-7599,WILLOW CHASE,BLVD
Theft,5F40,Clothing Store,7900-7999,FM 1960,RD
Theft,5F40,Department or Discount Store,6800-6899,FM 1960,RD
Theft,5F40,Apartment,8300-8399,WILLOW PLACE,DR
Auto Theft,5F40,Commercial Parking Lot or Garage,17100-17199,TOMBALL,PKWY
Burglary,5F40,Apartment,13500-13599,BRETON RIDGE,ST
Theft,5F40,Residence or House,17200-17299,TOMBALL,PKWY
Theft,5F40,Department or Discount Store,7600-7699,FM 1960,RD
Theft,5F40,Hospital Parking Lot,18200-18299,TOMBALL,PKWY
Theft,5F40,Restaurant or Cafeteria,7100-7199,FM 1960,RD
Auto Theft,5F40,Commercial Parking Lot or Garage,8200-8299,WILLOW PLACE,DR
Theft,5F40,Apartment Parking Lot,9600-9699,GRANT,RD
Theft,5F40,Department or Discount Store,6800-6899,FM 1960,RD
Theft,5F40,Department or Discount Store,12900-12999,WILLOW CHASE,DR
Theft,5F40,Clothing Store,7900-7999,FM 1960,RD
Auto Theft,5F40,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Clothing Store,7900-7999,FM 1960,RD
Burglary,5F40,Miscellaneous Business (Non-Specific),7500-7599,FM 1960,RD
Theft,5F40,Restaurant or Cafeteria Parking Lot,7800-7899,WILLOW CHASE,BLVD
Theft,5F40,Hotel or Motel Parking Lot,7800-7899,WILLOW CHASE,BLVD
Theft,5F40,Miscellaneous Business (Non-Specific),8200-8299,WILLOW PLACE,DR
Theft,5F40,Hospital Parking Lot,18200-18299,SH 249,HWY
Theft,5F40,Driveway,13000-13099,ROSE LANDING,DR
Theft,5F40,Mall Common Area,7900-7999,FM 1960,RD
Theft,5F40,Restaurant or Cafeteria Parking Lot,17700-17799,TOMBALL,PKWY
Theft,5F40,"Gym, Recreat, Club House, Indoor Pool, Spa",7700-7799,WILLOW CHASE,BLVD
Robbery,5F40,Apartment Parking Lot,8300-8399,WILLOW PLACE,DR
Theft,5F40,Restaurant or Cafeteria Parking Lot,7800-7899,WILLOW CHASE,BLVD
Robbery,5F40,"Other, Unknown, or Not Listed",13100-13199,WILLOW CHASE,DR
Robbery,5F40,Grocery Store or Supermarket Parking Lot,8300-8399,FM 1960,RD
Theft,5F40,Restaurant or Cafeteria Parking Lot,7600-7699,FM 1960,RD
Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD
Robbery,5F40,Grocery Store or Supermarket,8300-8399,FM 1960,RD
Theft,5F40,Other Parking Lot,UNK,FM 1960 ENTR,-
Theft,5F40,Liquor Store,7000-7099,FM 1960,RD
Theft,5F40,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
Robbery,5F40,Restaurant or Cafeteria Parking Lot,7500-7599,FM 1960,RD
Theft,5F40,Other Parking Lot,12400-12499,GESSNER,RD
Theft,5F40,Department or Discount Store,12900-12999,WILLOW CHASE,DR
Aggravated Assault,5F40,Apartment Parking Lot,12000-12099,GESSNER,RD
Theft,5F40,Restaurant or Cafeteria,17700-17799,TOMBALL,PKWY
Theft,5F40,Restaurant or Cafeteria Parking Lot,17300-17399,TOMBALL,PKWY
Robbery,5F40,Miscellaneous Business (Non-Specific),13100-13199,WILLOW CHASE,DR
Theft,5F40,Restaurant or Cafeteria Parking Lot,17700-17799,TOMBALL,PKWY
Theft,5F40,Hospital Parking Lot,18200-18299,TOMBALL,PKWY
Robbery,5F40,Department or Discount Store,7900-7999,FM 1960,RD
Auto Theft,5F40,Mall Parking Lot,7900-7999,FM 1960,RD
Theft,5F40,Sporting Goods or Gun Shops,7600-7699,FM 1960,RD
Theft,5F40,Specialty Store (Non-Specific),17300-17399,TOMBALL,PKWY
Theft,5F40,Restaurant or Cafeteria Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Other Parking Lot,12000-12099,GESSNER,RD
Theft,5F40,Restaurant or Cafeteria Parking Lot,17200-17299,TOMBALL,PKWY
Theft,5F40,Restaurant or Cafeteria Parking Lot,17400-17499,TOMBALL,PKWY
Theft,5F40,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,5F40,Mall Common Area,7900-7999,FM 1960,RD
Theft,5F40,Clothing Store,1400-1499,WILLOWBROOK MALL,-
Theft,5F40,Mall Common Area,7900-7999,FM 1960,RD
Theft,5F40,Hotel or Motel Parking Lot,16900-16999,TOMBALL,PKWY
Theft,5F40,Mall Common Area,1600-1699,WILLOWBROOK MALL,-
Theft,5F40,"Gym, Recreat, Club House, Indoor Pool, Spa",7700-7799,WILLOW CHASE,BLVD
Theft,5F40,Hotel or Motel Parking Lot,7900-7999,WILLOW CHASE,BLVD
Auto Theft,5F40,Mall Parking Lot,7900-7999,FM 1960,RD
Theft,5F40,"Gym, Recreat, Club House, Indoor Pool, Spa",7700-7799,WILLOW CHASE,BLVD
Theft,5F40,"Gym, Recreat, Club House, Indoor Pool, Spa",7700-7799,WILLOW CHASE,BLVD
Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD
Theft,5F40,Commercial Parking Lot or Garage,6800-6899,FM 1960,RD
Theft,5F40,"Gym, Recreat, Club House, Indoor Pool, Spa",7700-7799,WILLOW CHASE,BLVD
