Offense Type,Premise,BlockRange,StreetName,Type
Theft,"Road, Street, or Sidewalk",700-799,WALNUT ST,ST
Robbery,Bank,900-999,FANNIN,ST
Robbery,"Hotel, Motel, Inn, Etc.",700-799,CRAWFORD ST,ST
Theft,Park and Ride Terminal,700-799,LEELAND,-
Theft,"Road, Street, or Sidewalk",2400-2499,WINROCK 247,-
Theft,"Hotel, Motel, Inn, Etc.",1200-1299,LOUISIANA ST,ST
Theft,"Road, Street, or Sidewalk",1700-1799,MCKINNEY ST,ST
Theft,"Road, Street, or Sidewalk",1400-1499,NANCE,-
Aggravated Assault,Commercial Parking Lot or Garage,4600-4699,HOWARD LANE - SUITE 200,-
Theft,Auto Repair,1500-1599,FANNIN ST,ST
Theft,Other Parking Lot,1300-1399,CLAY ST,ST
Theft,"Stadium, Sports Arena, Race Track",1500-1599,POLK,-
Burglary,Commercial Building,700-799,LOUISIANA,ST
Theft,"Gym, Recreat, Club House, Indoor Pool",800-899,PEASE,-
AutoTheft,Liquor Store Parking Lot,1700-1799,JEFFERSON ST,ST
Theft,"Other, Unknown, or Not Listed",1800-1899,RUIZ,-
Theft,"Hotel, Motel, Inn, Etc.",700-799,CRAWFORD ST,ST
Theft,"Road, Street, or Sidewalk",500-599,MAIN ST,ST
Theft,"Road, Street, or Sidewalk",100-199,FANNIN ST,ST
Theft,Other Parking Lot,1300-1399,TRAVIS ST,ST
Theft,Commercial Parking Lot or Garage,1100-1199,PEASE ST,ST
Theft,"Road, Street, or Sidewalk",1100-1199,COMMERCE ST,ST
AutoTheft,"Road, Street, or Sidewalk",500-599,FANNIN ST,ST
Theft,Restaurant or Cafeteria,400-499,SAN JACINTO,ST
Burglary,Construction Site,6700-6799,SATSUMA,DR
Theft,"Road, Street, or Sidewalk",2400-2499,SHOREBROOK,DR
Theft,"Road, Street, or Sidewalk",1100-1199,MAIN ST,ST
Theft,Commercial Parking Lot or Garage,1100-1199,FANNIN ST,ST
Aggravated Assault,Bank,1600-1699,SMITH ST,ST
Theft,"Hotel, Motel, Inn, Etc.",700-799,CRAWFORD ST,ST
Theft,"Road, Street, or Sidewalk",700-799,N SAN JACINTO ST,ST
AutoTheft,Commercial Parking Lot or Garage,900-999,COMMERCE ST,ST
AutoTheft,"Road, Street, or Sidewalk",12600-12699,MONACO,-
Theft,Garage or Carport,800-899,TRAVIS ST,ST
Theft,Rental Storage Facility,10600-10699,MAIN,ST
Aggravated Assault,Apartment,1600-1699,FANNIN ST,ST
Theft,Commercial Parking Lot or Garage,6700-6799,MOBILE HOME,BLVD
Theft,Apartment,1800-1899,ST JOSEPH PKWY,-
Robbery,Bus Stop,900-999,PIERCE ST,ST
AutoTheft,"Road, Street, or Sidewalk",700-799,WALNUT ST,ST
Theft,Commercial Parking Lot or Garage,14900-14999,MONRAD,DR
Aggravated Assault,"Hotel, Motel, Inn, Etc.",1500-1599,DALLAS ST,ST
AutoTheft,"Road, Street, or Sidewalk",1300-1399,CLAY ST UNIT C,-
Theft,Apartment Parking Lot,200-299,W ALABAMA ST,ST
Theft,Other Parking Lot,3200-3299,2,-
Theft,Other Parking Lot,1700-1799,CUSHING ST,ST
Robbery,Restaurant or Cafeteria,3100-3199,DALLAS,ST
Theft,Apartment Parking Lot,3400-3499,W DALLAS ST,ST
Burglary,Commercial Building,800-899,TAFT,ST
Burglary,Office Building,1800-1899,ALLEN,PKWY
Robbery,Department or Discount Store,2600-2699,SMITH,ST
Rape,Apartment,3400-3499,W DALLAS ST,ST
Theft,Restaurant or Cafeteria Parking Lot,100-199,WILLARD,RD
Robbery,"Road, Street, or Sidewalk",500-599,HADLEY ST,ST
Burglary,Construction Site,1200-1299,KALISTE MEADOW,DR
Theft,Driveway,600-699,WILLARD ST,ST
Rape,Vehicle/Auto Sales/Lease/Auto Parts Store,2800-2899,MASON,-
AutoTheft,Commercial Parking Lot or Garage,1600-1699,W DALLAS ST,ST
Burglary,Residence or House,1200-1299,BUCKNER ST,ST
Robbery,Specialty Store (Non-Specific),2300-2399,SPERBER,LN
Theft,Restaurant or Cafeteria,2000-2099,BAGBY ST,ST
Theft,Residence or House,900-999,KING,ST
Theft,Other Parking Lot,1500-1599,W GRAY ST,ST
Theft,Department or Discount Store,1500-1599,GRAY,ST
Theft,"Road, Street, or Sidewalk",400-499,VELASCO,ST
Theft,Commercial Parking Lot or Garage,900-999,W MAIN ST,ST
Theft,Other Parking Lot,2300-2399,CROCKER ST,ST
Theft,"Other, Unknown, or Not Listed",400-499,EMERSON ST,ST
Theft,"Road, Street, or Sidewalk",800-899,NOREDA,-
AutoTheft,Other Parking Lot,2400-2499,BRAZOS ST,ST
Theft,"Road, Street, or Sidewalk",2800-2899,MASON,-
Burglary,Miscellaneous Business (Non-Specific),1800-1899,ALLEN,PKWY
Theft,Apartment Parking Lot,2300-2399,SMITH ST,ST
Theft,"Road, Street, or Sidewalk",4900-4999,CRAWFORD,RD
Burglary,Garage or Carport,600-699,HAWTHORNE,-
Theft,Strip Business Center Parking Lot,2400-2499,TAFT ST,ST
Theft,Strip Business Center Parking Lot,2400-2499,TAFT ST,ST
Theft,"Road, Street, or Sidewalk",2200-2299,SMITH ST,ST
Theft,Hotel or Motel Parking Lot,500-599,LOVETT BLVD,BLVD
Theft,Commercial Parking Lot or Garage,2000-2099,GRAY ST,ST
Theft,Restaurant or Cafeteria Parking Lot,1000-1099,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,UNK,WOODCREEK,DR
Robbery,Apartment Parking Lot,900-999,SKYLINE VISTA,-
Theft,"Road, Street, or Sidewalk",2300-2399,BAGBY ST,ST
Theft,Other Parking Lot,300-399,HYDE PARK BLVD,BLVD
Theft,Restaurant or Cafeteria,500-599,GRAY ST,ST
Aggravated Assault,Bar or Night Club,2400-2499,GRANT ST,ST
Theft,"Road, Street, or Sidewalk",400-499,WEBSTER ST,ST
Theft,"Road, Street, or Sidewalk",8500-8599,WEST BAY,RD
Theft,Apartment Parking Lot,800-899,ALABAMA ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",2400-2499,GRANT ST,ST
AutoTheft,"Road, Street, or Sidewalk",UNK,MCGOWEN ST,ST
Theft,Residence or House,1400-1499,MONTROSE BLVD,BLVD
Burglary,Apartment,900-999,GILLETTE ST,ST
AutoTheft,Driveway,4100-4199,SOUTHWEST FREEWAY,-
Theft,"Road, Street, or Sidewalk",UNK,LUSH MEADOW,PL
Theft,Bank or Savings Institution Parking Lot,3000-3099,SMITH ST,ST
Burglary,Restaurant or Cafeteria Parking Lot,700-799,DALLAS,ST
Aggravated Assault,Apartment,400-499,ROSALIE,ST
Theft,Restaurant or Cafeteria,300-399,CLAY,ST
Aggravated Assault,"Road, Street, or Sidewalk",1200-1299,W CLAY ST,ST
Burglary,"Daycare, Child Care, or Kindergarten",800-899,CROSBY,ST
Burglary,Restaurant or Cafeteria,300-399,PARRAMATTA,LN
Theft,"Road, Street, or Sidewalk",500-599,WELCH ST,ST
Rape,"Other, Unknown, or Not Listed",3100-3199,SMITH ST,ST
Theft,Grocery Store or Supermarket,700-799,WAUGH DR,-
Theft,Apartment Parking Lot,2000-2099,BAGBY ST,ST
Theft,Apartment,2500-2599,WHITNEY,-
Theft,Other Parking Lot,2000-2099,MONTROSE BLVD,BLVD
Theft,Department or Discount Store,1500-1599,W. GRAY,-
Theft,Driveway,1100-1199,PEDEN,-
Theft,"Road, Street, or Sidewalk",2100-2199,BALDWIN ST,ST
Theft,Restaurant or Cafeteria Parking Lot,400-499,W GRAY ST,ST
Theft,Restaurant or Cafeteria Parking Lot,1400-1499,W GRAY ST,ST
Theft,Bar or Night Club,7400-7499,DAHLIA,-
Theft,Convenience Store,600-699,MCGOWEN ST,ST
Theft,Driveway,1100-1199,WELCH STREET,-
Theft,Apartment Parking Lot,2300-2399,BAGBY,ST
Theft,Bar or Night Club,2400-2499,BAGBY ST,ST
Theft,Apartment Parking Lot,2300-2399,BAGBY ST,ST
Theft,"Road, Street, or Sidewalk",2300-2399,THOMAS,ST
Theft,"Road, Street, or Sidewalk",700-799,THISTLEWOOD DR.,-
Theft,Driveway,1100-1199,PEDEN,-
Theft,"Road, Street, or Sidewalk",1600-1699,WAUGH DR,-
Theft,Apartment Parking Lot,700-799,SAULNIER,-
Theft,Restaurant or Cafeteria Parking Lot,2500-2599,MONTROSE,BLVD
Theft,"Gym, Recreat, Club House, Indoor Pool",3200-3299,LOUISIANA ST,ST
Theft,Apartment Parking Lot,2300-2399,BAGBY ST,ST
Theft,Specialty Store (Non-Specific),11500-11599,BISSONNET,ST
Theft,"Road, Street, or Sidewalk",2900-2999,HELENA,-
Theft,Bar or Night Club,600-699,HYDE PARK BLVD,BLVD
Theft,Other Parking Lot,900-999,RICHMOND AVE,-
Theft,Restaurant or Cafeteria Parking Lot,400-499,P O BOX 2033,-
Theft,Apartment Parking Lot,3200-3299,LOUISIANA ST,ST
Theft,Commercial Parking Lot or Garage,2300-2399,BAGBY ST,ST
Theft,"Road, Street, or Sidewalk",2700-2799,GRANT ST,ST
Theft,"Road, Street, or Sidewalk",10900-10999,LINDEN GATE,DR
Theft,"Road, Street, or Sidewalk",600-699,FAIRVIEW AVE,-
Theft,"Road, Street, or Sidewalk",3900-3999,SOUTH 26TH,AVE
Theft,Restaurant or Cafeteria,27700-27799,GUTHRIE RIDGE,LN
Theft,Residence or House,2400-2499,WHITNEY,ST
Theft,Restaurant or Cafeteria Parking Lot,9600-9699,TANGLEWOOD,DR
Theft,Other Parking Lot,600-699,ROSINE,-
Burglary,"Multi-Plex Home (Duplex,Triplex Etc.)",400-499,DREW ST,ST
Theft,Bar or Night Club,2000-2099,WAUGH DR,-
Theft,"Road, Street, or Sidewalk",1100-1199,CALIFORNIA ST,ST
Theft,Residence or House,700-799,W ALABAMA ST,ST
Burglary,Restaurant or Cafeteria,700-799,DALLAS,ST
Theft,"Road, Street, or Sidewalk",2600-2699,LOUISIANA ST,ST
Theft,Restaurant or Cafeteria Parking Lot,100-199,CRANE DRIVE,-
AutoTheft,Driveway,200-299,MARSHALL,-
Theft,"Road, Street, or Sidewalk",4800-4899,LADONA COURT,-
Burglary,"Multi-Plex Home (Duplex,Triplex Etc.)",10300-10399,FLAXMAN,-
Theft,Garage or Carport,21200-21299,NORTHWEST,ST
Theft,Bar or Night Club Parking Lot,18800-18899,KENSWICK,DR
Theft,"Road, Street, or Sidewalk",700-799,AVONDALE ST,ST
Theft,Apartment,1600-1699,W DALLAS ST,ST
Robbery,"Road, Street, or Sidewalk",1500-1599,WILSON ST,ST
Theft,"Road, Street, or Sidewalk",1400-1499,ELDRIDGE PARKWAY,-
Theft,"Road, Street, or Sidewalk",3200-3299,BAMMEL LANE,-
Theft,Driveway,800-899,PO BOX 70426,-
Theft,"Road, Street, or Sidewalk",1200-1299,ALLSTON ST A,-
Robbery,"Hotel, Motel, Inn, Etc.",900-999,DALLAS,ST
Burglary,Apartment,700-799,SAULNIER,-
Theft,Other Parking Lot,2000-2099,SMITH ST,ST
Theft,Other Parking Lot,1000-1099,WESTHEIMER RD,RD
Theft,Specialty Store (Non-Specific),2000-2099,MONTROSE BLVD,BLVD
Theft,Bar or Night Club,600-699,HADLEY ST,ST
Theft,Apartment,2500-2599,MONTROSE BLVD,BLVD
Theft,Apartment,2500-2599,SUNSET,BLVD
Theft,Other Parking Lot,1800-1899,ALLEN PKWY OB,-
Theft,Other Parking Lot,100-199,WATERCRESS CIRCLE,-
Robbery,"Laundry, Dry Cleaners, Washaterias",1400-1499,GRAY,ST
Robbery,"Road, Street, or Sidewalk",700-799,PACIFIC,ST
Theft,Miscellaneous Business (Non-Specific),1000-1099,WAUGH,DR
Burglary,Restaurant or Cafeteria,700-799,W DALLAS ST,ST
Theft,Bar or Night Club Parking Lot,2900-2999,NORTH ISLAND,DR
Theft,"Road, Street, or Sidewalk",200-299,AVONDALE ST,ST
Theft,"Road, Street, or Sidewalk",3100-3199,HELENA,-
Theft,Other Parking Lot,1500-1599,TAFT,ST
Theft,"Church, Synagogue, or Temple Parking Lot",2600-2699,WAUGH DR,-
Theft,"Road, Street, or Sidewalk",2700-2799,W THORNE,BLVD
Burglary,Residence or House,UNK,HERMANN MUSEUM CIRCLE DR SU,-
Theft,"Road, Street, or Sidewalk",2200-2299,CROCKER ST,ST
Theft,"Road, Street, or Sidewalk",15600-15699,GULF FREEWAY,-
Theft,Residence or House,1500-1599,GILLETTE ST,ST
Theft,"Road, Street, or Sidewalk",UNK,ALLEN PKWY OB/GILLETTE ST,ST
AutoTheft,Apartment Parking Lot,UNK,BAGBY ST/SMITH ST,ST
Theft,Apartment,1000-1099,SHEPHERD,RD
Robbery,"Laundry, Dry Cleaners, Washaterias",5300-5399,NAVARRO,ST
Theft,"Road, Street, or Sidewalk",2200-2299,GRANT ST,ST
Theft,Commercial Parking Lot or Garage,3900-3999,MONTROSE BLVD,BLVD
Burglary,Office Building,2000-2099,BUFFALO TERRACE,-
Theft,Other Parking Lot,3100-3199,SMITH ST,ST
Theft,Condominium,3600-3699,SOUTHWEST FREEWAY,-
Burglary,Residence or House,1100-1199,W. DALLAS,ST
Rape,"Road, Street, or Sidewalk",1400-1499,BENDING BROOK,CIR
Theft,Bar or Night Club Parking Lot,14400-14499,CANNATA,DR
Theft,"Road, Street, or Sidewalk",2300-2399,HOPKINS,-
Theft,"Road, Street, or Sidewalk",2400-2499,GRANT ST,ST
AutoTheft,Restaurant or Cafeteria Parking Lot,300-399,GRAY ST,ST
Theft,Other Parking Lot,1800-1899,ALLEN PKWY OB,-
Theft,Commercial Parking Lot or Garage,1300-1399,W GRAY ST,ST
Theft,Bar or Night Club Parking Lot,14900-14999,LOYS COVES,CT
Theft,Commercial Parking Lot or Garage,3900-3999,FEDERAL,LN
Burglary,Restaurant or Cafeteria,400-499,W GRAY ST,ST
Theft,"Road, Street, or Sidewalk",700-799,CLEVELAND ST,ST
Robbery,"Road, Street, or Sidewalk",3600-3699,SANDYDALE LANE,-
Burglary,Apartment,700-799,SAULNIER,-
Theft,Apartment Parking Lot,2100-2199,BALDWIN ST,ST
Theft,Commercial Parking Lot or Garage,200-299,W. BEND DR.,-
Theft,Grocery Store or Supermarket Parking Lot,700-799,WAUGH DR,-
Aggravated Assault,Apartment,7700-7799,HELMERS,-
Theft,Restaurant or Cafeteria,2000-2099,BAGBY ST,ST
Burglary,Apartment,1700-1799,CUSHING ST - 220,-
Burglary,Restaurant or Cafeteria,700-799,HOMELESSS,-
Theft,Drug Store or Medical Supply,400-499,GRAY,ST
Theft,"Road, Street, or Sidewalk",300-399,W MAIN ST,ST
Theft,Other Parking Lot,1800-1899,ALLEN PKWY OB,-
Theft,"Road, Street, or Sidewalk",400-499,HARBORVIEW,DR
Theft,Other Parking Lot,2100-2199,BALDWIN ST,ST
Theft,Residence or House,1400-1499,RUTHVEN,-
Theft,Residence or House,1400-1499,RUTHVEN,-
AutoTheft,Apartment Parking Lot,2200-2299,W DALLAS ST,ST
Theft,Miscellaneous Business (Non-Specific),400-499,WESTHEIMER RD,RD
Theft,Residence or House,400-499,WILLARD ST,ST
Theft,"Road, Street, or Sidewalk",1600-1699,ALLEN PKWY OB,-
Theft,Drug Store or Medical Supply,400-499,GRAY,ST
Robbery,Restaurant or Cafeteria Parking Lot,2500-2599,ISABELLA,ST
Theft,Specialty Store (Non-Specific),3300-3399,MONTROSE,BLVD
Theft,"Road, Street, or Sidewalk",2800-2899,TAFT ST,ST
Theft,Commercial Parking Lot or Garage,3200-3299,ALLEN PKWY IB,-
AutoTheft,Apartment Parking Lot,2500-2599,BAGBY,ST
Theft,Other Parking Lot,18100-18199,GULF,FWY
Theft,Restaurant or Cafeteria,300-399,GRAY,-
Burglary,"Other, Unknown, or Not Listed",300-399,ALABAMA,ST
Robbery,"Parks and Recreation, Zoo, Swimming Pool",6700-6799,VANDERBILT,ST
Theft,"Road, Street, or Sidewalk",1000-1099,MISSOURI ST,ST
Theft,"Road, Street, or Sidewalk",15800-15899,ECHO HILL DR.,-
Theft,Office Building,3100-3199,ALLEN PKWY IB,-
Burglary,Residence or House,300-399,ALABAMA ST APT 2,-
Theft,Convenience Store,400-499,GRAY,ST
Theft,Restaurant or Cafeteria Parking Lot,1000-1099,FAIRVIEW AVE,-
AutoTheft,Other Parking Lot,700-799,SAULNIER,-
Burglary,"Toys, Arts Craft,Musical, Bike,Pet Stores",1500-1599,W ALABAMA ST,ST
Theft,"Other, Unknown, or Not Listed",1900-1999,DRISCOLL ST,ST
AutoTheft,Bar or Night Club Parking Lot,2000-2099,WAUGH DR,-
Theft,"Road, Street, or Sidewalk",3900-3999,UNIVERSITY,BLVD
Theft,Restaurant or Cafeteria Parking Lot,500-599,ASBURY,ST
Theft,Bar or Night Club Parking Lot,3800-3899,FARNHAM ST,ST
Theft,Restaurant or Cafeteria Parking Lot,1700-1799,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,3700-3799,DRAKE,ST
Theft,Other Parking Lot,2000-2099,RICHMOND AVE,-
Theft,Other Parking Lot,1400-1499,RICHMOND AVE,-
Robbery,"Road, Street, or Sidewalk",400-499,ALABAMA,ST
Theft,"Libraries, Museums",1000-1099,BARKDULL RD.,-
Theft,Service or Gas Station,3100-3199,SOUTHWEST,ST
Theft,"Road, Street, or Sidewalk",1700-1799,ELMEN ST,ST
Theft,Bar or Night Club Parking Lot,200-299,BAYOU,-
Theft,Commercial Parking Lot or Garage,2000-2099,RICHMOND AVE,-
Theft,Restaurant or Cafeteria Parking Lot,2000-2099,S SHEPHERD DR,-
Burglary,Barber And Beauty Shops,3400-3499,KIRBY,DR
Theft,Apartment Parking Lot,3600-3699,MONTROSE BLVD,BLVD
Theft,Convenience Store,3500-3599,SHEPHERD,RD
Theft,Restaurant or Cafeteria Parking Lot,2400-2499,RICHMOND AVE,-
Theft,Department or Discount Store,3100-3199,KIRBY,DR
Theft,Bar or Night Club Parking Lot,1400-1499,WESTHEIMER RD,RD
Robbery,Restaurant or Cafeteria,3500-3599,S SHEPHERD DR,-
Theft,Other Parking Lot,2100-2199,NORFOLK ST,ST
Theft,Grocery Store or Supermarket Parking Lot,2900-2999,S SHEPHERD DR,-
Theft,Restaurant or Cafeteria Parking Lot,1900-1999,W GRAY ST,ST
Theft,"Road, Street, or Sidewalk",1500-1599,HADDON,-
Theft,Apartment Parking Lot,2300-2399,RICHMOND AVE,-
Burglary,Miscellaneous Business (Non-Specific),1600-1699,WESTHEIMER RD,RD
Theft,"Other, Unknown, or Not Listed",2100-2199,WESTHEIMER RD,RD
Burglary,Condominium,2100-2199,WELCH,ST
Theft,Barber And Beauty Shops,2300-2399,RICHMOND AVE. APT 421,-
Theft,Other Parking Lot,2200-2299,W ALABAMA ST,ST
Theft,Apartment Parking Lot,2700-2799,REVERE,-
Theft,Commercial Parking Lot or Garage,19800-19899,RINGWALD,CT
Theft,Grocery Store or Supermarket,2000-2099,WESTHEIMER,RD
Theft,Grocery Store or Supermarket Parking Lot,2900-2999,KIRBY DR,-
Theft,Other Parking Lot,2100-2199,PORTSMOUTH ST,ST
Theft,Other Parking Lot,3600-3699,S SHEPHERD DR,-
Theft,Restaurant or Cafeteria Parking Lot,3100-3199,ARGONNE ST,ST
Theft,Apartment Parking Lot,2000-2099,WESTHEIMER RD,RD
Theft,Grocery Store or Supermarket,900-999,BUFFALO RUN,-
Theft,Driveway,1800-1899,MAIN ST,ST
Aggravated Assault,"Hotel, Motel, Inn, Etc.",2300-2399,SOUTHWEST,ST
Theft,Restaurant or Cafeteria Parking Lot,5800-5899,LONGWOOD,-
Theft,Sexually Oriented Business Parking Lot,3100-3199,ARGONNE ST,ST
Rape,Apartment,2400-2499,MCDUFFIE ST,ST
Theft,Drug Store or Medical Supply,2100-2199,ALABAMA,ST
Theft,"Other, Unknown, or Not Listed",2000-2099,GRAY,ST
Theft,Restaurant or Cafeteria Parking Lot,7500-7599,CAMBRIDGE,ST
Robbery,Grocery Store or Supermarket,2900-2999,S SHEPHERD DR,-
Theft,Bar or Night Club Parking Lot,22600-22699,TORRISDALE,LN
Theft,"Road, Street, or Sidewalk",1900-1999,W GRAY ST,ST
Aggravated Assault,Light Rail Platform,1900-1999,W MAIN ST,ST
Theft,Apartment,3700-3799,AUDLEY ST,ST
Theft,"Road, Street, or Sidewalk",700-799,WELLBORN,RD
Theft,Grocery Store or Supermarket Parking Lot,2900-2999,SHEPHERD DR,-
Theft,Adult Theater/Arcade,1900-1999,W GRAY ST,ST
Theft,"Road, Street, or Sidewalk",1300-1399,HAROLD ST,ST
Theft,Restaurant or Cafeteria Parking Lot,3300-3399,EASTSIDE ST,ST
Robbery,Drug Store or Medical Supply,3200-3299,VILLAGE POND LANE,-
Theft,"Road, Street, or Sidewalk",3000-3099,AUDLEY ST,ST
Theft,Apartment Parking Lot,1200-1299,TRAVIS,ST
Theft,Apartment Parking Lot,3200-3299,REVERE ST,ST
Theft,Department or Discount Store,3100-3199,KIRBY,DR
Aggravated Assault,Apartment,2800-2899,BAMMEL LN,-
AutoTheft,Restaurant or Cafeteria Parking Lot,3700-3799,GREENBRIAR DR,-
Robbery,Department or Discount Store,3100-3199,KIRBY,DR
Theft,Commercial Building,3300-3399,W MAIN ST,ST
Robbery,"Road, Street, or Sidewalk",100-199,TRES,ST
Robbery,Restaurant or Cafeteria,3400-3499,KIRBY DRIVE,-
Theft,Apartment,2200-2299,HAZARD,RD
Theft,Residence or House,2100-2199,COLQUITT,-
Burglary,Residence or House,1400-1499,KIPLING ST,ST
Theft,Convenience Store,2500-2599,WESTHEIMER,RD
Robbery,Restaurant or Cafeteria,1600-1699,RICHMOND,AVE
Theft,Service or Gas Station,3100-3199,SOUTHWEST,ST
Theft,Other Parking Lot,1400-1499,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,2400-2499,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,2800-2899,BAMMEL LN,-
Robbery,Department or Discount Store,2100-2199,PORTSMOUTH,ST
Theft,Clothing Store,1900-1999,GRAY,ST
Theft,Bar or Night Club Parking Lot,1900-1999,WESTHEIMER RD,RD
Theft,Commercial Parking Lot or Garage,1300-1399,W ALABAMA ST,ST
Theft,Commercial Parking Lot or Garage,1400-1499,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,3200-3299,WESTHEIMER RD,RD
Theft,Strip Business Center Parking Lot,1900-1999,W GRAY ST,ST
Theft,"Road, Street, or Sidewalk",1600-1699,HAWTHORNE,-
Theft,Commercial Parking Lot or Garage,2400-2499,S SHEPHERD DR,-
Aggravated Assault,"Road, Street, or Sidewalk",4200-4299,MONTROSE BLVD,BLVD
Theft,Restaurant or Cafeteria Parking Lot,3100-3199,KIRBY DR,-
Theft,Bar or Night Club Parking Lot,6000-6099,JEAN,RD
Theft,Commercial Parking Lot or Garage,2400-2499,ALABAMA ST,ST
Theft,Restaurant or Cafeteria Parking Lot,4400-4499,MONTROSE BLVD,BLVD
Theft,Restaurant or Cafeteria Parking Lot,2400-2499,PO BOX 42927,-
Theft,Commercial Parking Lot or Garage,2400-2499,SOUTHWEST FWY OB,-
Theft,Office Building,UNK,PIN OAK,CT
Theft,Other Parking Lot,3300-3399,EASTSIDE ST,ST
Burglary,Apartment,3200-3299,BRANARD ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",4700-4799,SALINA,-
Theft,Grocery Store or Supermarket,7400-7499,HARWIN DR STE 201,-
Theft,Restaurant or Cafeteria Parking Lot,1400-1499,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,1600-1699,WESTHEIMER RD,RD
Burglary,Restaurant or Cafeteria,2400-2499,SHEPHERD,RD
Theft,Bar or Night Club Parking Lot,2100-2199,CAPITOL,ST
Theft,"Road, Street, or Sidewalk",2700-2799,FENWOOD ROAD,-
Theft,Restaurant or Cafeteria Parking Lot,3700-3799,GREENBRIAR DR,-
Theft,Apartment,2000-2099,RICHMOND AVE,-
Theft,Convenience Store,3900-3999,KIRBY,DR
Theft,Commercial Parking Lot or Garage,2000-2099,RICHMOND AVE,-
Theft,Other Parking Lot,1300-1399,RICHMOND,AVE
Theft,Other Parking Lot,16000-16099,WINCHMORE HILL,-
Theft,Restaurant or Cafeteria Parking Lot,2300-2399,S SHEPHERD DR,-
Aggravated Assault,Apartment,7100-7199,AVE E APT 1,-
Theft,Apartment Parking Lot,1700-1799,WESTHEIMER RD,RD
Theft,Commercial Parking Lot or Garage,1900-1999,PEDEN,-
Theft,Residence or House,2300-2399,HULDY,-
Burglary,Specialty Store (Non-Specific),1500-1599,WESTHEIMER,RD
Theft,Restaurant or Cafeteria Parking Lot,1700-1799,W GRAY ST,ST
Theft,Restaurant or Cafeteria Parking Lot,2400-2499,NORFOLK ST,ST
Theft,Commercial Parking Lot or Garage,2000-2099,WROXTON ROAD,-
Theft,Other Parking Lot,3200-3299,S SHEPHERD DR,-
Theft,Drug Store or Medical Supply,1900-1999,GRAY,ST
Theft,Grocery Store or Supermarket,24500-24599,LIGHTWOODS DRIVE,-
Theft,Grocery Store or Supermarket,2200-2299,SUL ROSS,ST
AutoTheft,Driveway,2200-2299,SUL ROSS ST,ST
Theft,Car Wash,3000-3099,KIRBY DR,-
Theft,"Road, Street, or Sidewalk",2300-2399,NORFOLK ST,ST
Theft,"Road, Street, or Sidewalk",30900-30999,SPANISH MOSS CROSSING,-
Theft,Clothing Store,1900-1999,GRAY,ST
Robbery,Service or Gas Station,3100-3199,SOUTHWEST,ST
Theft,Restaurant or Cafeteria Parking Lot,2000-2099,FAIRVIEW AVE,-
Theft,Bar or Night Club,1700-1799,WELCH ST,ST
Theft,Social Services or Public Charities,1100-1199,LOVETT BLVD,BLVD
Theft,Other Parking Lot,1400-1499,WESTHEIMER RD,RD
AutoTheft,Other Parking Lot,2000-2099,WAUGH DR,-
Aggravated Assault,Convenience Store Parking Lot,1200-1299,PRAIRIE,ST
Theft,Apartment Parking Lot,1900-1999,BRANARD ST,ST
Theft,"Road, Street, or Sidewalk",9500-9599,WINSOME LANE,-
Burglary,Apartment Rental Office,3800-3899,EASTSIDE,ST
Theft,Grocery Store or Supermarket,2000-2099,SOUTHWEST FREEWAY,-
Burglary,Garage or Carport,1900-1999,MORSE,ST
Theft,Garage or Carport,1800-1899,MCDUFFIE ST,ST
Theft,Commercial Parking Lot or Garage,4300-4399,YOAKUM BLVD,BLVD
Theft,Convenience Store Parking Lot,4000-4099,BLUE BONNET BLVD APT A,-
Theft,Restaurant or Cafeteria Parking Lot,1200-1299,RICHMOND AVE,-
Theft,Restaurant or Cafeteria Parking Lot,3700-3799,S SHEPHERD DR,-
Theft,Restaurant or Cafeteria Parking Lot,3700-3799,DARCUS,ST
Theft,Apartment Parking Lot,4000-4099,MANDELL ST,ST
Burglary,"Church, Synagogue, or Temple",1800-1899,W ALABAMA ST,ST
Theft,"Road, Street, or Sidewalk",3100-3199,LAUREN OAKS LANE,-
Theft,Bar or Night Club Parking Lot,2100-2199,RICHMOND AVE,-
Theft,Convenience Store,3900-3999,SOUTHWEST,ST
Theft,Miscellaneous Business (Non-Specific),2000-2099,W GRAY ST,ST
Theft,Convenience Store,3100-3199,SOUTHWEST,ST
Burglary,Restaurant or Cafeteria,3800-3899,FARNHAM ST,ST
Theft,Garage or Carport,4100-4199,AMHERST,ST
Theft,Commercial Parking Lot or Garage,2800-2899,KIRBY DR,-
Theft,Commercial Parking Lot or Garage,2800-2899,KIRBY DR,-
Rape,Apartment,4500-4599,LOMITAS ST,ST
Theft,Strip Business Center Parking Lot,UNK,HONOR,COVE
Theft,Grocery Store or Supermarket,3800-3899,WESTHEIMER RD,RD
Theft,Strip Business Center Parking Lot,2500-2599,RIVER OAKS BLVD,BLVD
