Offense Type,Premise,BlockRange,StreetName,Type
AutoTheft,Driveway,14300-14399,MISTY MEADOW,LN
Theft,Hotel or Motel Parking Lot,4600-4699,YELLOWSTONE BLVD,BLVD
Theft,Service or Gas Station,3400-3499,OLD SPANISH TRL,-
Robbery,Apartment Parking Lot,5500-5599,GRIGGS RD,RD
Robbery,Apartment Parking Lot,15600-15699,FERN RIDGE,DR
Robbery,Other Parking Lot,2900-2999,REED RD APT 528,-
Theft,Apartment Parking Lot,4900-4999,MARTIN LUTHER KING BLVD,BLVD
Murder,Apartment Parking Lot,6600-6699,MADRID,-
Theft,"Daycare, Child Care, or Kindergarten",5100-5199,MARTIN LUTHER KING BLVD,BLVD
Rape,"Road, Street, or Sidewalk",5000-5099,GRIGGS RD,RD
AutoTheft,Driveway,5300-5399,KEYSTONE,-
Burglary,Residence or House,15200-15299,CHANDLER HOLLOW,LN
Burglary,Residence or House,3700-3799,WARD ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",3900-3999,SOUTHLAWN,-
Theft,Driveway,3700-3799,IDAHO,-
Theft,Apartment,2900-2999,HAMMAN RD APT 2101,-
Theft,Apartment Parking Lot,3300-3399,YELLOWSTONE BLVD,BLVD
Aggravated Assault,Bar or Night Club,7200-7299,SCOTT ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",5000-5099,VENTURA LN,-
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,1300-1399,GENTLE BEND,DR
Theft,"Road, Street, or Sidewalk",8000-8099,AIRLINE,DR
Burglary,Residence or House,6400-6499,CULLEN,BLVD
Theft,Light Rail Platform,5400-5499,GRIGGS RD,RD
Theft,Residence or House,8900-8999,CHIMNEY ROCK,-
Burglary,Car Wash,3600-3699,OLD SPANISH,TRL
Theft,Residence or House,6200-6299,ENGLAND ST,ST
Aggravated Assault,Residence or House,5400-5499,NORTH RIDGE,-
AutoTheft,Driveway,7000-7099,DUMBLE ST,ST
Theft,Apartment,3700-3799,SOUTHLAWN,-
Burglary,Residence or House,12100-12199,FONDREN,-
Theft,Residence or House,5100-5199,HULL,ST
Burglary,"Other, Unknown, or Not Listed",7200-7299,CULLEN BLVD,BLVD
Robbery,"Road, Street, or Sidewalk",1600-1699,TOWNHOME,LN
Robbery,Other Parking Lot,2900-2999,SAMPSON,ST
Burglary,Residence or House,4900-4999,EPPES ST,ST
Theft,Residence or House,6300-6399,SHERWOOD DR,-
Theft,Apartment,5300-5399,COKE,ST
AutoTheft,Apartment Parking Lot,7300-7399,YOE,ST
Robbery,Construction Site,4900-4999,VENTURA LN,-
Aggravated Assault,Apartment,3400-3499,0VERCROSS,-
Burglary,Residence or House,5200-5299,POMANDER RD,RD
Burglary,Auto Repair,3500-3599,OLD SPANISH,TRL
Aggravated Assault,Apartment,5600-5699,ROYAL PALMS APT 229,-
Aggravated Assault,Apartment,3600-3699,ALICE ST,ST
Theft,Driveway,6800-6899,TIERWESTER,-
Burglary,Apartment,5500-5599,GRIGGS RD,RD
Robbery,Specialty Store (Non-Specific),6000-6099,SCOTT,ST
Theft,Convenience Store,4300-4399,OLD SPANISH,TRL
Burglary,Residence or House,4800-4899,MARIETTA LN,-
Burglary,Grocery Store or Supermarket,5600-5699,MYKAWA,RD
Aggravated Assault,"Hotel, Motel, Inn, Etc.",4500-4599,IDAHO,-
Aggravated Assault,Residence or House,4900-4999,IDAHO,-
Burglary,"Road, Street, or Sidewalk",4900-4999,GAMMAGE ST,ST
Aggravated Assault,Bar or Night Club Parking Lot,1000-1099,WIRT,RD
Aggravated Assault,Apartment Parking Lot,7800-7899,BELLFORT,AVE
Burglary,Residence or House,4800-4899,CULMORE DR,-
Theft,Miscellaneous Business (Non-Specific),6100-6199,SAINT AUGUSTINE,ST
Burglary,Residence or House,4900-4999,IDAHO,-
Aggravated Assault,Residence or House,4700-4799,MARIETTA,-
Robbery,"Parks and Recreation, Zoo, Swimming Pool",5600-5699,ROYAL PALMS ST,ST
Theft,Apartment Parking Lot,3700-3799,GOULBURN,DR
Burglary,"Factory, Manufacturing, or Industrial",6000-6099,SAINT AUGUSTINE,-
Theft,Apartment Parking Lot,5900-5999,SCHROEDER RD,RD
AutoTheft,Driveway,4600-4699,KINGSBURY,-
Robbery,Convenience Store,4900-4999,GRIGGS RD,RD
Robbery,"Road, Street, or Sidewalk",3900-3999,FLORINDA,ST
Theft,Auto Repair,7300-7399,CULLEN BLVD,BLVD
Theft,Apartment,6800-6899,PEERLESS,-
Aggravated Assault,Apartment,6600-6699,WESTON,-
Burglary,Commercial Building,4300-4399,GRIGGS RD,RD
Theft,Restaurant or Cafeteria Parking Lot,10300-10399,RICHMOND,AVE
Theft,Bus Stop,6000-6099,SCOTTCREST DR,-
Burglary,Residence or House,4700-4799,MARIETTA,LN
Theft,Apartment,4900-4999,ENYART ST,ST
Theft,Convenience Store,8900-8999,BRANDON,ST
Theft,"Road, Street, or Sidewalk",4700-4799,WINNETKA AVE,-
Robbery,Service or Gas Station,5100-5199,BROWNCROFT ST,ST
Theft,Driveway,7000-7099,CONLEY ST,ST
Burglary,"Other, Unknown, or Not Listed",5300-5399,SUNRISE,RD
Robbery,"Road, Street, or Sidewalk",7000-7099,SCOTT ST,ST
AutoTheft,Service or Gas Station,3800-3899,LYONS,-
Aggravated Assault,Apartment Parking Lot,4600-4699,WENDA,-
Robbery,Grocery Store or Supermarket Parking Lot,9400-9499,CULLEN BLVD,BLVD
Aggravated Assault,Residence or House,3300-3399,TUAM,ST
Theft,Bar or Night Club Parking Lot,14600-14699,MEYERSVILLE,-
Theft,Residence or House,7800-7899,COLONIAL LN,-
Aggravated Assault,Apartment Parking Lot,8300-8399,CANYON,ST
Robbery,Residence or House,8400-8499,LITTLE RIVER,RD
Aggravated Assault,Apartment Parking Lot,3700-3799,CORDER,ST
AutoTheft,Apartment Parking Lot,3700-3799,ROSEDALE,-
Robbery,Apartment Parking Lot,8800-8899,GLENCREST,ST
Robbery,Residence or House,9300-9399,CATHEDRAL DR,-
Aggravated Assault,Residence or House,5700-5799,BELFORT,-
Burglary,Residence or House,3500-3599,REBECCA,-
AutoTheft,Residence or House,10000-10099,CULLEN BLVD,BLVD
Theft,Apartment Parking Lot,7400-7499,CALHOUN RD,RD
Robbery,"Road, Street, or Sidewalk",7300-7399,ALABONSON,-
Aggravated Assault,"Road, Street, or Sidewalk",3500-3599,CORDER ST,ST
Burglary,Convenience Store,3600-3699,SUNBEAM,-
Robbery,Construction Site,7900-7999,WOODWARD,RD
Theft,Residence or House,3800-3899,SOUTHLAWN,-
Burglary,Miscellaneous Business (Non-Specific),7500-7599,SOUTH FREEWAY,-
Theft,Residence or House,4400-4499,BRINKLEY ST,ST
Burglary,"Multi-Plex Home (Duplex,Triplex Etc.)",8700-8799,POINT PARK,DR
Theft,Apartment Parking Lot,8300-8399,CANYON ST,ST
Robbery,Convenience Store,8900-8999,CULLEN BLVD,BLVD
Burglary,Residence or House,3600-3699,REBECCA,-
Aggravated Assault,Apartment Parking Lot,5000-5099,MALLOW,-
Burglary,Residence or House,10100-10199,ROSEHAVEN,DR
Robbery,"Road, Street, or Sidewalk",3400-3499,WILMINGTON ST,ST
Theft,Miscellaneous Business (Non-Specific),9200-9299,MALLORY,-
Theft,Rental Storage Facility,2900-2999,REED RD,RD
AutoTheft,Residence or House,9100-9199,ASHLYN,DR
AutoTheft,Service or Gas Station,7100-7199,SCOTT ST,ST
Robbery,Grocery Store or Supermarket Parking Lot,1500-1599,LOOSE STONE,DR
Robbery,"Road, Street, or Sidewalk",4000-4099,ASHVIEW,DR
Robbery,"Road, Street, or Sidewalk",10500-10599,SCOTT ST,ST
Burglary,Residence or House,4700-4799,BRICKER,-
Burglary,Residence or House,7900-7999,CHAIN,ST
Theft,"Road, Street, or Sidewalk",7800-7899,TIERWESTER,-
Robbery,Residence or House,9400-9499,CULLEN BLVD,BLVD
AutoTheft,Convenience Store,8900-8999,CULLEN BLVD,BLVD
Aggravated Assault,Residence or House,7700-7799,JUTLAND,RD
Theft,Residence or House,4200-4299,MAGGIE,-
Burglary,Restaurant or Cafeteria,9000-9099,CULLEN,BLVD
Aggravated Assault,Apartment,7800-7899,TIERWESTER,-
Theft,Other Parking Lot,2700-2799,REED RD,RD
Theft,Driveway,12200-12299,VALLEY LODGE,PKWY
Burglary,Residence or House,8100-8199,CANNON ST,ST
Burglary,Residence or House,8100-8199,CANNON ST,ST
Theft,"Road, Street, or Sidewalk",7400-7499,SCOTT ST,ST
Robbery,Residence or House,8200-8299,PARNELL,-
Burglary,Apartment,8300-8399,CANYON ST,ST
Murder,Driveway,7900-7999,BRANDON ST,ST
Aggravated Assault,Residence or House,3800-3899,MAINER,-
Theft,Other Parking Lot,9400-9499,SOUTH FWY,-
AutoTheft,Driveway,1200-1299,FREEPORT,PKWY
Burglary,Residence or House,3000-3099,DACCA DR,-
Rape,"Road, Street, or Sidewalk",6700-6799,BERTNER,AVE
Theft,"Other, Unknown, or Not Listed",4200-4299,BARBERRY DR,-
Burglary,Apartment,3700-3799,SOUTH LAWN,-
Robbery,Apartment,4200-4299,BARBERRY DR,-
Burglary,Garage or Carport,10400-10499,BUFFUM ST,ST
AutoTheft,Driveway,4200-4299,MAGGIE,-
Burglary,Apartment,8800-8899,GLENCREST,ST
Theft,Residence or House,2800-2899,REED RD,RD
AutoTheft,Bank or Savings Institution Parking Lot,4600-4699,REED RD,RD
Burglary,Clothing Store,5000-5099,REED,RD
Theft,Apartment,3700-3799,DREYFUS,-
Theft,Service or Gas Station,8500-8599,SAFEGUARD,RD
Aggravated Assault,Apartment,3800-3899,SOUTHLAWN,-
Robbery,Convenience Store,3600-3699,SUNBEAM,-
Robbery,Apartment Parking Lot,10000-10099,CULLEN BLVD,BLVD
Robbery,Residence or House,5100-5199,HIGGINS,-
Aggravated Assault,"Road, Street, or Sidewalk",5500-5599,GROVETON,-
AutoTheft,Apartment Parking Lot,2800-2899,REED RD,RD
Aggravated Assault,Apartment,4600-4699,WENDA,-
AutoTheft,Apartment Parking Lot,1400-1499,JACKSON,ST
AutoTheft,Apartment Parking Lot,8300-8399,P.O. BOX 509105,-
Theft,Residence or House,3000-3099,JIPSIE LN,-
Robbery,Service or Gas Station,8400-8499,KIRKSAGE,DR
Robbery,Convenience Store,12500-12599,PEPPER CREEK,LN
Aggravated Assault,Residence or House,4200-4299,SHELBY CIR,-
Aggravated Assault,Apartment Parking Lot,2800-2899,REED RD,RD
Theft,Driveway,3600-3699,CHIMIRA LN,-
Theft,Residence or House,4600-4699,MALLOW,-
Aggravated Assault,Apartment,7400-7499,CALHOUN RD,RD
Aggravated Assault,Department or Discount Store,5400-5499,OSPREY,DR
Aggravated Assault,"Road, Street, or Sidewalk",7800-7899,CORPORATE,DR
Aggravated Assault,Residence or House,3500-3599,LYDIA,-
Burglary,Department or Discount Store,2900-2999,REED RD.,-
Robbery,"Road, Street, or Sidewalk",900-999,MCKINNEY,-
Theft,Driveway,4800-4899,BRINKLEY ST,ST
Robbery,Residence or House,8700-8799,BRANDON ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",9900-9999,SCOTT ST,ST
Burglary,Apartment,7400-7499,CALHOUN RD,RD
Aggravated Assault,Apartment,3800-3899,REBECCA,-
Theft,Apartment,10200-10299,PO BOX 279,-
Robbery,Service or Gas Station,8400-8499,CAMBRIDGE,ST
Robbery,Convenience Store,7000-7099,BELLE MEADOW LANE,-
Robbery,Bar or Night Club Parking Lot,8200-8299,GRANDVIEW,ST
Aggravated Assault,Residence or House,8300-8399,COMAL,-
AutoTheft,Residence or House,4100-4199,MAGGIE,-
Robbery,"Road, Street, or Sidewalk",4900-4999,ALVIN ST,ST
Burglary,Grocery Store or Supermarket,6000-6099,SUGAR HILL,DR
Aggravated Assault,Residence or House,4000-4099,EAST,ST
Theft,"Road, Street, or Sidewalk",5100-5199,WILMINGTON ST,ST
Theft,"Road, Street, or Sidewalk",4100-4199,BARBERRY DR,-
Burglary,Residence or House,9600-9699,CHESTERFIELD,DR
Burglary,Apartment,5000-5099,SUNFLOWER,-
Burglary,Apartment,3800-3899,MAINER,-
Burglary,Miscellaneous Business (Non-Specific),8500-8599,SCOTT,ST
Rape,"Road, Street, or Sidewalk",3900-3999,BOTANY,LN
Theft,Vacant Other Out Build/Monument/UnderConst,10100-10199,FORUM WEST,ST
AutoTheft,Convenience Store Parking Lot,9000-9099,BRAESWOOD,BLVD
Theft,"Road, Street, or Sidewalk",1800-1899,SMITH,ST
Robbery,Restaurant or Cafeteria,7400-7499,CULLEN,BLVD
Burglary,Convenience Store,3500-3599,CHIMIRA,LN
Theft,"Other, Unknown, or Not Listed",5100-5199,CLOVER ST,ST
AutoTheft,Apartment,4100-4199,BARBERRY DR,-
Theft,"Road, Street, or Sidewalk",4400-4499,REED RD,RD
Theft,Strip Business Center Parking Lot,3700-3799,ROSEMONT,-
Theft,Residence or House,3400-3499,NOAH,-
Theft,Commercial Building,9200-9299,CULLEN,BLVD
Theft,"Road, Street, or Sidewalk",4900-4999,RUE ST,ST
Aggravated Assault,Residence or House,10100-10199,CATHEDRAL DR,-
Theft,Grocery Store or Supermarket,9400-9499,CULLEN,BLVD
Robbery,"Other, Unknown, or Not Listed",3600-3699,MAINER,-
Theft,Apartment Parking Lot,8300-8399,BASSETT ST,ST
Theft,"Road, Street, or Sidewalk",3300-3399,REED RD,RD
Theft,Residence or House,4600-4699,P.O BOX 330073,-
Robbery,"Road, Street, or Sidewalk",5300-5399,5341HIGGINS ST,ST
Aggravated Assault,"Multi-Plex Home (Duplex,Triplex Etc.)",10200-10299,TENEHA DR,-
Theft,Residence or House,8000-8099,FOUNTAIN ST,ST
AutoTheft,Driveway,4100-4199,MAGGIE,-
Aggravated Assault,Apartment Parking Lot,18200-18299,CHISHOLM TRLS,-
Theft,Apartment Parking Lot,8500-8599,MOSLEY ROAD,-
Theft,Department or Discount Store,2700-2799,REED,RD
Aggravated Assault,Apartment,1700-1799,GLENGREEN,DR
Robbery,"Road, Street, or Sidewalk",5400-5499,LYNDHURST DR,-
Robbery,Barber And Beauty Shops,5700-5799,BELLFORT ST,ST
Burglary,Residence or House,6600-6699,CRESTMONT ST,ST
Aggravated Assault,Residence or House,5200-5299,KENILWOOD DR,-
Theft,Apartment Parking Lot,7000-7099,BELLFORT,ST
Theft,Driveway,5900-5999,SOUTHFORD,RD
Aggravated Assault,Residence or House,4900-4999,DOOLITTLE BLVD,BLVD
Aggravated Assault,"Road, Street, or Sidewalk",6800-6899,CRESTRIDGE ST,ST
Theft,Residence or House,5200-5299,BURMA,-
Robbery,Liquor Store Parking Lot,8100-8199,MARTIN LUTHER KING BLVD,BLVD
Theft,Specialty Store (Non-Specific),5600-5699,WINDEMERE,-
Burglary,"Church, Synagogue, or Temple",5700-5799,BELLFORT,ST
Theft,Driveway,5900-5999,SOUTHTOWN ST,ST
Theft,Residence or House,8100-8199,PANAY DR,-
Aggravated Assault,Residence or House,5200-5299,PEDERSON,ST
Burglary,Residence or House,6000-6099,RIDGEWAY DR,-
Burglary,Residence or House,5100-5199,RAPIDO RD,RD
Theft,"Road, Street, or Sidewalk",5700-5799,HIRONDEL,-
Aggravated Assault,Residence or House,7300-7399,FORRESTAL ST,ST
Aggravated Assault,Highway or Freeway,3900-3999,SOUTH LOOP EAST,ST
Theft,Residence or House,5100-5199,MALMEDY,RD
Aggravated Assault,"Road, Street, or Sidewalk",5700-5799,NORTHRIDGE DR,-
Aggravated Assault,Residence or House,8300-8399,ROCKFORD DR,-
Aggravated Assault,Apartment Parking Lot,6000-6099,BELARBOR ST,ST
AutoTheft,Driveway,7600-7699,BELGARD ST,ST
Aggravated Assault,Residence or House,5900-5999,BELDART ST,ST
Burglary,Residence or House,9300-9399,CLEARWAY DR,-
Robbery,Bus Stop,5700-5799,BELLFORT ST,ST
Robbery,Convenience Store,6500-6599,MARTIN LUTHER KING BLVD,BLVD
Burglary,Residence or House,5600-5699,SOUTHLEA ST,ST
Robbery,"Road, Street, or Sidewalk",5900-5999,SOUTHINGTON ST,ST
Robbery,Residence or House,4600-4699,ALDINE BENDER,RD
Robbery,"Road, Street, or Sidewalk",5900-5999,SELINSKY,RD
Theft,"Other, Unknown, or Not Listed",8000-8099,MARTIN LUTHER KING BLVD,BLVD
Burglary,Residence or House,5600-5699,WOODGREEN,-
Murder,"Road, Street, or Sidewalk",5100-5199,BATAAN RD,RD
Burglary,Residence or House,5900-5999,SOUTHURST,ST
Theft,Residence or House,8000-8099,NW 12TH,ST
Burglary,Residence or House,5700-5799,DOULTON,-
Burglary,Residence or House,6900-6999,BEELA,RD
Aggravated Assault,Residence or House,5000-5099,KENILWOOD DR,-
Robbery,Residence or House,5600-5699,BELMARK ST,ST
Theft,Convenience Store,8100-8199,MARTIN LUTHER KING,BLVD
Aggravated Assault,Residence or House,5600-5699,OVERDALE,-
Robbery,"Road, Street, or Sidewalk",7300-7399,HURTGEN FOREST RD,RD
Aggravated Assault,"Road, Street, or Sidewalk",12100-12199,NORTHPOINTE BLVD APT 92,-
Burglary,Residence or House,7300-7399,ST LO,-
Burglary,Residence or House,5600-5699,WILLOW GLEN DR,-
Robbery,Residence or House,5700-5799,DOULTON DR,-
Aggravated Assault,Residence or House,5300-5399,TARAWA RD,RD
Robbery,"Road, Street, or Sidewalk",5600-5699,DOULTON DR,-
Theft,Driveway,5800-5899,SOUTHLEA ST,ST
Aggravated Assault,Residence or House,3400-3499,WINDY ROYAL,-
Aggravated Assault,Other Parking Lot,8000-8099,MARTIN LUTHER KING BLVD,BLVD
Robbery,"Road, Street, or Sidewalk",3700-3799,KILDARE,ST
Theft,"Other, Unknown, or Not Listed",8600-8699,MARTIN LUTHER KING,BLVD
Theft,Miscellaneous Business (Non-Specific),7100-7199,MYKAWA RD,RD
Theft,Residence or House,5000-5099,BATAAN RD,RD
Theft,Miscellaneous Business (Non-Specific),6800-6899,MYKAWA,RD
Aggravated Assault,"Road, Street, or Sidewalk",700-799,W. LITTLE YORK,RD
Robbery,Apartment Parking Lot,1300-1399,BROADWAY ST APT 514,-
Aggravated Assault,Driveway,5800-5899,NORTHRIDGE DR,-
Aggravated Assault,Residence or House,5600-5699,FLAMINGO,DR
Aggravated Assault,Residence or House,3700-3799,TAURUS,DR
Burglary,Restaurant or Cafeteria,6400-6499,MARTIN LUTHER KING,BLVD
Aggravated Assault,Residence or House,6900-6999,KASSARINE,PASS
Burglary,Residence or House,2300-2399,COTTAGE HILL,ST
Robbery,Barber And Beauty Shops,6900-6999,MARTIN LUTHER KING,BLVD
Burglary,Residence or House,3300-3399,AUBURN STREET APT 4,-
Theft,Other Parking Lot,7100-7199,MYKAWA RD,RD
Aggravated Assault,Driveway,7300-7399,IWO JIMA RD,RD
Theft,Convenience Store,7300-7399,HURTGEN FOREST,ST
Robbery,Strip Business Center Parking Lot,8500-8599,MLK,BLVD
Theft,"Vacant Storage Fac (Barn,Garage,Warehouse)",3300-3399,TIDEWATER,DR
Theft,Driveway,5400-5499,NORTHRIDGE DR,-
Robbery,Residence or House,10000-10099,CULLEN,BLVD
Robbery,"Road, Street, or Sidewalk",5400-5499,FAIRGREEN LN,-
Aggravated Assault,Driveway,12100-12199,MURR WAY,-
Robbery,Convenience Store Parking Lot,10400-10499,CULLEN BLVD,BLVD
Burglary,"Church, Synagogue, or Temple",4400-4499,MACGREGOR,-
AutoTheft,"Road, Street, or Sidewalk",4900-4999,KILKENNY DR,-
Aggravated Assault,Residence or House,2600-2699,SKYVIEW CREST,ST
Theft,Construction Site,3900-3999,KILKENNY DR,-
Robbery,Residence or House,11600-11699,DUANE,ST
AutoTheft,Apartment Parking Lot,5000-5099,FAIRGREEN LN,-
Theft,Residence or House,12700-12799,PANAY,DR
Aggravated Assault,Service or Gas Station,9200-9299,VINE ARBOR,ST
Aggravated Assault,Apartment,600-699,NORTH AVENUE K APT.B,-
Robbery,"Electronics Store, Electrical Supplies",10300-10399,CULLEN BLVD,BLVD
Aggravated Assault,Residence or House,3800-3899,CURVEY LN,-
AutoTheft,"Road, Street, or Sidewalk",3800-3899,BESSIE SWINDLE WAY,-
Robbery,Convenience Store Parking Lot,13200-13299,CULLEN BLVD,BLVD
Burglary,"Daycare, Child Care, or Kindergarten",10900-10999,CULLEN,BLVD
Rape,High School,11000-11099,SCOTT ST,ST
Theft,"Vacant Single Occ Resd(House,Townhs,Dplex)",16600-16699,AIRPORT,BLVD
Burglary,Apartment,12000-12099,MARTIN LUTHER KING BLVD,BLVD
Aggravated Assault,Residence or House,400-499,GREENS RD APT 1626,-
Burglary,Residence or House,4700-4799,OWENS GLEN,CT
Theft,Service or Gas Station,4300-4399,FAIRGREEN,LN
Burglary,Residence or House,11800-11899,MILL VALLEY,RD
Theft,Commercial Parking Lot or Garage,5100-5199,FAIRGREEN LN,-
Theft,"Road, Street, or Sidewalk",3600-3699,ALMEDA GENOA RD,RD
Theft,Residence or House,11000-11099,SCOTT ST,ST
Theft,Service or Gas Station,13300-13399,CULLEN BLVD,BLVD
Burglary,Residence or House,5000-5099,TAVENOR LN,-
Burglary,Apartment,12000-12099,MARTIN LUTHER KING BLVD,BLVD
Theft,Residence or House,4900-4999,HOLLOWAY DR,-
Theft,Driveway,5200-5299,CANTERWAY,DR
Theft,Driveway,11000-11099,SCOTT ST,ST
Robbery,"Parks and Recreation, Zoo, Swimming Pool",11800-11899,SCOTT ST,ST
AutoTheft,"Road, Street, or Sidewalk",4700-4799,MEADOW PARK DR,-
Burglary,Grocery Store or Supermarket,10500-10599,CULLEN,BLVD
Burglary,Residence or House,12800-12899,SEGREST,ST
Theft,Convenience Store Parking Lot,12300-12399,CULLEN,BLVD
Robbery,Convenience Store,11500-11599,CULLEN,BLVD
AutoTheft,Grocery Store or Supermarket Parking Lot,10500-10599,CULLEN BLVD,BLVD
Robbery,"Road, Street, or Sidewalk",5200-5299,AIRPORT BLVD,BLVD
AutoTheft,Driveway,5200-5299,P.O. BOX 8042,-
Aggravated Assault,Residence or House,5200-5299,RUSSELVILLE RD,RD
AutoTheft,Driveway,5000-5099,DENORON DR,-
Robbery,Service or Gas Station,4100-4199,AIRPORT,BLVD
Robbery,Convenience Store,12300-12399,CULLEN,BLVD
Theft,Residence or House,5300-5399,HONEYVINE DR,-
Theft,Convenience Store,12300-12399,CULLEN,BLVD
Theft,Driveway,4100-4199,TAVENOR LN,-
Robbery,Residence or House,10800-10899,FAIRCROFT DR,-
Theft,Department or Discount Store,13200-13299,CULLEN,BLVD
Robbery,"Other, Unknown, or Not Listed",11500-11599,CULLEN,BLVD
Theft,Grocery Store or Supermarket,5000-5099,AIRPORT BLVD,BLVD
Theft,Convenience Store,2500-2599,ALMEDA GENOA,RD
Burglary,Convenience Store,10300-10399,CULLEN,BLVD
Theft,Residence or House,5300-5399,HONEYVINE DR,-
Aggravated Assault,Residence or House,5200-5299,DUMORE DR,-
Aggravated Assault,Residence or House,12200-12299,CAPE HYANNIS DRIVE,-
Robbery,"Road, Street, or Sidewalk",2300-2399,SOUTH,BLVD
Theft,Convenience Store,10400-10499,CULLEN,BLVD
Aggravated Assault,Residence or House,12700-12799,GREENSHIRE,DR
Aggravated Assault,Driveway,11500-11599,MURR,WAY
Theft,Residence or House,4100-4199,S ACRES DR,-
Burglary,Residence or House,4300-4399,SORSBY DR,-
Theft,Driveway,14100-14199,FAYRIDGE DR,-
Theft,Apartment Parking Lot,14100-14199,FAYRIDGE DR,-
Theft,Residence or House,13900-13999,AUTUMN RIDGE TRAIL DR,-
Theft,Residence or House,13900-13999,AUTUMN RIDGE TRAIL,DR
Theft,Residence or House,12400-12499,DAWN TERRACE,-
Aggravated Assault,"Field, Woods, Forest, Park",10900-10999,BEAUMONT,HWY
Burglary,Residence or House,14200-14299,S WAYSIDE DR,-
Theft,Convenience Store,12500-12599,MARTINDALE,RD
Burglary,Commercial Parking Lot or Garage,6500-6599,AIRPORT,BLVD
Theft,"Road, Street, or Sidewalk",14200-14299,UMBER COVE CT,-
Theft,"Road, Street, or Sidewalk",14200-14299,PROSPERITY RIDGE DR,-
Theft,Other Parking Lot,14100-14199,S WAYSIDE DR,-
Burglary,Apartment,5900-5999,SELINSKY RD,RD
Theft,Other Parking Lot,14100-14199,S WAYSIDE DR,-
Burglary,Apartment,5900-5999,SELINSKY RD,RD
Aggravated Assault,Residence or House,12300-12399,DAWNS EDGE DR,-
Burglary,Residence or House,5900-5999,DAWN MISTY LN,-
Aggravated Assault,Apartment,5900-5999,SELINSKY RD,RD
Theft,Convenience Store,4700-4799,ALMEDA GENOA,RD
Theft,Residence or House,6600-6699,BRIMRIDGE LN,-
Burglary,Residence or House,4100-4199,DEERBRIAR RUN DRIVE,-
Robbery,Driveway,6200-6299,EL GRANATE,DR
Theft,"Road, Street, or Sidewalk",11600-11699,MARTINDALE RD,RD
Burglary,Vehicle/Auto Sales/Lease/Auto Parts Store,6000-6099,ALMEDA GENOA,RD
Aggravated Assault,Apartment,12300-12399,FAIRMEADOW,DR
Burglary,Residence or House,6100-6199,EL GRANATE DR,-
Theft,Commercial Parking Lot or Garage,6000-6099,SELINSKY RD,RD
Murder,Apartment Parking Lot,5900-5999,SELINSKY RD,RD
AutoTheft,Miscellaneous Business (Non-Specific),4600-4699,SAM HOUSTON,PKWY
Theft,"Church, Synagogue, or Temple Parking Lot",6000-6099,E OREM DR,-
Aggravated Assault,Apartment,3100-3199,HAYES RD APT 808,-
Theft,Strip Business Center Parking Lot,4700-4799,BEECHNUT ST,ST
Burglary,Residence or House,5400-5499,BEECHNUT ST,ST
Robbery,Department or Discount Store,5600-5699,BEECHNUT,ST
Robbery,Bank or Savings Institution Parking Lot,12500-12599,DUNLAP APT 294,-
Theft,Apartment,8800-8899,BRAESMONT DR,-
Theft,Department or Discount Store,300-399,MEYERLAND PLAZA,-
Theft,"Road, Street, or Sidewalk",4900-4999,VALKEITH DR,-
AutoTheft,Apartment Parking Lot,7000-7099,BISSONNET ST,ST
Theft,Service or Gas Station,5900-5999,QUEENSLOCH DR APT 133,-
Burglary,"Other, Unknown, or Not Listed",5800-5899,BRAESWOOD,BLVD
Theft,Commercial Parking Lot or Garage,5600-5699,BEECHNUT ST,ST
Burglary,Residence or House,5800-5899,S BRAESWOOD BLVD,BLVD
Theft,Apartment,5400-5499,BIRDWOOD RD,RD
Theft,Mall Parking Lot,700-799,MEYERLAND PLAZA,-
Theft,Service or Gas Station,1400-1499,GREENS PKWY APT 63,-
Theft,Residence or House,5600-5699,VALKEITH DR,-
AutoTheft,Driveway,5700-5799,DUMFRIES DR,-
Theft,Residence or House,5400-5499,RUTHERGLENN DR,-
Theft,Residence or House,6200-6299,RUTHERGLENN,DR
Burglary,Residence or House,5700-5799,WIGTON DR,-
Theft,Apartment Parking Lot,1800-1899,TAYLOR,ST
Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",6100-6199,S BRAESWOOD BLVD,BLVD
Aggravated Assault,Residence or House,6600-6699,IMOGENE,-
Theft,Department or Discount Store,10200-10299,OVERVIEW,DR
Theft,Clothing Store,1600-1699,CASTLE COURT,-
Theft,Driveway,5800-5899,PICASSO PL,-
Theft,Department or Discount Store,4600-4699,CLOVER,ST
Theft,Residence or House,5400-5499,QUEENSLOCH DR,-
Theft,Service or Gas Station,200-299,BREAKAWAY,RD
Theft,Commercial Building,UNK,BRAESWOOD SQUARE,-
Theft,Driveway,5400-5499,ARIEL ST,ST
Theft,"Gym, Recreat, Club House, Indoor Pool",8600-8699,ENDICOTT,LN
Theft,Drug Store or Medical Supply,5300-5399,BRAESWOOD,BLVD
Burglary,Apartment,8900-8999,BRAESMONT DR,-
Theft,Department or Discount Store,5300-5399,BRAESWOOD,BLVD
AutoTheft,"Road, Street, or Sidewalk",9100-9199,FONDREN RD,RD
