Offense Type,Premise,BlockRange,StreetName,Type
Theft,Strip Business Center Parking Lot,6300-6399,OAKNUT,DR
Theft,Apartment,1500-1599,FAIRMONT RKWY,-
Theft,Department or Discount Store,4700-4799,BELLFORT,AVE
Theft,Bus Stop,4000-4099,W BELLFORT AVE,-
Theft,Other Parking Lot,4000-4099,W BELLFORT AVE,-
Aggravated Assault,Restaurant or Cafeteria Parking Lot,2300-2399,NORMAN,ST
AutoTheft,Apartment Parking Lot,4600-4699,N BRAESWOOD BLVD,BLVD
Burglary,Rental Storage Facility,3500-3599,S LOOP W,-
Theft,Restaurant or Cafeteria,9700-9799,POST OAK,RD
Theft,Office Building,10700-10799,STELLA LINK,-
Robbery,"Road, Street, or Sidewalk",4100-4199,W BELLFORT AVE,-
Aggravated Assault,Residence or House,7600-7699,FANNIN,ST
Aggravated Assault,Restaurant or Cafeteria,2700-2799,LOOP,-
Aggravated Assault,"Road, Street, or Sidewalk",1600-1699,LA CONCHA LN,-
Theft,Apartment,2500-2599,WESTRIDGE ST,ST
Theft,"Stadium, Sports Arena, Race Track",8400-8499,KIRBY DR,-
AutoTheft,Department or Discount Store,1600-1699,LOOP  W,-
Burglary,Office Building,7700-7799,MAIN,ST
Burglary,Apartment,7600-7699,KIRBY DR,-
Aggravated Assault,Apartment,8400-8499,HEARTH DR,-
Aggravated Assault,Apartment,4400-4499,CLOVER,ST
Burglary,Rental Storage Facility,9400-9499,MAIN ST,ST
Theft,"Hotel, Motel, Inn, Etc.",1700-1799,OLD SPANISH TRL,-
Theft,"Other, Unknown, or Not Listed",8400-8499,HEARTH DR,-
Theft,Restaurant or Cafeteria Parking Lot,2500-2599,S LOOP W,-
Robbery,"Road, Street, or Sidewalk",10600-10699,CLEARVIEW VILLA PL,-
Theft,Apartment Parking Lot,2600-2699,HOLLY HALL,-
Theft,Garage or Carport,8700-8799,PO BOX 106169,-
Theft,Restaurant or Cafeteria Parking Lot,3000-3099,S LOOP W,-
Theft,Apartment Parking Lot,8400-8499,W BARTELL DR,-
Theft,Garage or Carport,7000-7099,FANNIN,ST
Theft,Grocery Store or Supermarket,8100-8199,KIRBY DR,-
AutoTheft,"Other, Unknown, or Not Listed",9200-9299,FANNIN ST,ST
Theft,Commercial Parking Lot or Garage,9500-9599,MAIN ST,ST
Theft,Grocery Store or Supermarket,7700-7799,NRG PKWY,-
Theft,Grocery Store or Supermarket,8100-8199,KIRBY DR,-
Theft,Apartment Parking Lot,8300-8399,EL MUNDO ST,ST
Theft,Apartment Parking Lot,3100-3199,W BELLFORT AVE,-
Theft,Apartment Parking Lot,3100-3199,W BELLFORT AVE,-
Theft,Apartment Parking Lot,9000-9099,ALMEDA RD,RD
Theft,Apartment Parking Lot,6400-6499,WESTHEIMER RD 1223,-
Theft,Apartment Parking Lot,8300-8399,EL MUNDO ST,ST
Theft,Garage or Carport,7600-7699,KIRBY DR,-
Aggravated Assault,"Other, Unknown, or Not Listed",9400-9499,FANNIN ST,ST
Theft,Apartment Parking Lot,3100-3199,W BELLFORT AVE,-
Theft,Apartment Parking Lot,3100-3199,W BELLFORT AVE,-
Theft,Apartment Parking Lot,7600-7699,KIRBY DR,-
Theft,Residence or House,7600-7699,KIRBY DR,-
Theft,Hotel or Motel Parking Lot,9300-9399,MAIN ST,ST
AutoTheft,Apartment Parking Lot,2200-2299,HOLLY HALL,-
Theft,Miscellaneous Business (Non-Specific),10600-10699,MAIN,ST
Burglary,Apartment,2100-2199,HOLLY HALL,-
Theft,"Hotel, Motel, Inn, Etc.",9400-9499,MAIN ST,ST
Theft,"Road, Street, or Sidewalk",9300-9399,MAIN ST,ST
Robbery,"Road, Street, or Sidewalk",8200-8299,KIRBY DR,-
Burglary,Residence or House,5600-5699,ALDINE BENDER RD 4308,-
Robbery,Other Parking Lot,8200-8299,KIRBY DR,-
Burglary,Apartment,9900-9999,BUFFALO SPEEDWAY,-
Theft,"Other, Unknown, or Not Listed",9400-9499,FANNIN ST,ST
Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",8100-8199,LORRIE DR,-
Aggravated Assault,"Road, Street, or Sidewalk",8500-8599,ALMEDA RD,RD
Theft,"Other, Unknown, or Not Listed",9400-9499,FANNIN,ST
Robbery,Apartment Parking Lot,2400-2499,HOLLY HALL,-
Burglary,Office Building,7700-7799,FANNIN ST,ST
Theft,Other Parking Lot,9900-9999,BUFFALO SPEEDWAY,-
Theft,Hotel or Motel Parking Lot,8100-8199,KIRBY DR,-
Theft,Grocery Store or Supermarket,2000-2099,FANNIN STATION,-
Theft,Grocery Store or Supermarket,7700-7799,KIRBY,DR
AutoTheft,"Stadium, Sports Arena, Race Track",2300-2399,WESTRIDGE ST,ST
AutoTheft,Warehouse,9400-9499,FANNIN ST,ST
Theft,Hospital Parking Lot,7400-7499,FANNIN ST,ST
AutoTheft,Park and Ride Terminal,1100-1199,REDWOOD MEADOW,LN
Theft,Grocery Store or Supermarket Parking Lot,2400-2499,HOLLY HALL STREET UNIT K1,-
Robbery,Bus Stop,9600-9699,S MAIN,-
Theft,Apartment Parking Lot,9100-9199,LAKES AT 610 DR,-
Theft,"Stadium, Sports Arena, Race Track",8400-8499,KIRBY,DR
Aggravated Assault,Apartment Parking Lot,2200-2299,HOLLY HALL,-
Theft,Driveway,7900-7999,KNIGHT ROAD,-
Theft,Apartment Parking Lot,8300-8399,EL MUNDO,-
Theft,Apartment Parking Lot,2100-2199,HOLLY HALL,-
Theft,Apartment Parking Lot,24500-24599,GOSLING,RD
Theft,"Other, Unknown, or Not Listed",1400-1499,PRESTON,ST
Robbery,Restaurant or Cafeteria Parking Lot,9100-9199,MAIN ST,ST
Theft,Apartment Parking Lot,2100-2199,HOLLY HALL,-
Theft,Grocery Store or Supermarket,1600-1699,LOOP,-
Robbery,Apartment Parking Lot,2100-2199,HOLLY HALL,-
Aggravated Assault,Apartment,2600-2699,WESTRIDGE ST,ST
Theft,Hospital,7600-7699,FANNIN ST,ST
Theft,Warehouse,9400-9499,FANNIN ST,ST
AutoTheft,Commercial Parking Lot or Garage,900-999,LOOP,-
AutoTheft,Apartment Parking Lot,2700-2799,WESTRIDGE,-
Theft,Apartment Parking Lot,2700-2799,BELLFORT,AVE
Robbery,Service or Gas Station,5100-5199,LYNDHURST,ST
Theft,Apartment Parking Lot,2400-2499,WESTRIDGE ST,ST
Theft,Warehouse,9400-9499,FANNIN ST,ST
AutoTheft,Other Parking Lot,600-699,SUNSET LANE,-
Theft,Apartment Parking Lot,2200-2299,HOLLY HALL,-
Theft,Grocery Store or Supermarket Parking Lot,8500-8599,MAIN ST,ST
Burglary,Strip Business Center Parking Lot,7700-7799,FANNIN,ST
AutoTheft,Vehicle/Auto Sales/Lease/Auto Parts Store,2200-2299,LOOP,-
Robbery,"Road, Street, or Sidewalk",2500-2599,WESTRIDGE ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",9000-9099,LAKES AT 610 DR,-
Aggravated Assault,Freeway Service Road,UNK,CHARLESTON PARK,DR
Robbery,Apartment Parking Lot,2100-2199,HOLLY HALL,-
Rape,Apartment,2500-2599,WESTRIDGE ST,ST
Burglary,Rental Storage Facility,8900-8999,LAKES AT 610,DR
Theft,Grocery Store or Supermarket,7700-7799,KIRBY DR,-
Theft,Other Parking Lot,3800-3899,SUN VALLEY,-
Robbery,Restaurant or Cafeteria Parking Lot,9500-9599,MAIN ST,ST
Rape,Apartment,10200-10299,BUFFALO SPEEDWAY,-
Theft,Service or Gas Station,2800-2899,FIR CREST,ST
Theft,Convenience Store,8500-8599,HEARTH DR 24,-
Burglary,Apartment,7600-7699,PHOENIX DR,-
Aggravated Assault,Apartment Parking Lot,5900-5999,WESTOVER,ST
Theft,Miscellaneous Business (Non-Specific),8500-8599,FANNIN,ST
AutoTheft,Residence or House,9100-9199,LAKES AT 610 DR,-
Theft,Convenience Store,9800-9899,MAIN,ST
AutoTheft,Park and Ride Terminal,1500-1599,W BELLFORT AVE,-
Aggravated Assault,Residence or House,9100-9199,LAKES AT 610 DRIVE APT 12,-
AutoTheft,Apartment Parking Lot,2600-2699,WESTRIDGE ST,ST
Aggravated Assault,"Hotel, Motel, Inn, Etc.",8600-8699,KIRBY DR,-
Theft,Apartment,2500-2599,WESTRIDGE ST,ST
Theft,Apartment,6500-6599,FANNIN STREET,-
AutoTheft,Commercial Parking Lot or Garage,900-999,S LOOP W,-
Theft,Apartment Parking Lot,8300-8399,BRAESMAIN DR,-
Theft,Garage or Carport,7500-7599,FANNIN ST,ST
Theft,Apartment Parking Lot,8300-8399,BRAESMAIN DR,-
Theft,Apartment,7100-7199,ALMEDA RD,RD
Robbery,"Road, Street, or Sidewalk",8400-8499,CAMBRIDGE,-
Theft,Apartment Parking Lot,8300-8399,BRAESMAIN DR,-
Theft,Park and Ride Terminal,1500-1599,W BELLFORT AVE,-
Theft,Apartment Parking Lot,8300-8399,BRAESMAIN DR,-
Theft,Apartment Parking Lot,8300-8399,BRAESMAIN DR,-
Theft,Other Parking Lot,10700-10799,FONDREN,RD
Theft,Grocery Store or Supermarket Parking Lot,4200-4299,LAKESHORE FOREST,ST
Theft,"Parks and Recreation, Zoo, Swimming Pool",2600-2699,S LOOP W,-
Theft,Government or Public Building,8900-8999,LAKES AT 610 DR,-
Theft,Warehouse,9400-9499,FANNIN ST,ST
Theft,Convenience Store,9800-9899,MAIN,ST
Theft,"Other, Unknown, or Not Listed",2900-2999,HOLMES RD,RD
Theft,Residence or House,7700-7799,CAMBRIDGE ST,ST
Robbery,Apartment,1800-1899,EL PASEO ST APT 2416,-
Theft,"Other, Unknown, or Not Listed",7500-7599,CAMBRIDGE ST,ST
Theft,Service or Gas Station,8500-8599,ALMEDA IBOB,-
Theft,"Hotel, Motel, Inn, Etc.",2000-2099,EAST JAMES,-
AutoTheft,Apartment Parking Lot,8800-8899,LAKES AT 610 DR,-
AutoTheft,Apartment Parking Lot,2400-2499,WESTRIDGE ST,ST
Theft,"Church, Synagogue, or Temple Parking Lot",19000-19099,CLOYANNA LANE,-
AutoTheft,"Road, Street, or Sidewalk",2600-2699,S LOOP W,-
Theft,Government or Public Building,2500-2599,MURWORTH,ST
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,2600-2699,WESTRIDGE ST,ST
Theft,"Road, Street, or Sidewalk",2200-2299,BRAESWOOD PARK DR.,-
AutoTheft,Vehicle/Auto Sales/Lease/Auto Parts Store,2900-2999,LOOP,-
Theft,Apartment Parking Lot,9100-9199,LAKES AT 610 DR,-
Burglary,Apartment Rental Office,10300-10399,BUFFALO SPEEDWAY,-
Aggravated Assault,Service or Gas Station,4100-4199,WINESAP BEND,DR
Burglary,Apartment,1800-1899,BRAESWOOD,BLVD
Theft,Driveway,7200-7299,ALMEDA RD,RD
Robbery,Convenience Store Parking Lot,9500-9599,MAIN,ST
Theft,Apartment Parking Lot,8100-8199,CAMBRIDGE ST,ST
Theft,Apartment Parking Lot,8200-8299,CAMBRIDGE ST,ST
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,1000-1099,LEHALL,-
Theft,Other Parking Lot,2600-2699,S LOOP W,-
Theft,Bar or Night Club,8600-8699,KIRBY DR,-
Theft,Apartment Parking Lot,7700-7799,GREENBRIAR DR,-
Theft,Hotel or Motel Parking Lot,1400-1499,PO BOX 412,-
Burglary,Apartment,7600-7699,PHOENIX DR,-
Theft,Hotel or Motel Parking Lot,8100-8199,COMPANY LOCATED IN ILLINOIS,-
Burglary,Apartment Rental Office,10200-10299,BUFFALO SPEEDWAY,-
Burglary,Apartment,10200-10299,BUFFALO SPEEDWAY,-
Rape,Apartment,3100-3199,W BELLFORT AVE,-
AutoTheft,Bar or Night Club Parking Lot,4700-4799,BRAZOS POINT,LN
Theft,"Electronics Store, Electrical Supplies",2900-2999,WESTRIDGE,ST
Theft,Residence or House,8200-8299,CAMBRIDGE,ST
Aggravated Assault,Restaurant or Cafeteria,5600-5699,ALDINE BENDER,RD
Theft,Grocery Store or Supermarket Parking Lot,8500-8599,MAIN ST,ST
Theft,"Other, Unknown, or Not Listed",1500-1599,LOOP,-
Robbery,Apartment Parking Lot,2100-2199,HOLLY HALL,-
Theft,Apartment,2500-2599,WESTRIDGE ST,ST
Theft,Other Parking Lot,8400-8499,KIRBY DR,-
AutoTheft,"Other, Unknown, or Not Listed",9100-9199,MAIN,ST
AutoTheft,Service or Gas Station,2900-2999,WESTRIDGE ST,ST
Burglary,Apartment,2200-2299,HOLLY HALL,-
Theft,"Hotel, Motel, Inn, Etc.",3000-3099,MOSBY DRIVE,-
Aggravated Assault,Apartment,10000-10099,FANNIN ST,ST
Theft,Hotel or Motel Parking Lot,1400-1499,OLD SPANISH TRL,-
Theft,Service or Gas Station,1600-1699,S LOOP W,-
Theft,Grocery Store or Supermarket Parking Lot,8500-8599,MAIN ST,ST
Theft,Hotel or Motel Parking Lot,3200-3299,COUNTY RD 1069,-
Burglary,"Vacant Other Residential (Apartment,Dorms)",7600-7699,KIRBY DR,-
Robbery,Other Parking Lot,14500-14599,BAMMEL N HOUSTON,RD
Theft,Apartment,8400-8499,W BARTELL DR,-
Theft,Apartment Parking Lot,1300-1399,OLD SPANISH TRL,-
Theft,Apartment Parking Lot,8800-8899,LAKES AT 610 DR,-
Theft,Apartment Parking Lot,8400-8499,HEARTH DR,-
Theft,Apartment,5400-5499,LAMPASAS,ST
Theft,Residence or House,3700-3799,YELLOWSTONE,ST
Theft,Apartment Parking Lot,2400-2499,BUSINESS CENTER,-
Theft,"Field, Woods, Forest, Park",12100-12199,KIRBY DR,-
Aggravated Assault,"Road, Street, or Sidewalk",13000-13099,SH 288 HWY OB,-
Burglary,Residence or House,12900-12999,REGAL OAKS BEND LN,-
Theft,Apartment Parking Lot,11800-11899,CITY PARK CENTRAL LN,-
Theft,Residence or House,1600-1699,ROYAL CHASE DR,-
Aggravated Assault,Apartment Parking Lot,11900-11999,OAKMOOR PKWY,-
Robbery,Apartment Parking Lot,2200-2299,OREM,DR
Aggravated Assault,"Road, Street, or Sidewalk",1600-1699,ROYAL CHASE DR,-
Burglary,Residence or House,1900-1999,NICHOLE WOODS DR,-
Theft,Residence or House,1500-1599,KEW GARDEN,-
Theft,"Road, Street, or Sidewalk",11800-11899,JELICOE DR,-
Theft,"Road, Street, or Sidewalk",11700-11799,LONGWOOD GARDEN WAY,-
Theft,Driveway,600-699,E ANDERSON RD,RD
AutoTheft,Driveway,2200-2299,TANDY PARK WAY,-
Burglary,Residence or House,1900-1999,HOWTH,AVE
Theft,Driveway,13000-13099,NORTHUMB RD,RD
AutoTheft,"Road, Street, or Sidewalk",13800-13899,LEW BRIGGS,RD
AutoTheft,"Road, Street, or Sidewalk",800-899,ROYAL GEORGE LN,-
Theft,Driveway,12200-12299,RENEWAL WAY,-
Theft,Pool Hall or Game Room,1000-1099,ALMEDA GENOA RD,RD
Robbery,Apartment,900-999,WEST PALM,ST
Theft,"Other, Unknown, or Not Listed",13800-13899,LEW BRIGGS RD,RD
Theft,Apartment,11900-11999,OAKMOOR PKWY,-
Theft,Driveway,1600-1699,CITY NIGHTS WAY,-
AutoTheft,Apartment Parking Lot,11900-11999,OAKMOOR PARKWAY,-
AutoTheft,Driveway,1500-1599,SUMMER CITY DRIVE,-
Theft,"Other, Unknown, or Not Listed",13800-13899,LEW BRIGGS RD,RD
AutoTheft,Driveway,9900-9999,KINGSVILLE PARK,DR
Burglary,Construction Site,1300-1399,REGAL OAK,WAY
Theft,Residence or House,12100-12199,HELVICK CRESCENT AVE,-
Theft,Driveway,1800-1899,HOWTH AVE,-
Theft,Service or Gas Station,100-199,E ANDERSON RD,RD
Theft,Residence or House,13000-13099,NORTHUMB RD,RD
Theft,"Other, Unknown, or Not Listed",13100-13199,ELAINE RD,RD
Theft,Apartment Parking Lot,11900-11999,OAKMOOR PKWY,-
Theft,Apartment Parking Lot,2200-2299,W OREM DR,-
Burglary,Residence or House,11900-11999,CHANTELOUP DR.,-
Theft,Service or Gas Station,100-199,E ANDERSON RD,RD
Burglary,Residence or House,800-899,THISTLE,-
Theft,Middle School,5200-5299,KINGSBURY,-
Theft,Driveway,12100-12199,CITY TREK LN,-
AutoTheft,Apartment Parking Lot,600-699,E ANDERSON RD,RD
Theft,Apartment,11800-11899,CITY PARK CENTRAL LN,-
Burglary,Garage or Carport,11800-11899,CITY PARK CENTRAL LN,-
Rape,Mobile Home,4400-4499,ANDERSON,RD
Rape,Residence or House,5100-5199,MARKWOOD LN,-
AutoTheft,"Other, Unknown, or Not Listed",13900-13999,BEECHNUT,ST
Burglary,Miscellaneous Business (Non-Specific),4700-4799,FUQUA,ST
Robbery,Residence or House,3400-3499,WUTHERING HEIGHT,DR
Rape,Nursing Home,3700-3799,W. OREM DR.,-
AutoTheft,Auto Repair,2700-2799,MEIKO DR,-
Aggravated Assault,Strip Business Center Parking Lot,14700-14799,HIRAM CLARKE RD,RD
Theft,Other Parking Lot,14900-14999,WHITE HEATHER DR,-
Theft,Residence or House,5100-5199,GLENRIDGE,LN
Theft,Driveway,15000-15099,NUWOOD LN,-
Burglary,Apartment Rental Office,4800-4899,FUQUA,ST
Theft,"Road, Street, or Sidewalk",3900-3999,ANDERSON RD,RD
Theft,Residence or House,4600-4699,CAMPECHE DR,-
Theft,Construction Site,5900-5999,WEST LOOP SOUTH STE 569,-
Burglary,Apartment,4800-4899,WEST FUQUA 2818,-
Theft,Driveway,2600-2699,ALMEDA PLAZA DR,-
Theft,"Other, Unknown, or Not Listed",UNK,HIRAM CLARKE RD/W OREM DR,-
Theft,Commercial Parking Lot or Garage,2600-2699,ALMEDA PLAZA DR,-
Aggravated Assault,Driveway,5400-5499,INGOMAR WAY,-
Theft,Residence or House,14500-14599,INSLEY ST,ST
Burglary,Mobile Home,4700-4799,ANDERSON RD,RD
Burglary,Auto Repair,11300-11399,NEWBROOK,-
Aggravated Assault,"Road, Street, or Sidewalk",UNK,HOLMES RD,RD
Theft,Residence or House,5200-5299,HEATHERBLOOM DR,-
Theft,Other Parking Lot,4400-4499,W FUQUA ST,ST
AutoTheft,"Road, Street, or Sidewalk",4800-4899,DRAKESTONE,-
Theft,"Road, Street, or Sidewalk",14700-14799,BATHURST DR,-
Theft,Driveway,14400-14499,PLATZER DR,-
Burglary,Residence or House,4700-4799,ANDERSON RD,RD
Theft,"Road, Street, or Sidewalk",4900-4999,ALVIN,ST
Burglary,Residence or House,3400-3499,ANGEL LN,-
Theft,Convenience Store,4100-4199,HOMELESS,-
Burglary,Restaurant or Cafeteria Parking Lot,4400-4499,FUQUA,ST
Aggravated Assault,Residence or House,14800-14899,CARDIFF CLIFF LANE,-
Theft,"Road, Street, or Sidewalk",13900-13999,HIRAM CLARKE RD,RD
AutoTheft,Grocery Store or Supermarket Parking Lot,6200-6299,BEECHNUT,ST
Aggravated Assault,Residence or House,7200-7299,BELLERIVE,-
Robbery,"Road, Street, or Sidewalk",15500-15599,VANDALIA,WAY
Theft,Bar or Night Club Parking Lot,2900-2999,BROOKFIELD DR,-
Burglary,Specialty Store (Non-Specific),4400-4499,FUQUA,ST
Theft,Convenience Store,15500-15599,POST OAK,RD
Theft,Miscellaneous Business (Non-Specific),14100-14199,PLAYER ST,ST
Burglary,Miscellaneous Business (Non-Specific),15100-15199,BATHURST,ST
AutoTheft,Other Parking Lot,4000-4099,FUQUA,ST
Aggravated Assault,"Road, Street, or Sidewalk",6000-6099,BISSONNET,ST
Theft,Other Parking Lot,5500-5599,IRISH HILL,-
Robbery,Bar or Night Club Parking Lot,5100-5199,RIPPLEBROOK,DR
Murder,Garage or Carport,4800-4899,W FUQUA ST,ST
Burglary,Residence or House,14900-14999,MONRAD,-
Burglary,Residence or House,4700-4799,ANDERSON,RD
Robbery,"Road, Street, or Sidewalk",3000-3099,WEBSTER,-
Robbery,Other Parking Lot,13800-13899,POST OAK,RD
Theft,Grocery Store or Supermarket Parking Lot,4500-4599,FUQUA ST,ST
Burglary,Miscellaneous Business (Non-Specific),4400-4499,FUQUA,ST
Theft,Residence or House,5100-5199,REMUS DR,-
Burglary,Restaurant or Cafeteria,4400-4499,FUQUA,ST
Theft,"Road, Street, or Sidewalk",13100-13199,TOWNWOOD,DR
Theft,Residence or House,2600-2699,MEIKO DR,-
Theft,Residence or House,4700-4799,ROSEBUD DR,-
Burglary,Residence or House,2700-2799,ALMEDA PLAZA DR,-
Aggravated Assault,Residence or House,3700-3799,GOULBURN DR,-
Aggravated Assault,Residence or House,4900-4999,W. OREM,-
Robbery,"Road, Street, or Sidewalk",13100-13199,TOWNWOOD DR,-
Aggravated Assault,Bar or Night Club,13600-13699,ALMEDA RD,RD
AutoTheft,Driveway,13400-13499,MELCHER DR,-
Theft,"Hotel, Motel, Inn, Etc.",4700-4799,W FUQUA ST,ST
Theft,Miscellaneous Business (Non-Specific),7300-7399,UNIVERSAL,DR
Theft,Driveway,13400-13499,TOWNWOOD DR,-
Burglary,Restaurant or Cafeteria,4200-4299,FUQUA,ST
AutoTheft,"Road, Street, or Sidewalk",7300-7399,WERNER,ST
Theft,"Church, Synagogue, or Temple Parking Lot",13800-13899,BUFFALO SPEEDWAY,-
Theft,"Gym, Recreat, Club House, Indoor Pool",12000-12099,ALMEDA RD,RD
Theft,Driveway,15400-15499,BOW LN,-
Theft,Driveway,5100-5199,GLENRIDGE LN,-
Theft,Driveway,2600-2699,ALMEDA PLAZA DR,-
Theft,Apartment Parking Lot,4800-4899,W FUQUA ST,ST
Theft,Residence or House,12900-12999,GLENWYCK,-
Theft,Driveway,14500-14599,CASTLEREAGH RD,RD
Theft,Residence or House,4000-4099,TIDEWATER,-
Theft,"Road, Street, or Sidewalk",13500-13599,BONWAY DR,-
Theft,Apartment Parking Lot,4400-4499,W AIRPORT BLVD,BLVD
Theft,"Road, Street, or Sidewalk",5300-5399,HEATHERCREST,ST
Theft,"Road, Street, or Sidewalk",5400-5499,HEATHERCREST,ST
Theft,Driveway,14500-14599,QUENTION DR,-
Theft,Service or Gas Station,5400-5499,ANDERSON RD,RD
Theft,Residence or House,3500-3599,DARLINGHURST DR,-
Theft,Apartment Parking Lot,3800-3899,W FUQUA ST,ST
Robbery,Hotel or Motel Parking Lot,4400-4499,TRARALGAR,-
Theft,Restaurant or Cafeteria,4200-4299,W FUQUA ST,ST
Aggravated Assault,Residence or House,13500-13599,HOOPER,RD
Burglary,Miscellaneous Business (Non-Specific),14100-14199,POST OAK,RD
Robbery,Miscellaneous Business (Non-Specific),14200-14299,POST OAK,RD
Aggravated Assault,Residence or House,2600-2699,UMIAK DR,-
Burglary,Apartment,13800-13899,LOCKWAY DR,-
Robbery,Specialty Store (Non-Specific),9000-9099,BRAESWOOD,BLVD
Theft,Convenience Store Parking Lot,13800-13899,HIRAM CLARKE RD,RD
Theft,Driveway,5300-5399,RIPPLEBROOK,DR
Theft,Residence or House,15100-15199,RT 4 BOX 646,-
Theft,Residence or House,2800-2899,KATY HOCKLEY CUT OFF,RD
Burglary,Commercial Building,4600-4699,W. FUQUA ST UNIT 112,-
Theft,Restaurant or Cafeteria Parking Lot,14500-14599,S POST OAK RD,RD
Aggravated Assault,Residence or House,1100-1199,TOLIVER,ST
Theft,"Church, Synagogue, or Temple Parking Lot",3900-3999,W FUQUA ST,ST
Theft,Grocery Store or Supermarket,6000-6099,BROOKFIELD,-
Theft,Driveway,5800-5899,POST OAK MANOR DR,-
Theft,Service or Gas Station,32100-32199,BETKA ROAD,-
Theft,Grocery Store or Supermarket Parking Lot,6100-6199,W FUQUA ST,ST
Theft,Convenience Store,15100-15199,POST OAK,RD
Aggravated Assault,Driveway,13200-13299,AVONELLE,LN
Theft,Driveway,4800-4899,TIDEWATER,-
Burglary,Apartment Rental Office,12900-12999,POST OAK,RD
Theft,Apartment Parking Lot,12900-12999,S POST OAK RD,RD
Theft,Driveway,13300-13399,INNSHIRE,LN
Theft,Residence or House,2600-2699,SEABOLD,DR
Theft,Service or Gas Station,14100-14199,POST OAK,RD
Theft,Service or Gas Station,15100-15199,POST OAK,RD
Burglary,Residence or House,6000-6099,PINACLE PT,-
Aggravated Assault,Residence or House,4700-4799,KNOTTY OAK TRAIL,-
Aggravated Assault,"Road, Street, or Sidewalk",11500-11599,HIGH STAR,DR
Theft,Service or Gas Station,13900-13999,FONDREN,RD
Theft,Residence or House,5500-5599,TIGER LILLY WAY,-
Burglary,Apartment,13900-13999,HILLCROFT AVE,-
Theft,Apartment Parking Lot,13900-13999,HILLCROFT,ST
Robbery,"Hotel, Motel, Inn, Etc.",13200-13299,FONDREN RD,RD
Robbery,Convenience Store,15100-15199,POST OAK,RD
Theft,Grocery Store or Supermarket Parking Lot,12300-12399,MAIN ST IB,-
Theft,Commercial Parking Lot or Garage,7300-7399,S SAM HOUSTON PKWY W,-
Theft,Residence or House,5600-5699,NEWQUAY,-
Robbery,Residence or House,12800-12899,GREENWICK CT,-
Theft,"Road, Street, or Sidewalk",5100-5199,CANYON BLANCO DR,-
Theft,Driveway,12900-12999,ARNAGE LN,-
AutoTheft,"Road, Street, or Sidewalk",12600-12699,GOLDEN BROOK,DR
Theft,Drug Store or Medical Supply,5500-5599,OREM,DR
Theft,Grocery Store or Supermarket,5100-5199,PLANTATION COLONY DR.,-
Burglary,"Hotel, Motel, Inn, Etc.",5200-5299,CASTLE CREEK,-
Theft,Residence or House,5600-5699,PO BOX 42927,-
Theft,Other Parking Lot,6300-6399,BRENT DR,-
Theft,Service or Gas Station,4000-4099,SCENIC ORCHARD LANE,-
Theft,Grocery Store or Supermarket Parking Lot,12300-12399,MAIN ST IB,-
Burglary,Residence or House,5800-5899,GRAPEVINE,-
Theft,Apartment,12300-12399,MAIN ST IB,-
Burglary,Garage or Carport,13900-13999,ROSECREST,ST
Theft,Drug Store or Medical Supply,5500-5599,OREM,DR
Theft,Restaurant or Cafeteria,13900-13999,FONDREN,RD
Aggravated Assault,"Road, Street, or Sidewalk",6400-6499,LOMA VISTA,ST
Robbery,Liquor Store Parking Lot,6200-6299,OAKHAM,-
Theft,Service or Gas Station,13900-13999,FONDREN RD,RD
Aggravated Assault,Residence or House,5300-5399,WILLOMINE WAY,-
Aggravated Assault,Driveway,12500-12599,CARLSBAD STREET,-
Theft,"Other, Unknown, or Not Listed",13000-13099,ABIDE DR,-
Theft,Residence or House,14000-14099,CROQUET,LN
Theft,Residence or House,6400-6499,BURDINE CT,-
Theft,Other Parking Lot,4900-4999,BRYANT RIDGE,-
Aggravated Assault,"Road, Street, or Sidewalk",6200-6299,FONDREN 201,-
Theft,Other Parking Lot,5500-5599,W OREM DR,-
Theft,Driveway,13400-13499,BETHUNE WAY,-
Theft,"Road, Street, or Sidewalk",13400-13499,WESLEY OAKS DR,-
Theft,Driveway,5900-5999,PINACLE PT,-
AutoTheft,Apartment Parking Lot,18200-18299,NORTH FREEWAY,-
Burglary,"Furniture, Appliances, Radios, TV Store",13500-13599,S POST OAK RD,RD
Burglary,"Pawn, Resale Shop, or Flea Market",12300-12399,MAIN,ST
Burglary,Residence or House,5700-5799,TIFFANY DR,-
Robbery,"Electronics Store, Electrical Supplies",8400-8499,S SAM HOUSTON PKWY WEST,ST
Aggravated Assault,Residence or House,6200-6299,OAKHAM,-
Theft,Service or Gas Station,13200-13299,HIRAM CLARKE,RD
Robbery,Residence or House,16000-16099,POST OAK,RD
Theft,"Road, Street, or Sidewalk",5200-5299,WILLOMINE WAY,-
Robbery,Car Wash,16100-16199,S POST OAK RD,RD
Robbery,Residence or House,7600-7699,JONATHAN CT,-
Theft,Residence or House,7700-7799,CHASEVIEW DR,-
Theft,Grocery Store or Supermarket Parking Lot,6400-6499,GESSNER RD.,-
Aggravated Assault,"Road, Street, or Sidewalk",12800-12899,COBDEN,CT
Theft,Department or Discount Store,7600-7699,FUQUA,ST
