Offense Type,Premise,BlockRange,StreetName,Type
Theft,Service or Gas Station,2300-2399,CLEAR LAKE CITY BLVD,BLVD
Theft,Residence or House,13500-13599,HERON FIELD CT,-
Theft,Commercial Parking Lot or Garage,2300-2399,CLEAR LAKE CITY BLVD,BLVD
Theft,"Daycare, Child Care, or Kindergarten",1300-1399,TEAL GLEN,CT
Theft,Strip Business Center Parking Lot,1200-1299,CLEAR LAKE CITY BLVD,BLVD
Theft,Residence or House,15700-15799,SPRINGCOURT DR,-
Theft,Rental Storage Facility,14100-14199,BAY POINTE CT,-
Theft,Residence or House,1000-1099,BELLGREEN DR,-
Burglary,Drug Store or Medical Supply,4100-4199,WILLOW HILL DRIVE,-
Theft,Restaurant or Cafeteria Parking Lot,2500-2599,BAY AREA BLVD,BLVD
Theft,Grocery Store or Supermarket,12600-12699,GREEN DR APT 802,-
AutoTheft,Hotel or Motel Parking Lot,2700-2799,FROSTWOOD CIRCLE,-
AutoTheft,Apartment,200-299,EL DORADO BLVD 2803,-
Burglary,Apartment,16200-16299,BUCCANEER LN,-
Burglary,Apartment,1300-1399,NASA PKWY,-
Theft,Driveway,1000-1099,RESEDA DR,-
AutoTheft,Apartment Parking Lot,16200-16299,EL CAMINO REAL APT,-
Theft,Apartment,2300-2399,BAY AREA BLVD,BLVD
Theft,Department or Discount Store,1400-1499,BAY AREA BLVD,BLVD
Theft,Apartment,1200-1299,BAY AREA,BLVD
Burglary,Residence or House,15400-15499,TADWORTH DR,-
Aggravated Assault,Residence or House,2300-2399,BROADLAWN DR,-
Burglary,Apartment,16100-16199,SPACE CENTER BLVD,BLVD
Theft,Other Parking Lot,900-999,EL DORADO BLVD,BLVD
Theft,Apartment Parking Lot,4400-4499,LEAGUE CITY,PKWY
Burglary,Apartment,16100-16199,SPACE CENTER BLVD,BLVD
Theft,Apartment Parking Lot,1300-1399,NASA PKWY,-
Aggravated Assault,Apartment,9300-9399,DEVRIES,RD
Robbery,Apartment,1400-1499,EL CAMINO VLLG. DR.,-
Theft,Apartment Parking Lot,700-799,EL DORADO BLVD,BLVD
Theft,Apartment Parking Lot,700-799,EL DORADO BLVD,BLVD
Theft,Liquor Store Parking Lot,16600-16699,PALISADES PT,DR
Theft,Residence or House,16200-16299,EL CAMINO REAL,-
Robbery,Miscellaneous Business (Non-Specific),16800-16899,EL CAMINO REAL,-
Theft,Apartment Parking Lot,1300-1399,NASA PKWY,-
Robbery,Drug Store or Medical Supply,16500-16599,EL CAMINO REAL,-
Theft,Miscellaneous Business (Non-Specific),14500-14599,HWY 3,RD
Theft,Apartment Parking Lot,1900-1999,BAY AREA BLVD,BLVD
Theft,Apartment,1400-1499,EL CAMINO VILLAGE DR,-
Burglary,Residence or House,14000-14099,LOCH CREEK,CT
Theft,Condominium,200-299,EL DORADO,BLVD
Burglary,Apartment,200-299,EL DORADO BLVD,BLVD
Burglary,Apartment,200-299,EL DORADO BLVD,BLVD
Robbery,"Road, Street, or Sidewalk",18700-18799,GATEBROOK DR,-
Theft,Apartment Parking Lot,600-699,BARRINGER LN,-
Theft,Department or Discount Store,100-199,BAYBROOK MALL,-
Theft,Service or Gas Station,13900-13999,GALVESTON,RD
Robbery,Strip Business Center Parking Lot,1300-1399,W BAY AREA BLVD,BLVD
Theft,Office Building,900-999,CLEAR LAKE CITY,BLVD
Burglary,Apartment Parking Lot,15800-15899,GALVESTON RD,RD
Theft,Mall Parking Lot,16200-16299,TOWNES,RD
Theft,Residence or House,5200-5299,BURKE,-
Burglary,Apartment,600-699,PINELOCH DR,-
Theft,Apartment Parking Lot,500-599,EL DORADO,BLVD
Burglary,Apartment,15800-15899,GALVESTON RD,RD
AutoTheft,Service or Gas Station,500-599,P.O. BOX 1848,-
Burglary,Apartment,15900-15999,GALVESTON RD,RD
Robbery,Convenience Store,500-599,EL DORADO,BLVD
Theft,Strip Business Center Parking Lot,1500-1599,W BAY AREA BLVD,BLVD
Burglary,Apartment,15900-15999,HIGHWAY 3 - 1514PL,-
Theft,Freeway Service Road,18100-18199,GULF FWY OB,-
Theft,Other Parking Lot,18800-18899,S IH 45 FWY IB,-
Theft,Apartment Parking Lot,200-299,EL DORADO BLVD,BLVD
AutoTheft,Apartment Parking Lot,200-299,EL DORADO BLVD,BLVD
Theft,Mall Parking Lot,1300-1399,BAYBROOK MALL DR,-
Theft,Apartment Parking Lot,15500-15599,ZABOLIO,-
Theft,Apartment Parking Lot,600-699,BARRINGER LN,-
Theft,Commercial Parking Lot or Garage,8200-8299,CAROLYN,ST
Theft,Mall Parking Lot,8000-8099,LEIGH,RD
Theft,Other Parking Lot,18100-18199,GULF FWY OB,-
Theft,Specialty Store (Non-Specific),500-599,BAYBROOK MALL,-
AutoTheft,Apartment Parking Lot,200-299,EL DORADO BLVD,BLVD
Theft,Grocery Store or Supermarket Parking Lot,18100-18199,GULF FWY OB,-
Aggravated Assault,Freeway Service Road,18200-18299,GULF FWY OB,-
Theft,Rental Storage Facility,16200-16299,GALVESTON RD,RD
Theft,Other Parking Lot,6600-6699,KILLEARN,-
Theft,Service or Gas Station,100-199,W EL DORADO BLVD,BLVD
Aggravated Assault,Apartment,5600-5699,NIMITZ ST.,-
Theft,Commercial Parking Lot or Garage,18800-18899,IH 45 FWY IB,-
Theft,Grocery Store or Supermarket,500-599,EL DORADO,BLVD
Theft,Service or Gas Station,200-299,EL DORADO BLVD,BLVD
Theft,Residence or House,10900-10999,GULF FREEWAY APT 908,-
Theft,Apartment,200-299,EL DORADO BLVD,BLVD
Theft,Miscellaneous Business (Non-Specific),18800-18899,S IH 45 FWY IB,-
AutoTheft,Driveway,4600-4699,HOWARD LANE - SUITE 200,-
Theft,Strip Business Center Parking Lot,400-499,OLD ORCHARD,RD
Theft,"Theatres, Dinner Theaters, Auditoriums",400-499,ABBOTT CIR.,-
Theft,Apartment Parking Lot,600-699,BARRINGER LN,-
AutoTheft,Apartment Parking Lot,13800-13899,CHANCERY ROAD,-
Theft,Mall Parking Lot,500-599,BAYBROOK MALL,-
Theft,Mall Parking Lot,18700-18799,GULF FWY OB,-
Burglary,Department or Discount Store,1500-1599,BAY AREA,BLVD
Theft,Grocery Store or Supermarket Parking Lot,100-199,W EL DORADO BLVD,BLVD
Theft,Mall Common Area,500-599,BAYBROOK MALL,-
AutoTheft,"Other, Unknown, or Not Listed",18100-18199,GULF FWY OB,-
Burglary,Apartment,15900-15999,PO BOX 979055,-
Burglary,Apartment,600-699,PINELOCH DR,-
Theft,Clothing Store,10900-10999,GULF FREEWAY APT 908,-
Theft,Strip Business Center Parking Lot,18100-18199,MCKAY,RD
Theft,Clothing Store,18100-18199,GULF,FWY
AutoTheft,"Other, Unknown, or Not Listed",14200-14299,GALVESTON RD,RD
Theft,Department or Discount Store,100-199,EL DORADO,BLVD
Theft,"Other, Unknown, or Not Listed",18100-18199,GULF FWY OB,-
Robbery,Service or Gas Station,200-299,EL DORADO,BLVD
Theft,Miscellaneous Business (Non-Specific),1400-1499,BAY AREA,BLVD
Theft,Department or Discount Store,18100-18199,GULF,FWY
Theft,Residence or House,1400-1499,BAY AREA,BLVD
Theft,"Gym, Recreat, Club House, Indoor Pool",500-599,EL DORADO BLVD,BLVD
AutoTheft,Mall Parking Lot,4300-4399,EGRET,DR
AutoTheft,"Road, Street, or Sidewalk",2200-2299,JESSIE JEWELL PKWY NE,-
Theft,Restaurant or Cafeteria Parking Lot,18100-18199,P O BOX 891551,-
Theft,Grocery Store or Supermarket,100-199,EL DORADO BLVD,BLVD
AutoTheft,Apartment Parking Lot,9200-9299,GULF,FWY
Theft,Convenience Store,13900-13999,GALVESTON RD,RD
Theft,"Other, Unknown, or Not Listed",500-599,BAYBROOK MALL,-
Theft,Residence or House,200-299,EL DORADO BLVD,BLVD
Burglary,Apartment,1500-1599,BAY AREA S12,-
Theft,"Electronics Store, Electrical Supplies",500-599,BAYBROOK MALL,-
Burglary,Apartment,19100-19199,GLENWEST,ST
Burglary,Clothing Store,500-599,BAYBROOK MALL,-
Theft,Apartment Parking Lot,15900-15999,GALVESTON RD,RD
Theft,Grocery Store or Supermarket Parking Lot,100-199,PO BOX 9690,-
Burglary,Construction Site,11700-11799,LANTERN ROAD SUITE,-
Theft,"Electronics Store, Electrical Supplies",500-599,BAYBROOK MALL,-
Rape,Residence or House,3000-3099,ROE,DR
Theft,Specialty Store (Non-Specific),6300-6399,BELDART,-
Burglary,Residence or House,7600-7699,GREENDOWNS ST,ST
Theft,Service or Gas Station,1200-1299,BROADWAY,ST
Theft,Miscellaneous Business (Non-Specific),6800-6899,GULF,FWY
Aggravated Assault,"Road, Street, or Sidewalk",3500-3599,TELEPHONE RD,RD
Burglary,Restaurant or Cafeteria,6800-6899,GULF,FWY
Aggravated Assault,Bar or Night Club Parking Lot,5500-5599,LANCASTER ST,ST
Aggravated Assault,Apartment,3000-3099,GOLFCREST,ST
Theft,Convenience Store,5400-5499,TELEPHONE,RD
Burglary,Apartment Rental Office,7100-7199,VILLAGE,WAY
Theft,Department or Discount Store,5300-5399,TELEPHONE,RD
AutoTheft,Hotel or Motel Parking Lot,5800-5899,OLD SPANISH TRL,-
AutoTheft,Grocery Store or Supermarket Parking Lot,4700-4799,TELEPHONE RD,RD
Theft,"Other, Unknown, or Not Listed",600-699,GULFGATE CENTER MALL,-
Theft,Apartment,6100-6199,S LOOP E,-
Theft,Strip Business Center Parking Lot,4300-4399,WAYSIDE,DR
Burglary,Barber And Beauty Shops,7600-7699,3605A REVEILLE ST,ST
Theft,Service or Gas Station,2400-2499,S WAYSIDE DR,-
Theft,Residence or House,7100-7199,EDNA ST,ST
AutoTheft,Strip Business Center Parking Lot,6000-6099,GULF FWY OB,-
Aggravated Assault,Specialty Store (Non-Specific),1500-1599,ALLENDALE RD APT 1,-
Theft,Miscellaneous Business (Non-Specific),3600-3699,TELEPHONE RD,RD
Theft,Other Parking Lot,10800-10899,ALCOTT,DR
AutoTheft,Commercial Parking Lot or Garage,4500-4599,GULF FWY OB,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",100-199,WINKLER DR,-
Robbery,Restaurant or Cafeteria Parking Lot,6800-6899,GULF FWY OB,-
Burglary,Restaurant or Cafeteria,2500-2599,WAYSIDE,DR
Theft,Convenience Store,6100-6199,LONG,DR
Theft,Service or Gas Station,9800-9899,SOUTH KIRKWOOD RD APT2007,-
Theft,Restaurant or Cafeteria Parking Lot,6800-6899,GULF,FWY
Burglary,Residence or House,3800-3899,CHAFFIN ST,ST
Aggravated Assault,Commercial Building,5100-5199,MAUDLIN ST,ST
Theft,Residence or House,7500-7599,JOPLIN,-
Theft,Residence or House,2500-2599,DELAFIELD ST,ST
Aggravated Assault,Apartment Parking Lot,6900-6999,S LOOP E,-
Theft,Driveway,7100-7199,EDNA ST,ST
Burglary,Residence or House,17300-17399,KEITH HARROW,BLVD
Theft,Restaurant or Cafeteria,6800-6899,GULF FWY OB,-
Theft,Other Parking Lot,6700-6799,LONG DR,-
Theft,Apartment,6100-6199,S LOOP E,-
Theft,Service or Gas Station,UNK,S LOOP E/WAYSIDE EXIT DR,-
Theft,Other Parking Lot,6800-6899,PO BOX 979055,-
Burglary,Miscellaneous Business (Non-Specific),5500-5599,GULF,FWY
Aggravated Assault,Apartment,6100-6199,LOOP EAST,ST
AutoTheft,Apartment Parking Lot,5100-5199,IRVING WAY,-
AutoTheft,"Road, Street, or Sidewalk",3800-3899,JUNIPER,ST
Robbery,Strip Business Center Parking Lot,3300-3399,TELEPHONE,RD
AutoTheft,Restaurant or Cafeteria Parking Lot,6000-6099,GULF FWY OB,-
Burglary,Residence or House,6400-6499,STILLWELL,-
Theft,Service or Gas Station,5700-5799,TELEPHONE RD,RD
Burglary,Bar or Night Club,9100-9199,HOLLOCK,ST
Theft,Restaurant or Cafeteria Parking Lot,2700-2799,WINBERN,-
Theft,"Other, Unknown, or Not Listed",3600-3699,TRAILWOOD DR,-
Theft,Service or Gas Station,2400-2499,S WAYSIDE DR,-
Theft,Driveway,3000-3099,GOLFCREST BLVD,BLVD
Theft,Miscellaneous Business (Non-Specific),6800-6899,GULF FWY OB,-
AutoTheft,Other Parking Lot,6400-6499,GULF FWY OB,-
AutoTheft,Other Parking Lot,6800-6899,GULF FWY OB,-
Aggravated Assault,"Road, Street, or Sidewalk",3800-3899,BROADWAY BOX C,-
AutoTheft,Apartment Parking Lot,6100-6199,LOOP  E,-
Theft,Liquor Store Parking Lot,3300-3399,TELEPHONE RD,RD
Aggravated Assault,Apartment,14700-14799,ANOKA,CT
Theft,Service or Gas Station,6100-6199,LONG DR,-
Theft,Service or Gas Station,7000-7099,ASHBURN,-
Burglary,Miscellaneous Business (Non-Specific),5400-5499,GULF,FWY
Burglary,Warehouse,4800-4899,GULF,FWY
Robbery,Commercial Building,6800-6899,GULF,FWY
Aggravated Assault,Other Parking Lot,2400-2499,S WAYSIDE DR,-
AutoTheft,Restaurant or Cafeteria Parking Lot,7000-7099,GULF FWY OB,-
Theft,Residence or House,2200-2299,JEAN,-
Theft,"Physician, Doctor, Dentist's Office",5700-5799,TELEPHONE RD,RD
Burglary,"Multi-Plex Home (Duplex,Triplex Etc.)",6500-6599,CULMORE DR,-
Aggravated Assault,Residence or House,6200-6299,SUNNYCREST ST,ST
Burglary,Residence or House,7700-7799,SOUTHERN ST,ST
Theft,Convenience Store,6700-6799,LONG,DR
AutoTheft,Restaurant or Cafeteria Parking Lot,10900-10999,LANGDON,LN
Burglary,Residence or House,7700-7799,GREENDOWNS ST,ST
Theft,Residence or House,9800-9899,ROSENHAVEN,-
Theft,Grocery Store or Supermarket,1500-1599,GULFGATE CENTER MALL,-
Aggravated Assault,Residence or House,1200-1299,FRANKLIN,ST
Theft,Driveway,7100-7199,DIXIE DR,-
Robbery,"Road, Street, or Sidewalk",4500-4599,TELEPHONE RD,RD
Theft,Apartment Parking Lot,6900-6999,S. LOOP,-
Theft,Apartment Parking Lot,2300-2399,WAYSIDE,DR
Theft,Mall Parking Lot,500-599,GULFGATE CENTER MALL BEST BUY,-
Theft,Service or Gas Station,6100-6199,LOOP,-
Robbery,Restaurant or Cafeteria Parking Lot,6800-6899,GULF FWY OB,-
Theft,Other Parking Lot,6400-6499,LONG DR,-
Robbery,Apartment,7400-7499,SOUTHWAY DR,-
AutoTheft,Other Parking Lot,6500-6599,MCGREW ST,ST
Theft,Driveway,3800-3899,ERBY ST,ST
AutoTheft,Other Parking Lot,6800-6899,GULF FWY OB,-
Theft,Apartment,3000-3099,HASBROOK,-
Aggravated Assault,Apartment Parking Lot,4700-4799,WINNETKA,ST
Theft,Department or Discount Store,4100-4199,TELEPHONE RD,RD
Robbery,"Laundry, Dry Cleaners, Washaterias",2800-2899,PLUM CREEK LN,-
Theft,Miscellaneous Business (Non-Specific),6900-6999,WESTOVER,-
Theft,"Road, Street, or Sidewalk",7700-7799,OAK VISTA ST,ST
Theft,Rental Storage Facility,8600-8699,GLENVISTA ST,ST
Aggravated Assault,"Hotel, Motel, Inn, Etc.",400-499,ARNO STREET,-
Aggravated Assault,Residence or House,7600-7699,MOLINE ST,ST
Theft,Apartment,8900-8999,BROADWAY ST,ST
Aggravated Assault,Apartment Parking Lot,1900-1999,HIGHWAY 36,-
Theft,Other Parking Lot,8400-8499,BARKLEY,-
Theft,Grocery Store or Supermarket,5700-5799,BELCREST,ST
Robbery,Bank or Savings Institution Parking Lot,7500-7599,BELLFORT ST,ST
Robbery,Apartment Parking Lot,6300-6399,BELLFORT,ST
Theft,"Laundry, Dry Cleaners, Washaterias",5600-5699,BELLFORT STREET,-
Theft,Residence or House,6700-6799,CAYTON ST,ST
Aggravated Assault,Apartment Parking Lot,8400-8499,BROADWAY ST,ST
Burglary,Apartment,8500-8599,BROADWAY ST,ST
Burglary,Apartment,3900-3999,HAMILTON APT,-
AutoTheft,Apartment Parking Lot,8500-8599,BROADWAY ST,ST
Theft,Other Parking Lot,7900-7999,LEONARA ST APT,-
Theft,"Road, Street, or Sidewalk",8900-8999,GLENCREST ST APT 7115,-
Theft,Driveway,7500-7599,MOLINE ST,ST
Burglary,"Hotel, Motel, Inn, Etc.",8800-8899,AIRPORT,BLVD
Theft,Apartment Parking Lot,8900-8999,GLENCREST ST,ST
Aggravated Assault,Apartment,8400-8499,BROADWAY ST,ST
Burglary,Residence or House,7800-7899,SANTA ELENA,DR
Theft,"Road, Street, or Sidewalk",7300-7399,SANTA FE DR,-
Theft,Driveway,7900-7999,SANTA ELENA,-
Theft,Apartment Parking Lot,8500-8599,BROADWAY ST,ST
Theft,Commercial Parking Lot or Garage,7600-7699,AIRPORT BLVD,BLVD
Theft,Department or Discount Store,8200-8299,BROADWAY,-
Burglary,Rental Storage Facility,8600-8699,GLENVISTA ST,ST
Theft,"Road, Street, or Sidewalk",6300-6399,RIDGEWAY DR,-
Aggravated Assault,Residence or House,8900-8999,GLENCREST ST,ST
Theft,Apartment,8500-8599,BROADWAY ST APT 1115,-
AutoTheft,Other Parking Lot,5800-5899,HEFFERNAN,ST
Theft,Clothing Store,6900-6999,STINGRAY,-
Theft,Specialty Store (Non-Specific),8300-8399,BROADWAY,ST
AutoTheft,"Other, Unknown, or Not Listed",6000-6099,TELEPHONE RD,RD
Burglary,Apartment,8500-8599,BROADWAY ST,ST
AutoTheft,Hotel or Motel Parking Lot,8900-8999,GULF FWY OB,-
Theft,Hotel or Motel Parking Lot,7100-7199,MONROE RD,RD
AutoTheft,Apartment,8900-8999,BROADWAY ST 9110,-
AutoTheft,Grocery Store or Supermarket Parking Lot,7500-7599,BELLFORT ST,ST
Robbery,Apartment Parking Lot,8600-8699,BROADWAY ST,ST
AutoTheft,"Road, Street, or Sidewalk",8900-8999,DOVER ST,ST
Burglary,Apartment,6000-6099,TELEPHONE RD,RD
Rape,Residence or House,7800-7899,PECAN VILLAS DR,-
Burglary,Residence or House,7800-7899,SANTA ELENA,-
Burglary,Apartment,7900-7999,MORLEY,ST
AutoTheft,"Road, Street, or Sidewalk",6900-6999,TELEPHONE RD,RD
Robbery,Restaurant or Cafeteria,8500-8599,BROADWAY ST,ST
Burglary,Apartment,8900-8999,GLENCREST ST,ST
Robbery,Other Parking Lot,7000-7099,VILLA,DR
Robbery,"Road, Street, or Sidewalk",6300-6399,TELEPHONE RD,RD
Burglary,Department or Discount Store,8200-8299,BROADWAY,ST
Burglary,Apartment,7900-7999,MORLEY ST,ST
Theft,Convenience Store,6300-6399,TELEPHONE,RD
Burglary,Apartment,8300-8399,GULF FWY OB,-
Aggravated Assault,Service or Gas Station,7400-7499,DEEP FOREST,ST
Aggravated Assault,Residence or House,7000-7099,ROOK,-
AutoTheft,Apartment Parking Lot,8700-8799,GULF FWY OB,-
Burglary,Rental Storage Facility,8400-8499,GULF FWY OB,-
Theft,Other Parking Lot,6700-6799,S HAYWOOD DR,-
Robbery,"Lake, Pond, Waterway, Bayou, River",8100-8199,LEONORA,ST
Theft,Service or Gas Station,7700-7799,PARK PLACE,BLVD
Theft,Driveway,7600-7699,GLENVIEW DR,-
Robbery,"Road, Street, or Sidewalk",8500-8599,GLENCREST ST,ST
Robbery,Residence or House,6300-6399,HIRONDEL,-
Theft,Residence or House,8900-8999,GLENCREST ST,ST
Burglary,Department or Discount Store,5900-5999,TELEPHONE,RD
Robbery,Apartment Parking Lot,8500-8599,BROADWAY ST,ST
AutoTheft,Apartment Parking Lot,7500-7599,DROUET ST,ST
Burglary,Rental Storage Facility,8600-8699,GLENVISTA ST,ST
Theft,Apartment Parking Lot,7600-7699,PECAN VILLAS DR,-
Theft,Hotel or Motel Parking Lot,9100-9199,GULF FWY OB,-
Burglary,Rental Storage Facility,8400-8499,GULF FWY OB,-
Aggravated Assault,Apartment Parking Lot,8800-8899,GLENCREST ST,ST
Theft,Apartment Parking Lot,7600-7699,GLENVIEW DR,-
Aggravated Assault,"Road, Street, or Sidewalk",6600-6699,HERON DR,-
AutoTheft,"Road, Street, or Sidewalk",7900-7999,GRAFTON,ST
Aggravated Assault,Residence or House,8200-8299,MATTBY,-
Theft,Other Parking Lot,8400-8499,GULF,FWY
Burglary,Rental Storage Facility,8900-8999,HINMAN,-
Burglary,Residence or House,6200-6299,SOUTHBROOK DR,-
Theft,"Hotel, Motel, Inn, Etc.",8100-8199,AIRPORT,BLVD
Theft,"Other, Unknown, or Not Listed",6300-6399,TELEPHONE RD,RD
Theft,Convenience Store Parking Lot,7500-7599,HEREFORD,RD
Aggravated Assault,Apartment,8500-8599,BROADWAY ST,ST
Theft,Other Parking Lot,9000-9099,TALLYHO,-
Aggravated Assault,Sexually Oriented Club,9000-9099,2,-
Burglary,Apartment,8800-8899,GLENCREST ST,ST
Aggravated Assault,Apartment,8400-8499,BROADWAY,ST
Aggravated Assault,Apartment Parking Lot,7600-7699,BELLFORT ST,ST
Theft,"Laundry, Dry Cleaners, Washaterias",7800-7899,ROCKHILL,-
Theft,"Laundry, Dry Cleaners, Washaterias",7800-7899,BELLFORT ST,ST
Burglary,Commercial Building,4000-4099,BROADWAY,ST
Theft,Apartment,8100-8199,STONE,-
Aggravated Assault,Apartment Parking Lot,8600-8699,BROADWAY ST,ST
Burglary,Apartment,1000-1099,GRAND OAKS,-
Theft,Convenience Store Parking Lot,3100-3199,COVE VIEW BLVD APT 304,-
Theft,Commercial Parking Lot or Garage,4000-4099,BROADWAY ST,ST
Robbery,Apartment Parking Lot,7900-7999,MORLEY ST,ST
Theft,"Road, Street, or Sidewalk",3900-3999,BROADWAY ST,ST
Burglary,Apartment,8400-8499,BROADWAY ST,ST
Burglary,Residence or House,6900-6999,THRUSH DR,-
Theft,Other Parking Lot,4000-4099,BROADWAY ST,ST
Theft,Restaurant or Cafeteria,6100-6199,GLENMONT,DR
Aggravated Assault,Apartment,8500-8599,BROADWAY ST,ST
Burglary,Apartment,8400-8499,BROADWAY ST,ST
Aggravated Assault,Apartment,8900-8999,GLENCREST ST,ST
Burglary,Residence or House,6600-6699,CHERRYDALE,-
Theft,Driveway,7100-7199,BRACE ST,ST
AutoTheft,Hotel or Motel Parking Lot,8200-8299,GULF FWY OB,-
Theft,Residence or House,8200-8299,BROADWAY,-
Theft,"Pawn, Resale Shop, or Flea Market",8300-8399,BROADWAY,ST
AutoTheft,Other Parking Lot,7900-7999,AIRPORT BLVD,BLVD
Theft,Drug Store or Medical Supply,8100-8199,STONE APT 202,-
Theft,Driveway,7700-7799,GLENVISTA ST,ST
Robbery,Bank or Savings Institution Parking Lot,15000-15099,GROVE GARDENS,DR
Robbery,Apartment,8400-8499,BROADWAY BLVD.,-
Theft,Apartment,4000-4099,DOVER ST,ST
AutoTheft,Residence or House,7100-7199,DILLON,-
Theft,Apartment Parking Lot,8400-8499,BROADWAY ST,ST
Theft,Driveway,7200-7299,OAK HILL DR,-
AutoTheft,Driveway,6000-6099,SUNRIDGE WAY,-
Robbery,Convenience Store Parking Lot,8400-8499,RUTHBY,-
Theft,Driveway,7200-7299,OAK HILL DR,-
Aggravated Assault,Apartment,8500-8599,BROADWAY ST,ST
AutoTheft,Apartment Parking Lot,8800-8899,GLENCREST ST,ST
Robbery,Drug Store or Medical Supply,8300-8399,BROADWAY ST,ST
Theft,Grocery Store or Supermarket Parking Lot,7500-7599,BELLFORT ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",6600-6699,HERON,-
Robbery,"Road, Street, or Sidewalk",7500-7599,DROUET ST,ST
Theft,Hotel or Motel Parking Lot,9100-9199,AIRPORT BLVD,BLVD
Theft,Hotel or Motel Parking Lot,17300-17399,PALMETTO PINES,-
Theft,Hotel or Motel Parking Lot,7900-7999,MOSLEY RD,RD
Theft,Hotel or Motel Parking Lot,9000-9099,AIRPORT BLVD,BLVD
Theft,Grocery Store or Supermarket,7500-7599,BELLFORT,ST
Theft,Driveway,6500-6599,GLEN ROCK DR,-
Robbery,"Road, Street, or Sidewalk",7200-7299,SANTA FE DR,-
Theft,Department or Discount Store,10000-10099,KATYFREEWAY 1111,-
Theft,Hotel or Motel Parking Lot,7900-7999,MOSLEY RD,RD
Robbery,Restaurant or Cafeteria,6100-6199,TELEPHONE,RD
Burglary,Commercial Building,3500-3599,PASADENA,FWY
AutoTheft,Apartment Parking Lot,6700-6799,TELEPHONE RD,RD
AutoTheft,Apartment Parking Lot,8800-8899,GULF FWY OB,-
Burglary,Vehicle/Auto Sales/Lease/Auto Parts Store,6600-6699,TELEPHONE,RD
Theft,Apartment Parking Lot,8500-8599,BROADWAY ST,ST
Burglary,Residence or House,4000-4099,GULF ST,ST
Theft,Driveway,7900-7999,GLENVIEW,DR
Theft,Residence or House,8100-8199,GLENCREST ST,ST
Theft,Residence or House,8300-8399,ROCKHILL,ST
Theft,Driveway,7900-7999,GLENVIEW,-
Burglary,Department or Discount Store,8200-8299,BROADWAY,ST
Theft,"Road, Street, or Sidewalk",8300-8399,GLENLOCH DR,-
Theft,Apartment,8700-8799,BROADWAY ST APT.2295,-
Theft,Convenience Store Parking Lot,8700-8799,BROADWAY ST,ST
Theft,"Hotel, Motel, Inn, Etc.",8700-8799,GULF FWY OB,-
Aggravated Assault,"Road, Street, or Sidewalk",7500-7599,DILLON ST,ST
Theft,Apartment,6000-6099,TELEPHONE RD,RD
Aggravated Assault,Apartment,5600-5699,ROYAL PALMS,ST
Aggravated Assault,Apartment,8700-8799,BROADWAY ST,ST
Theft,Apartment,7900-7999,MORLEY,ST
Theft,Miscellaneous Business (Non-Specific),8300-8399,BROADWAY ST,ST
AutoTheft,Miscellaneous Business (Non-Specific),7600-7699,AIRPORT,BLVD
Theft,Driveway,8100-8199,JET PILOT AVE,-
AutoTheft,Miscellaneous Business (Non-Specific),7200-7299,NELMS,-
Theft,Other Parking Lot,9400-9499,TELEPHONE RD,RD
AutoTheft,Vehicle/Auto Sales/Lease/Auto Parts Store,7600-7699,AIRPORT,BLVD
Theft,"Road, Street, or Sidewalk",6900-6999,NEUHAUS,-
Theft,"Road, Street, or Sidewalk",7800-7899,JOPLIN,ST
AutoTheft,Warehouse,9500-9599,KIRKWOOD,RD
Theft,Warehouse,8300-8399,TEWANTIN,-
AutoTheft,Vehicle/Auto Sales/Lease/Auto Parts Store,7600-7699,AIRPORT,BLVD
Rape,Residence or House,8400-8499,ARROWHEAD,-
Burglary,Residence or House,8400-8499,COASTWAY,-
Burglary,Residence or House,9000-9099,PARK WEST,ST
Aggravated Assault,Residence or House,7900-7999,ROWE LN,-
Theft,Department or Discount Store,8000-8099,FUQUA,ST
AutoTheft,Commercial Parking Lot or Garage,8000-8099,GARDEN PARKS DR,-
Theft,"Road, Street, or Sidewalk",11200-11299,TELEPHONE RD,RD
AutoTheft,Driveway,7700-7799,OSAKWE ST,ST
Theft,Apartment Parking Lot,4400-4499,WILLOWBEND,BLVD
Theft,Apartment Parking Lot,10900-10999,TELEPHONE RD,RD
Theft,Other Parking Lot,8000-8099,ALMEDA GENOA RD,RD
AutoTheft,Service or Gas Station,9600-9699,ANGIE,LN
Theft,Construction Site,10800-10899,MONROE,RD
Theft,Driveway,8200-8299,SPRINGTIME LN,-
Burglary,Drug Store or Medical Supply,8400-8499,ALMEDA GENOA,RD
Robbery,Residence or House,10800-10899,TELEPHONE RD,RD
Theft,"Electronics Store, Electrical Supplies",5600-5699,DEER TIMBERS TRAIL,-
Aggravated Assault,Residence or House,8100-8199,CONSTELLATION LN,-
Burglary,Mobile Home,6900-6999,AVE L,-
Theft,Service or Gas Station,8300-8399,WINTHROP,LN
Aggravated Assault,Residence or House,8000-8099,LANHAM,LN
Theft,Residence or House,8000-8099,SPRING TIME,-
Aggravated Assault,Apartment,1200-1299,FRANKLIN,ST
Aggravated Assault,Residence or House,3700-3799,ZEPHYR,-
Aggravated Assault,Apartment,5600-5699,ROYAL PALMS ST,ST
Aggravated Assault,Residence or House,5900-5999,SCHROEDER,RD
