Offense Type,Premise,BlockRange,StreetName,Type
Theft,Residence or House,900-999,OWL LANDING,DR
Theft,"Road, Street, or Sidewalk",800-899,W DREW ST,ST
Aggravated Assault,Apartment Parking Lot,3500-3599,BURLINGTON 9,-
Theft,Grocery Store or Supermarket,2200-2299,LOUISIANA ST,ST
Theft,Department or Discount Store,1500-1599,W GRAY ST,ST
Theft,Strip Business Center Parking Lot,5800-5899,RIDGE ROW,CT
Theft,"Road, Street, or Sidewalk",100-199,DENNIS ST,ST
Robbery,"Road, Street, or Sidewalk",900-999,MCKINNEY,ST
Robbery,Bus Stop,900-999,WESTHEIMER RD,RD
Theft,"Road, Street, or Sidewalk",200-299,DREW ST,ST
Theft,"Road, Street, or Sidewalk",300-399,DENNIS ST,ST
Theft,Bar or Night Club Parking Lot,3200-3299,SOUTHWEST,ST
Theft,Other Parking Lot,900-999,BRANARD ST,ST
Aggravated Assault,Apartment,3200-3299,W DALLAS ST,ST
AutoTheft,"Road, Street, or Sidewalk",1500-1599,CROSBY ST,ST
Theft,"Road, Street, or Sidewalk",800-899,W DREW ST,ST
Theft,"Road, Street, or Sidewalk",7200-7299,SAN PABLO,DR
Theft,Restaurant or Cafeteria Parking Lot,2800-2899,MANOR RIDGE COURT,-
Theft,"Road, Street, or Sidewalk",UNK,RAIN HOLLOW PLACE,-
Theft,"Road, Street, or Sidewalk",2400-2499,BALDWIN ST,ST
Theft,"Road, Street, or Sidewalk",18100-18199,NOBLE FOREST,ST
Theft,Strip Business Center Parking Lot,2000-2099,W GRAY ST,ST
Theft,Residence or House,2400-2499,TAFT ST,ST
Theft,Restaurant or Cafeteria,1300-1399,MONTROSE BLVD,BLVD
Theft,"Parks and Recreation, Zoo, Swimming Pool",1600-1699,ALLEN PKWY OB,-
Theft,Convenience Store,2600-2699,SMITH,-
Theft,"Road, Street, or Sidewalk",200-299,FAIRVIEW AVE,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",1600-1699,ALLEN PKWY OB,-
Burglary,"Pawn, Resale Shop, or Flea Market",1600-1699,MONTROSE,BLVD
Theft,"Road, Street, or Sidewalk",400-499,DREW ST,ST
Theft,Apartment Parking Lot,2100-2199,ALLEN PKWY IB,-
Theft,Apartment,4400-4499,PERRY ST APT 251,-
Theft,"Road, Street, or Sidewalk",2100-2199,ALLEN PKWY IB,-
Theft,"Road, Street, or Sidewalk",2100-2199,ALLEN PKWY IB,-
Theft,Other Parking Lot,1800-1899,ALLEN PKWY OB,-
Theft,Apartment Parking Lot,2100-2199,ALLEN PKWY IB,-
AutoTheft,Driveway,1600-1699,ONEIL,-
Theft,Apartment Parking Lot,2100-2199,ALLEN PKWY IB,-
Theft,Apartment,2000-2099,BAGBY ST,ST
Theft,"Road, Street, or Sidewalk",800-899,SAULNIER,-
Theft,"Road, Street, or Sidewalk",1100-1199,PO BOX 25,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",1800-1899,ALLEN PKWY OB,-
Theft,"Road, Street, or Sidewalk",2300-2399,HOPKINS,-
AutoTheft,"Road, Street, or Sidewalk",400-499,AVONDALE ST,ST
Theft,Other Parking Lot,3300-3399,MONTROSE BLVD,BLVD
Theft,"Road, Street, or Sidewalk",2200-2299,RIVA ROW,-
Rape,Apartment,3200-3299,W DALLAS ST,ST
Theft,Restaurant or Cafeteria Parking Lot,2600-2699,LOUISIANA ST,ST
Theft,Commercial Parking Lot or Garage,1800-1899,ALLEN PKWY OB,-
Burglary,Residence or House,100-199,OAK PLACE DR,-
Theft,"Road, Street, or Sidewalk",UNK,ALLEN PKWY/MONTROSE,-
Theft,"Road, Street, or Sidewalk",2100-2199,LOUISIANA ST,ST
Theft,"Pawn, Resale Shop, or Flea Market",1000-1099,COLUMBUS,-
Theft,"Hotel, Motel, Inn, Etc.",1400-1499,SMITH,-
AutoTheft,"Road, Street, or Sidewalk",200-299,STRATFORD,RD
Theft,"Road, Street, or Sidewalk",100-199,ANABEL,-
Burglary,Apartment,900-999,GILLETTE,ST
Theft,Liquor Store,1900-1999,GRAY,ST
Theft,Other Parking Lot,1500-1599,W GRAY ST,ST
Burglary,Residence or House,1400-1499,ANDREWS ST,ST
Theft,Miscellaneous Business (Non-Specific),600-699,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,2200-2299,SMITH,-
Theft,Barber And Beauty Shops,1500-1599,GRAY,ST
Theft,Service or Gas Station,900-999,ALABAMA ST,ST
Theft,Apartment,200-299,MARSHALL,-
Burglary,Residence or House,1300-1399,FAIRVIEW ST,ST
Burglary,Miscellaneous Business (Non-Specific),200-299,FAIRVIEW,AVE
Theft,"Road, Street, or Sidewalk",1400-1499,GILLETTE ST,ST
Theft,"Parks and Recreation, Zoo, Swimming Pool",1800-1899,ALLEN PKWY OB,-
Theft,Condominium,1300-1399,PARK TRAIL RUN,-
Aggravated Assault,Residence or House,5800-5899,SOUTHWIND,-
AutoTheft,"Road, Street, or Sidewalk",3800-3899,ROSELAND,-
Theft,"Road, Street, or Sidewalk",500-599,PACIFIC,-
Theft,"Road, Street, or Sidewalk",2600-2699,BRAZOS ST,ST
Theft,Bar or Night Club,2300-2399,LOUISIANA ST,ST
Burglary,Restaurant or Cafeteria,100-199,WESTHEIMER,RD
Theft,"Road, Street, or Sidewalk",3000-3099,HELENA,-
Theft,Bar or Night Club Parking Lot,300-399,FAIRVIEW AVE,-
Theft,"Road, Street, or Sidewalk",200-299,FAIRVIEW AVE,-
Theft,Commercial Parking Lot or Garage,2400-2499,BRAZOS ST,ST
Theft,Restaurant or Cafeteria Parking Lot,3000-3099,TWINLEAF,DR
Robbery,"Road, Street, or Sidewalk",400-499,MCILHENNY ST,ST
Theft,"Road, Street, or Sidewalk",6500-6599,PALMERAS CIRCLE,-
Theft,"Road, Street, or Sidewalk",5500-5599,CLINTRIDGE DR.,-
Theft,"Road, Street, or Sidewalk",2300-2399,LOUISIANA ST,ST
Theft,"Road, Street, or Sidewalk",700-799,DAVIS,RD
Theft,"Road, Street, or Sidewalk",700-799,WELCH ST,ST
Theft,"Road, Street, or Sidewalk",5600-5699,MARKET,ST
Theft,"Road, Street, or Sidewalk",700-799,WELCH ST,ST
AutoTheft,Restaurant or Cafeteria Parking Lot,2300-2399,CROCKER ST,ST
Theft,Apartment Parking Lot,700-799,DUNLAVY,-
Burglary,Residence or House,4200-4299,WASHINGTON,AVE
Theft,Convenience Store,2600-2699,SMITH,-
AutoTheft,"Road, Street, or Sidewalk",1800-1899,GILLETTE ST,ST
Theft,"Road, Street, or Sidewalk",2700-2799,ALLEN PKWY OB,-
Theft,"Road, Street, or Sidewalk",2800-2899,BALDWIN ST,ST
Theft,"Road, Street, or Sidewalk",2000-2099,ALLEN PKWY OB,-
Aggravated Assault,Residence or House,3300-3399,LOOP 336 WEST APT 628,-
Theft,Miscellaneous Business (Non-Specific),700-799,COLQUITT ST,ST
Theft,Apartment Parking Lot,2100-2199,ALLEN PKWY IB,-
Theft,Restaurant or Cafeteria Parking Lot,2600-2699,LOUISIANA ST,ST
Burglary,Apartment,8500-8599,MATTHEWS LANE,-
Theft,"Road, Street, or Sidewalk",5700-5799,TIMBER CREEK PLACE,DR
Theft,"Road, Street, or Sidewalk",1200-1299,CEDAR POST,ST
Theft,"Road, Street, or Sidewalk",200-299,W DREW ST,ST
Theft,"Road, Street, or Sidewalk",3200-3299,PALSTON BEND LANE,-
Theft,"Road, Street, or Sidewalk",2200-2299,WHITNEY ST,ST
Theft,"Road, Street, or Sidewalk",2700-2799,ALBANY ST,ST
Robbery,"Road, Street, or Sidewalk",200-299,W. 119TH ST. APT. 3A,-
Theft,"Road, Street, or Sidewalk",2900-2999,HELENA,ST
Theft,Bar or Night Club,2400-2499,WESTHEIMER,-
Theft,Other Parking Lot,700-799,DUNLAVY,-
Theft,"Road, Street, or Sidewalk",2700-2799,BRAZOS ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",400-499,OXFORD,RD
Theft,Bar or Night Club,800-899,PACIFIC,-
Theft,Bar or Night Club,700-799,PACIFIC,-
Theft,Other Parking Lot,3400-3499,MONTROSE BLVD,BLVD
Aggravated Assault,"Road, Street, or Sidewalk",2400-2499,GRANT ST,ST
Theft,"Road, Street, or Sidewalk",400-499,W MAIN ST,ST
Theft,Other Parking Lot,2200-2299,WILLOW CREEK APT,-
Theft,"Road, Street, or Sidewalk",1900-1999,GRANT ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",1000-1099,WAUGH DR,-
Theft,Apartment Parking Lot,3300-3399,D AMICO ST,ST
Theft,Other Parking Lot,2200-2299,WHITNEY,ST
Theft,Apartment Parking Lot,1600-1699,ALLEN PKWY LEASING OFFICE,-
Burglary,Restaurant or Cafeteria,300-399,GRAY,ST
Theft,Apartment Parking Lot,400-499,HAWTHORNE,-
Theft,Commercial Parking Lot or Garage,700-799,DUNLAVY ST,ST
Theft,"Road, Street, or Sidewalk",1900-1999,GRANT ST,ST
Theft,"Road, Street, or Sidewalk",600-699,WILLARD ST,ST
Aggravated Assault,Residence or House,1100-1199,WILSON ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",1300-1399,ROBIN ST,ST
Theft,"Road, Street, or Sidewalk",2500-2599,SMITH,-
Theft,Drug Store or Medical Supply,3300-3399,MONTROSE,BLVD
AutoTheft,"Road, Street, or Sidewalk",100-199,AVONDALE ST,ST
Theft,"Road, Street, or Sidewalk",3400-3499,ROLGOM PLACE,CT
Robbery,"Road, Street, or Sidewalk",500-599,SUL ROSS,-
Theft,Restaurant or Cafeteria Parking Lot,2100-2199,LAUGHING GULL,-
Aggravated Assault,"Road, Street, or Sidewalk",2500-2599,FANNIN,ST
Theft,"Road, Street, or Sidewalk",4500-4599,FRONTIER,DR
Theft,Apartment,2500-2599,MONTROSE,-
Theft,Garage or Carport,2000-2099,W GRAY ST,ST
Theft,Other Parking Lot,1800-1899,ALLEN PKWY OB,-
Burglary,Residence or House,300-399,W PIERCE ST,ST
Theft,"Road, Street, or Sidewalk",6300-6399,SHERINGHAM,-
Theft,"Road, Street, or Sidewalk",1800-1899,WEST MAIN,ST
Theft,"Road, Street, or Sidewalk",10900-10999,BEAMER,RD
Theft,"Road, Street, or Sidewalk",19700-19799,WHITAKER,DR
Theft,"Road, Street, or Sidewalk",2400-2499,FONDREN RD APT 1127,-
Theft,"Road, Street, or Sidewalk",4900-4999,DOGWOOD DRIVE,-
Theft,"Road, Street, or Sidewalk",21200-21299,RUSH HOLLOW,CT
Theft,"Road, Street, or Sidewalk",2200-2299,96TH,ST
Theft,"Road, Street, or Sidewalk",2800-2899,COLLINGSWORTH,-
Theft,"Road, Street, or Sidewalk",6900-6999,BURGESS,ST
Theft,Residence or House,100-199,W GRAY ST,ST
Theft,Residence or House,2400-2499,LOUISIANA ST,ST
Theft,"Road, Street, or Sidewalk",3300-3399,TAFT ST,ST
Theft,Residence or House,1500-1599,HAZEL,-
Theft,"Road, Street, or Sidewalk",9900-9999,LOGANS,WAY
Theft,"Road, Street, or Sidewalk",800-899,WELCH ST,ST
AutoTheft,Driveway,2000-2099,INDIANA,-
AutoTheft,Driveway,1500-1599,CASTLE CT,-
Theft,Commercial Parking Lot or Garage,3400-3499,KIRBY DR,-
Theft,Bar or Night Club Parking Lot,1700-1799,WESTHEIMER RD,RD
AutoTheft,Commercial Parking Lot or Garage,2600-2699,S SHEPHERD DR,-
Theft,Strip Business Center Parking Lot,8900-8999,ABERDEEN PARK,DR
Burglary,Service or Gas Station,1400-1499,MUSTANG CROSSING,-
Theft,"Road, Street, or Sidewalk",1400-1499,HAWTHORNE,-
Theft,"Road, Street, or Sidewalk",2600-2699,DUNLAVY,-
Theft,"Road, Street, or Sidewalk",2600-2699,WINDSOR,-
Theft,Specialty Store (Non-Specific),3200-3299,BAER,ST
Theft,"Hotel, Motel, Inn, Etc.",2800-2899,SOUTHWEST,ST
Theft,"Road, Street, or Sidewalk",6000-6099,GREEN TERRACE,LN
Theft,Commercial Parking Lot or Garage,1800-1899,W ALABAMA ST,ST
Theft,Apartment Parking Lot,10300-10399,RESEARCH FOREST DR 532,-
Theft,Restaurant or Cafeteria Parking Lot,8900-8999,PETERSHAM,DR
Theft,Apartment,3800-3899,AUDLEY ST,ST
Theft,"Road, Street, or Sidewalk",3100-3199,BOLT,ST
Theft,Service or Gas Station,6100-6199,FAIRDALE,LN
Theft,Restaurant or Cafeteria Parking Lot,1800-1899,W ALABAMA ST,ST
Robbery,"Road, Street, or Sidewalk",1200-1299,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,2700-2799,RICHMOND AVE,-
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,1100-1199,HAWTHORNE,-
Burglary,Specialty Store (Non-Specific),2200-2299,RICHMOND,AVE
Theft,Other Parking Lot,2800-2899,RICHMOND AVE,-
Theft,"Road, Street, or Sidewalk",4300-4399,DUNLAVY,-
Theft,Department or Discount Store,2000-2099,WESTHEIMER RD,RD
Theft,Drug Store or Medical Supply,1900-1999,GRAY,ST
Theft,Bar or Night Club Parking Lot,1400-1499,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,2500-2599,RICHMOND AVE,-
Robbery,Bar or Night Club Parking Lot,2000-2099,W GRAY ST,ST
Theft,"Hotel, Motel, Inn, Etc.",2500-2599,HOMELESS,-
Theft,Restaurant or Cafeteria Parking Lot,1700-1799,WESTHEIMER RD,RD
Burglary,Residence or House,3000-3099,VIRGINIA ST,ST
Theft,Apartment Parking Lot,2700-2799,REVERE ST,ST
Burglary,Residence or House,1700-1799,20TH,AVE
Theft,Modeling Studio,1600-1699,ALABAMA ST,ST
Theft,Miscellaneous Business (Non-Specific),1900-1999,WESTHEIMER,RD
Theft,Bar or Night Club Parking Lot,3900-3999,LAW ST APT 2,-
Theft,"Road, Street, or Sidewalk",2400-2499,MCDUFFIE ST,ST
Theft,Grocery Store or Supermarket,1700-1799,ALABAMA,ST
Theft,Apartment Parking Lot,2300-2399,ALABAMA ST,ST
Burglary,Restaurant or Cafeteria,3100-3199,SHEPHERD,RD
AutoTheft,"Road, Street, or Sidewalk",3800-3899,YOAKUM BLVD,BLVD
Theft,Commercial Parking Lot or Garage,2900-2999,HERITAGE COLONY,-
Theft,Restaurant or Cafeteria Parking Lot,1800-1899,WESTHEIMER RD,RD
Theft,Strip Business Center Parking Lot,1200-1299,WESTHEIMER RD,RD
Aggravated Assault,Apartment,9000-9099,ALTAMONT,-
Theft,"Road, Street, or Sidewalk",2000-2099,HAZARD,RD
Theft,Restaurant or Cafeteria,3000-3099,S SHEPHERD DR,-
Theft,"Other, Unknown, or Not Listed",1600-1699,W ALABAMA ST,ST
Burglary,Residence or House,2600-2699,WESTGATE DR,-
Theft,"Road, Street, or Sidewalk",2500-2599,DUNLAVY,-
Theft,Commercial Parking Lot or Garage,3800-3899,AUDLEY ST,ST
Theft,Commercial Parking Lot or Garage,3800-3899,P O BOX 494,-
Theft,"Hotel, Motel, Inn, Etc.",2700-2799,SOUTHWEST,ST
Theft,"Road, Street, or Sidewalk",2000-2099,HAZARD,RD
Aggravated Assault,"Road, Street, or Sidewalk",2700-2799,SOUTHWEST FWY OB,-
Theft,"Road, Street, or Sidewalk",700-799,WEST ALABAMA,-
Theft,"Road, Street, or Sidewalk",5400-5499,DE LANGE,-
Theft,Apartment Parking Lot,2300-2399,NORFOLK ST,ST
Robbery,Grocery Store or Supermarket,2200-2299,W ALABAMA ST,ST
Theft,"Road, Street, or Sidewalk",2700-2799,SOUTHWEST FWY OB,-
Theft,Grocery Store or Supermarket,1700-1799,W ALABAMA ST,ST
Theft,Apartment Parking Lot,3800-3899,AUDLEY ST,ST
Aggravated Assault,Condominium,1400-1499,FAIRVIEW,ST
Aggravated Assault,Restaurant or Cafeteria,1200-1299,WESTHEIMER,RD
Theft,Restaurant or Cafeteria Parking Lot,3600-3699,KIRBY DR,-
Robbery,Apartment Parking Lot,2300-2399,DUNLAVY,-
Theft,Restaurant or Cafeteria Parking Lot,2400-2499,RICHMOND AVE,-
Theft,Restaurant or Cafeteria Parking Lot,5000-5099,WESTCHESTER DRIVE,-
Theft,Residence or House,1900-1999,LEXINGTON,-
Theft,Restaurant or Cafeteria Parking Lot,2400-2499,SOUTHWEST FWY OB,-
Theft,"Road, Street, or Sidewalk",2400-2499,PARK ST,ST
Theft,Commercial Parking Lot or Garage,2000-2099,S SHEPHERD DR,-
Theft,Apartment,2000-2099,W MAIN ST,ST
Theft,Commercial Parking Lot or Garage,2500-2599,RALPH,-
Theft,Commercial Parking Lot or Garage,1400-1499,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,3100-3199,ARGONNE ST,ST
Theft,"Road, Street, or Sidewalk",1700-1799,COMMONWEALTH,-
Burglary,Miscellaneous Business (Non-Specific),2200-2299,RICHMOND,AVE
Burglary,"Laundry, Dry Cleaners, Washaterias",2200-2299,WESTHEIMER,RD
AutoTheft,Commercial Parking Lot or Garage,1600-1699,MARSHALL,-
Robbery,Bus Stop,1000-1099,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,3700-3799,S SHEPHERD DR,-
Robbery,Convenience Store,2100-2199,WESTHEIMER RD,RD
Theft,Commercial Parking Lot or Garage,2300-2399,WESTHEIMER RD,RD
Theft,Other Parking Lot,3200-3299,KIRBY DR,-
Theft,Apartment Rental Office,100-199,PERSIMMON,DR
Theft,Commercial Parking Lot or Garage,2100-2199,ALABAMA ST,ST
Theft,Restaurant or Cafeteria Parking Lot,2300-2399,ALABAMA ST,ST
Theft,Restaurant or Cafeteria Parking Lot,2400-2499,RICHMOND AVE,-
Theft,Bar or Night Club Parking Lot,1400-1499,WESTHEIMER RD,RD
Theft,Driveway,2400-2499,RALPH,-
Theft,Restaurant or Cafeteria Parking Lot,3100-3199,KIRBY DR,-
Theft,"Road, Street, or Sidewalk",400-499,CASTLE HARBOUR,-
Theft,"Road, Street, or Sidewalk",3300-3399,AUDLEY ST,ST
Theft,"Toys, Arts Craft,Musical, Bike,Pet Stores",2600-2699,SHEPHERD,RD
Theft,Other Parking Lot,1900-1999,W GRAY ST,ST
Theft,Liquor Store Parking Lot,1600-1699,SHEPHERD,RD
Theft,Residence or House,2100-2199,COLQUITT ST,ST
Theft,Other Parking Lot,1700-1799,WESTHEIMER RD,RD
Theft,Barber And Beauty Shops,3000-3099,KIRBY,DR
Theft,Restaurant or Cafeteria Parking Lot,2100-2199,NORFOLK ST,ST
Robbery,Vacant Building (Commercial),7400-7499,HILLMONT ST 3103,-
Theft,Apartment Parking Lot,2000-2099,WESTHEIMER RD,RD
Theft,Residence or House,1700-1799,HAVER ST,ST
Theft,Restaurant or Cafeteria,7100-7199,WEYBURN,-
AutoTheft,Apartment Parking Lot,2500-2599,COMMONWEALTH,-
Theft,Liquor Store Parking Lot,1000-1099,WESTHEIMER RD,RD
Theft,Grocery Store or Supermarket Parking Lot,900-999,SILVERDALE,-
Theft,Other Parking Lot,2000-2099,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,2500-2599,RICHMOND AVE,-
Theft,Other Parking Lot,3300-3399,MONTROSE BLVD,BLVD
Theft,Bar or Night Club Parking Lot,24600-24699,CASSELBERRY,DR
Theft,Bar or Night Club Parking Lot,2700-2799,RICHMOND AVE,-
Robbery,"Road, Street, or Sidewalk",7800-7899,MEANDERING OAK LANE,-
Theft,Restaurant or Cafeteria Parking Lot,3100-3199,RICHMOND AVE,-
Aggravated Assault,Apartment,3800-3899,MAIN,ST
Theft,Commercial Parking Lot or Garage,1600-1699,WESTHEIMER RD,RD
Aggravated Assault,Residence or House,1600-1699,HAWTHORNE,-
Burglary,Apartment,2800-2899,KIRBY DR B411,-
Burglary,Apartment,2600-2699,WESTHEIMER,RD
Burglary,Apartment,2800-2899,KIRBY,DR
Theft,"Hotel, Motel, Inn, Etc.",1600-1699,W MAIN ST,ST
Theft,Residence or House,3900-3999,HAZARD,RD
Theft,Bar or Night Club Parking Lot,20800-20899,LITTLE DEER LANE,-
Theft,Restaurant or Cafeteria Parking Lot,2100-2199,W ALABAMA ST,ST
Theft,Commercial Parking Lot or Garage,3200-3299,MONTROSE BLVD,BLVD
AutoTheft,Apartment Parking Lot,1800-1899,MARSHALL,-
Theft,Convenience Store Parking Lot,2900-2999,S SHEPHERD DR,-
Theft,Restaurant or Cafeteria Parking Lot,2400-2499,S SHEPHERD DR,-
Theft,Restaurant or Cafeteria Parking Lot,2400-2499,S SHEPHERD DR,-
Theft,Residence or House,2400-2499,SOUTHWEST FWY OB,-
Burglary,"Libraries, Museums",1400-1499,ALABAMA,ST
Theft,"Road, Street, or Sidewalk",2700-2799,MANDELL ST,ST
Theft,"Road, Street, or Sidewalk",300-399,LIVE OAK,-
AutoTheft,"Road, Street, or Sidewalk",1600-1699,WOODHEAD ST,ST
Theft,"Other, Unknown, or Not Listed",1700-1799,MORSE ST,ST
Theft,Driveway,1500-1599,CALIFORNIA ST,ST
Theft,Restaurant or Cafeteria Parking Lot,3300-3399,EASTSIDE ST,ST
Theft,Convenience Store Parking Lot,3000-3099,S SHEPHERD DR,-
Theft,"Road, Street, or Sidewalk",1600-1699,HAWTHORNE,-
Theft,Restaurant or Cafeteria Parking Lot,2400-2499,RICHMOND AVE,-
Theft,Other Parking Lot,3900-3999,GREENBRIAR DR,-
Theft,"Other, Unknown, or Not Listed",1400-1499,HAROLD ST,ST
Theft,Apartment Parking Lot,3400-3499,MONTROSE BLVD,BLVD
Theft,Apartment Parking Lot,3400-3499,MONTROSE BLVD,BLVD
Theft,Grocery Store or Supermarket,8400-8499,HEARTH DR 23,-
Theft,Restaurant or Cafeteria,2400-2499,RICHMOND AVE,-
Robbery,Convenience Store,2100-2199,ALABAMA,ST
Burglary,Miscellaneous Business (Non-Specific),3800-3899,SHEPHERD,RD
Theft,Bar or Night Club Parking Lot,1600-1699,WESTHEIMER RD,RD
Theft,Bar or Night Club Parking Lot,12300-12399,THORNBRIAR,-
Burglary,Drug Store or Medical Supply,1400-1499,CALIFORNIA ST,ST
Theft,Grocery Store or Supermarket Parking Lot,2000-2099,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,3100-3199,KIRBY DR,-
Theft,Garage or Carport,2000-2099,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,2000-2099,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,2000-2099,WESTHEIMER RD,RD
Theft,Construction Site,3000-3099,PHILFALL,-
Theft,Apartment Parking Lot,2000-2099,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,2000-2099,WESTHEIMER RD,RD
Theft,Commercial Parking Lot or Garage,1800-1899,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,UNK,SOUTHWEST FWY OB/KIRBY DR,-
Theft,Apartment Parking Lot,2000-2099,WESTHEIMER RD,RD
Theft,"Road, Street, or Sidewalk",2700-2799,REVERE ST,ST
Theft,Driveway,1700-1799,DUNLAVY,-
Burglary,Miscellaneous Business (Non-Specific),3400-3499,KIRBY,DR
Theft,Residence or House,1700-1799,MICHIGAN,-
Burglary,Construction Site,13500-13599,COPELAND OAKS BLV,-
Theft,Other Parking Lot,1300-1399,ALABAMA ST,ST
Theft,Clothing Store,3900-3999,WESTHEIMER,RD
Theft,"Vacant Other Residential (Apartment,Dorms)",2500-2599,PELHAM DR,-
AutoTheft,Apartment Parking Lot,4000-4099,SAN FELIPE ST,ST
Theft,Bank or Savings Institution Parking Lot,2500-2599,RIVER OAKS BLVD,BLVD
Aggravated Assault,Strip Business Center Parking Lot,5200-5299,MADDEN,LN
Theft,Restaurant or Cafeteria Parking Lot,4000-4099,MARQUETTE,ST
Theft,Apartment Parking Lot,3700-3799,SAN FELIPE ST,ST
Theft,Other Parking Lot,2700-2799,WESTHEIMER RD,RD
Theft,"Vacant Single Occ Resd(House,Townhs,Dplex)",2500-2599,MACONDA LN,-
AutoTheft,"Road, Street, or Sidewalk",3200-3299,LOCKE LN,-
Theft,Commercial Building,2600-2699,WESTHEIMER RD,RD
AutoTheft,Commercial Parking Lot or Garage,3200-3299,LOCKE LN,-
Theft,High School,UNK,GREENWAY PLAZA,-
Theft,"Other, Unknown, or Not Listed",4000-4099,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,2400-2499,WESTHEIMER RD APT 109,-
Theft,Bar or Night Club Parking Lot,1400-1499,SHEPHERD,RD
Theft,Restaurant or Cafeteria Parking Lot,2500-2599,KIRBY DR,-
Theft,Other Parking Lot,5600-5699,EDITH,ST
Theft,Restaurant or Cafeteria Parking Lot,3900-3999,SOUTHWEST FWY IB,-
Theft,"Vacant Other Residential (Apartment,Dorms)",600-699,38TH,ST
Theft,Restaurant or Cafeteria Parking Lot,3600-3699,WESTHEIMER RD,RD
AutoTheft,Grocery Store or Supermarket Parking Lot,5200-5299,BUFFALO SPEEDWAY,-
Theft,Hotel or Motel Parking Lot,2400-2499,MONA VALE ROAD,-
Theft,Service or Gas Station,3900-3999,SOUTHWEST,ST
Theft,Hotel or Motel Parking Lot,2000-2099,HWY 116,-
Theft,Hotel or Motel Parking Lot,4900-4999,LOOP CENTRAL,-
Theft,Apartment Parking Lot,UNK,BRIAR HOLLOW,LN
Theft,Restaurant or Cafeteria Parking Lot,14000-14099,21ST ST STE 1500,-
Theft,Restaurant or Cafeteria Parking Lot,3900-3999,SOUTHWEST,ST
Theft,Apartment Parking Lot,3300-3399,WESLAYAN ST,ST
Theft,Apartment Parking Lot,800-899,CHERRY,ST
Theft,Apartment Parking Lot,3300-3399,WESLAYAN ST,ST
Theft,Hotel or Motel Parking Lot,4500-4599,POST OAK PKWY,-
Theft,Hotel or Motel Parking Lot,1600-1699,W LOOP S,-
Theft,Residence or House,3100-3199,PO BOX 975,-
Theft,Residence or House,3800-3899,CUMMINS ST,ST
Robbery,Residence or House,3700-3799,DARLINGHURST DRIVE,-
AutoTheft,Apartment Parking Lot,3800-3899,CUMMINS ST,ST
Theft,Other Parking Lot,3800-3899,RICHMOND AVE,-
Theft,Apartment Parking Lot,3300-3399,WESLAYAN ST,ST
Theft,Apartment Parking Lot,2200-2299,NAOMI,ST
Theft,Hotel or Motel Parking Lot,1600-1699,W LOOP S,-
Theft,Apartment Parking Lot,4100-4199,SOUTHWEST FWY OB,-
Theft,Commercial Parking Lot or Garage,2500-2599,W LOOP S,-
Theft,Grocery Store or Supermarket Parking Lot,4300-4399,SAN FELIPE ST,ST
Theft,Hotel or Motel Parking Lot,1600-1699,W LOOP S,-
Theft,Hotel or Motel Parking Lot,4000-4099,SOUTHWEST,ST
Theft,Commercial Parking Lot or Garage,3800-3899,RICHMOND AVE,-
Rape,"Hotel, Motel, Inn, Etc.",1600-1699,W LOOP S,-
Theft,Commercial Parking Lot or Garage,4700-4799,CRAWFORD,RD
Theft,Other Parking Lot,2200-2299,TAYLOR,ST
Theft,Other Parking Lot,8100-8199,HIGHLAND FOREST,ST
Theft,Other Parking Lot,2200-2299,COLQUITT,-
Theft,"Hotel, Motel, Inn, Etc.",UNK,WESTPARK  DR / WESLAYAN,-
Theft,Apartment Parking Lot,3300-3399,WESLAYAN ST,ST
Theft,Restaurant or Cafeteria Parking Lot,15400-15499,DRIFTWOOD OAK,CT
Theft,Garage or Carport,3100-3199,TIMMONS LN,-
Theft,Other Parking Lot,UNK,GREENWAY PLAZA DR,-
Robbery,Residence or House,4200-4299,CHILDRESS ST,ST
Burglary,Restaurant or Cafeteria,3900-3999,SOUTHWEST,ST
Burglary,Restaurant or Cafeteria Parking Lot,3800-3899,SOUTHWEST,ST
Burglary,Sporting Goods or Gun Shops,3600-3699,ALABAMA,ST
Theft,Other Parking Lot,UNK,RIESNER,-
Burglary,"Laundry, Dry Cleaners, Washaterias",4200-4299,SAN FELIPE,ST
