Offense Type,Premise,BlockRange,StreetName,Type
Theft,Other Parking Lot,5800-5899,W OREM DR,-
Robbery,Apartment Parking Lot,12900-12999,S POST OAK RD,RD
Theft,Apartment Parking Lot,13900-13999,HILLCROFT AVE,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",5800-5899,W OREM DR,-
Theft,Apartment Parking Lot,13900-13999,HILLCROFT AVE,-
Robbery,Restaurant or Cafeteria Parking Lot,7100-7199,BAHIA LANE,-
Theft,"Other, Unknown, or Not Listed",6200-6299,TIFFANY DR,-
Theft,Rental Storage Facility,12800-12899,CARLSBAD ST,ST
AutoTheft,Residence or House,5900-5999,PINACLE POINT,-
Theft,Residence or House,6400-6499,PO BOX 311391,-
Burglary,Apartment,13900-13999,HILLCROFT,ST
Theft,Department or Discount Store,14400-14499,HILLCROFT,AVE
Theft,Specialty Store (Non-Specific),14400-14499,HILLCROFT,AVE
Robbery,Commercial Building,13100-13199,POST OAK,RD
AutoTheft,Driveway,5400-5499,POST OAK MANOR DR,-
Theft,"Church, Synagogue, or Temple Parking Lot",6000-6099,W OREM DR,-
Theft,Apartment Parking Lot,600-699,ORCHID,DR
Theft,Apartment,12800-12899,DUNLAP ST,ST
Theft,Specialty Store (Non-Specific),1300-1399,HIGHWAY 3,-
Theft,Residence or House,5700-5799,HEATHERBLOOM DR,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",14400-14499,CROQUET LN,-
Theft,"Road, Street, or Sidewalk",9900-9999,FRANKLIN SQUARE,DR
Theft,"Road, Street, or Sidewalk",12900-12999,S POST OAK RD,RD
Theft,Apartment Parking Lot,7900-7999,S SAM HOUSTON PKWY W,-
Burglary,Residence or House,15100-15199,JORDAN OAKS,-
Burglary,Residence or House,12900-12999,NITIDA,-
Theft,Apartment Parking Lot,7900-7999,S SAM HOUSTON PKWY W,-
Theft,Apartment Parking Lot,7900-7999,S SAM HOUSTON PKWY W,-
Theft,Convenience Store,5500-5599,SAM HOUSTON,PKWY
Theft,Department or Discount Store,14800-14899,JOAN,-
Theft,"Gym, Recreat, Club House, Indoor Pool",5800-5899,W OREM DR,-
Theft,Apartment Parking Lot,16500-16599,PARK,RD
Theft,"Church, Synagogue, or Temple Parking Lot",6000-6099,W OREM DR,-
Theft,Commercial Building,14400-14499,HILLCROFT,AVE
Theft,Department or Discount Store,6600-6699,ROWELL,CT
Theft,Department or Discount Store,14400-14499,HILLCROFT,AVE
Theft,Driveway,5600-5699,GATEWOOD AVE,-
Robbery,Service or Gas Station,13900-13999,FONDREN RD,RD
Burglary,"Laundry, Dry Cleaners, Washaterias",14500-14599,POST OAK,RD
Theft,Service or Gas Station,UNK,FONDREN RD/MAIN ST OB,-
Theft,"Other, Unknown, or Not Listed",12300-12399,ORMANDY ST,ST
Robbery,"Road, Street, or Sidewalk",4700-4799,KNOTTY OAKS TRL,-
Aggravated Assault,"Road, Street, or Sidewalk",UNK,FONDREN RD/MAIN ST OB,-
Burglary,Residence or House,6200-6299,S GREENWICK LOOP,-
Rape,"Hotel, Motel, Inn, Etc.",2900-2999,LOOP,-
Burglary,"Vacant Storage Fac (Barn,Garage,Warehouse)",12800-12899,KYLEWICK DR,-
Burglary,"Church, Synagogue, or Temple",13100-13199,SUMMIT RIDGE DR,-
Robbery,Drug Store or Medical Supply,12900-12999,POST OAK,RD
Aggravated Assault,Miscellaneous Business (Non-Specific),14000-14099,S POST OAK RD,RD
Aggravated Assault,Apartment,1500-1599,WAGON WHEEL,RD
Theft,Other Parking Lot,6000-6099,W OREM DR,-
Theft,Service or Gas Station,14500-14599,POST OAK,RD
Theft,Driveway,12700-12799,RIO QUATRO DR,-
AutoTheft,"Road, Street, or Sidewalk",6900-6999,MISTY ARBOR,DR
Theft,Grocery Store or Supermarket,5500-5599,AMARANTH MEADOW LN,-
Theft,Bar or Night Club,13100-13199,S POST OAK RD,RD
Aggravated Assault,"Road, Street, or Sidewalk",13200-13299,FONDREN RD,RD
Robbery,Service or Gas Station,12900-12999,S POST OAK RD,RD
Theft,Department or Discount Store,14400-14499,HILLCROFT,AVE
Theft,Driveway,5200-5299,SAN PABLO GARDENS DR,-
Theft,Service or Gas Station,13700-13799,S POST OAK RD,RD
Theft,Driveway,6900-6999,MISTY ARBOR,-
Aggravated Assault,"Road, Street, or Sidewalk",15100-15199,S POST OAK RD,RD
Theft,"Other, Unknown, or Not Listed",5600-5699,MARKWOOD LN,-
Aggravated Assault,Convenience Store,4400-4499,EBBTIDE,-
Theft,Convenience Store Parking Lot,13500-13599,S. POST OAK,-
Robbery,Service or Gas Station,12900-12999,POST OAK,RD
Theft,Restaurant or Cafeteria Parking Lot,14300-14399,S POST OAK RD,RD
Burglary,Residence or House,6400-6499,JORDAN FALLS,DR
Burglary,Residence or House,6400-6499,JORDAN FALLS,DR
Theft,Miscellaneous Business (Non-Specific),14900-14999,MAIN,ST
Theft,Commercial Parking Lot or Garage,5400-5499,OREM DR,-
Theft,Apartment,12900-12999,S POST OAK RD,RD
Theft,Convenience Store,5500-5599,OREM,DR
Aggravated Assault,Service or Gas Station,2900-2999,EBBTIDE,-
Theft,Body Shop,6300-6399,ANNUNCIATION,-
Burglary,Warehouse,13500-13599,POST OAK,RD
Theft,Department or Discount Store,12300-12399,MAIN,ST
Theft,Miscellaneous Business (Non-Specific),13400-13499,FONDREN,RD
Theft,Other Parking Lot,3900-3999,HIGH POINT,LN
Theft,Miscellaneous Business (Non-Specific),6100-6199,BROOKFIELD,DR
Aggravated Assault,Driveway,14300-14399,DUBLIN,ST
Aggravated Assault,Residence or House,6100-6199,HEATHERBROOK,DR
Burglary,Residence or House,4900-4999,SOUTH CANCUN,-
Theft,Other Parking Lot,13700-13799,ROCKY BLUFF DRIVE,-
Theft,Department or Discount Store,16300-16399,BANTAM RIDGE COURT,-
Theft,Strip Business Center Parking Lot,13300-13399,DUNLAP,ST
Theft,Miscellaneous Business (Non-Specific),14400-14499,HILLCROFT,AVE
Theft,Miscellaneous Business (Non-Specific),14400-14499,HILLCROFT,AVE
AutoTheft,Convenience Store Parking Lot,5100-5199,BOYNTON,DR
Theft,Grocery Store or Supermarket Parking Lot,4300-4399,TRAFALGAR,DR
Theft,Grocery Store or Supermarket,12300-12399,MAIN ST IB,-
Theft,Service or Gas Station,6600-6699,FUQUA,ST
Theft,Driveway,16500-16599,MONTE CARLO LN,-
AutoTheft,Residence or House,16500-16599,MONTE CARLO LN,-
Theft,"Other, Unknown, or Not Listed",15100-15199,STEEPLE CHASE RD,RD
Robbery,Department or Discount Store,15900-15999,POST OAK,RD
Theft,Driveway,6600-6699,INDIAN FALLS DR,-
Theft,Driveway,8400-8499,BLOSSOM BELL LN,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",5500-5599,GASMER 217,-
Theft,Residence or House,4900-4999,PRAIRIE RIDGE RD,RD
Theft,Driveway,15600-15699,BRIARGATE CT,-
Theft,Driveway,5100-5199,RIDGETON DR,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",5500-5599,COURT RD,RD
Theft,Residence or House,16100-16199,DIAMOND RIDGE DR,-
Theft,Residence or House,5100-5199,RIDGETON DR,-
Aggravated Assault,Convenience Store Parking Lot,3500-3599,SAM HOUSTON E 1114,PKWY
AutoTheft,"Road, Street, or Sidewalk",16700-16799,BENCHMARK DR,-
Theft,Driveway,16900-16999,BIRDHAVEN LN,-
Theft,Driveway,800-899,9TH,-
Theft,Driveway,4600-4699,KINGSRIDGE RD,RD
Theft,Residence or House,14000-14099,FONDREN RD,RD
Theft,Residence or House,5100-5199,SHADOWRIDGE,-
Theft,Driveway,4600-4699,KINGRIDGE,RD
Theft,Driveway,4800-4899,RIDGE HARBOR DR,-
Theft,Residence or House,4600-4699,KINGSRIDGE,RD
Robbery,"Road, Street, or Sidewalk",4600-4699,HOWARD LANE - SUITE 200,-
Theft,Residence or House,6700-6799,BRIARGATE,DR
AutoTheft,"Road, Street, or Sidewalk",15700-15799,CLARKE SPRINGS DR,-
Burglary,Residence or House,16000-16099,CORSAIR RD,RD
Theft,Driveway,16400-16499,LAZY RIDGE RD,RD
Theft,"Road, Street, or Sidewalk",15500-15599,GATEVIEW,LN
Theft,Other Parking Lot,5600-5699,COURT RD,RD
Aggravated Assault,Residence or House,2700-2799,CR 32,-
Theft,Driveway,15700-15799,SAMOA WAY,-
Theft,Residence or House,16200-16299,CYPRESS ROSEHILL,RD
Theft,Driveway,400-499,CROSSTIMBER,-
AutoTheft,"Road, Street, or Sidewalk",5100-5199,PRAIRIE RIDGE RD,RD
Burglary,Residence or House,5600-5699,IRISH HILL,DR
Theft,Grocery Store or Supermarket,16400-16499,POST OAK,RD
Burglary,Residence or House,3800-3899,PALM,ST
Aggravated Assault,Service or Gas Station,7100-7199,W FUQUA ST,ST
Theft,Residence or House,15900-15999,ALSTEAD CT,-
Theft,Apartment Parking Lot,14000-14099,FONDREN RD,RD
Theft,Driveway,7700-7799,CHASECREEK DR,-
Theft,Apartment Parking Lot,14000-14099,FONDREN RD,RD
Theft,Apartment Parking Lot,14000-14099,FONDREN RD,RD
Theft,Residence or House,14000-14099,FONDREN RD,RD
Theft,Apartment Parking Lot,14000-14099,FONDREN RD,RD
Theft,Driveway,8400-8499,QUAIL HILLS,DR
Theft,Driveway,16700-16799,QUAIL RUN DR,-
AutoTheft,Residence or House,14400-14499,LAZY WILLOW COURT,-
Theft,Apartment Parking Lot,14000-14099,FONDREN RD,RD
AutoTheft,Driveway,4800-4899,RIDGESTONE LN,-
AutoTheft,Driveway,5000-5099,RIDGESTONE LN,-
Theft,Service or Gas Station,14600-14699,E HILLCROFT AVE,-
Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",16700-16799,GALLERY CT,-
Theft,"Other, Unknown, or Not Listed",16500-16599,QUAIL PARK DR,-
Theft,Drug Store or Medical Supply,16200-16299,POST OAK,RD
Burglary,Residence or House,15400-15499,NICKEL DR,-
Aggravated Assault,"Road, Street, or Sidewalk",16500-16599,MONTE CARLO LANE,-
Burglary,Residence or House,7600-7699,JONATHON,CT
Theft,Driveway,8300-8399,BIRD RUN DR,-
Theft,"Road, Street, or Sidewalk",4800-4899,PORTER RIDGE,-
Burglary,Residence or House,4800-4899,PRAIRIE RIDGE RD,RD
Burglary,Residence or House,2700-2799,ST ANNES,DR
Aggravated Assault,Residence or House,15700-15799,HOMEBRIAR,CT
Aggravated Assault,Residence or House,6100-6199,ARTHINGTON,ST
AutoTheft,"Road, Street, or Sidewalk",14900-14999,CHASERIDGE DR,-
Burglary,Residence or House,5000-5099,COURT,RD
Theft,"Road, Street, or Sidewalk",15300-15399,TRINITY MEADOW DR,-
Theft,Driveway,4800-4899,PORTER RIDGE,-
Theft,Residence or House,4700-4799,E RIDGECREEK DR,-
Rape,Residence or House,15800-15899,RIDGEROE DR,-
Theft,Convenience Store,2400-2499,HOLLY HALL,-
Theft,Residence or House,6600-6699,INDIAN FALLS DR,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",4900-4999,CANCUN DRIVE,-
Aggravated Assault,Residence or House,15700-15799,PO BOX 770632,-
Robbery,Restaurant or Cafeteria,15900-15999,S POST OAK RD,RD
Robbery,"Road, Street, or Sidewalk",5500-5599,SANTA CHRISTI,DR
Theft,Residence or House,700-799,POST OAK,ST
Robbery,Restaurant or Cafeteria Parking Lot,16000-16099,POST OAK,RD
Robbery,Restaurant or Cafeteria,16100-16199,POST OAK,RD
Theft,Residence or House,2100-2199,LAWN CREST DR,-
Robbery,Residence or House,4600-4699,CALLERY CREEK,DR
Theft,Driveway,15900-15999,LENCLAIRE DR,-
Theft,Residence or House,16000-16099,MALADI DR,-
Burglary,Residence or House,11000-11099,SHADOW CREEK 121-210,-
AutoTheft,Driveway,16200-16299,COYRIDGE LN,-
AutoTheft,Bar or Night Club Parking Lot,6900-6999,ROCKERGATE DR,-
Theft,"Field, Woods, Forest, Park",10100-10199,GESSNER,RD
Theft,Driveway,15500-15599,ROSE RIDGE CT,-
Theft,"Road, Street, or Sidewalk",17200-17299,FOXFIELD DR,-
Theft,Driveway,8300-8399,BEEMEADOW LN,-
Theft,Grocery Store or Supermarket Parking Lot,15900-15999,S POST OAK RD,RD
Theft,"Road, Street, or Sidewalk",17200-17299,ARTWOOD LANE,-
Theft,Convenience Store,7600-7699,W FUQUA ST,ST
Burglary,Residence or House,15900-15999,DARTON,DR
AutoTheft,"Multi-Plex Home (Duplex,Triplex Etc.)",6700-6799,W FUQUA ST,ST
Theft,Mobile Home,2900-2999,COMMERCE BUSINESS,DR
Aggravated Assault,Residence or House,20900-20999,JESSICA ROSE,-
Burglary,Residence or House,4800-4899,PRAIRIE RIDGE RD,RD
Theft,Residence or House,5400-5499,QUAIL COVE LN,-
AutoTheft,"Road, Street, or Sidewalk",5700-5799,SANTA CHRISTI DR,-
Burglary,Residence or House,9700-9799,LEAWOOD,BLVD
AutoTheft,Residence or House,15500-15599,SUMMER BRIAR CT,-
AutoTheft,Driveway,7100-7199,BAHIA LN,-
Theft,Apartment Parking Lot,8200-8299,WEST BELLFORT,-
Burglary,Residence or House,5400-5499,REGAL RIDGE LN,-
Aggravated Assault,Apartment,7100-7199,RENWICK,-
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Robbery,"Road, Street, or Sidewalk",6500-6599,HILLCROFT AVE,-
Theft,Apartment,5800-5899,GULFTON ST APT 2822,-
Robbery,Restaurant or Cafeteria Parking Lot,6000-6099,DASHWOOD DR,-
AutoTheft,Apartment Parking Lot,5900-5999,DASHWOOD DR,-
Theft,Strip Business Center Parking Lot,6000-6099,GULFTON,-
Burglary,Office Building,5100-5199,ASHBROOK,DR
Robbery,Service or Gas Station,7100-7199,BELLAIRE,BLVD
AutoTheft,Convenience Store Parking Lot,6100-6199,GULFTON,-
Robbery,Apartment Parking Lot,2400-2499,FONDREN,RD
Burglary,Apartment,5400-5499,CHIMNEY ROCK RD. APT,-
AutoTheft,Apartment Parking Lot,6300-6399,WESTWARD ST,ST
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Theft,Service or Gas Station,5400-5499,CHIMNEY ROCK RD,RD
Robbery,"Road, Street, or Sidewalk",6600-6699,RAMPART,-
Theft,Residence or House,UNK,SOUTHWEST FWY IB,-
Robbery,Apartment Parking Lot,2800-2899,WALNUT BEND,LN
Burglary,Rental Storage Facility,6200-6299,WESTWARD ST,ST
Theft,Apartment Parking Lot,6500-6599,DUNLAP ST,ST
AutoTheft,Apartment Parking Lot,7500-7599,HILLCROFT AVE,-
Aggravated Assault,Apartment,6600-6699,DUNLAP ST,ST
Robbery,Commercial Building,6000-6099,WESTPARK,DR
AutoTheft,"Road, Street, or Sidewalk",7700-7799,RENWICK DR,-
Theft,Restaurant or Cafeteria Parking Lot,6200-6299,BISSONNET ST,ST
Theft,Government or Public Building,6300-6399,CHIMNEY ROCK,RD
Theft,Apartment Parking Lot,12100-12199,ATWELL,DR
Theft,"Road, Street, or Sidewalk",5600-5699,BISSONNET ST APT 68,-
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Theft,Department or Discount Store,5400-5499,RICE,AVE
Aggravated Assault,Apartment,5500-5599,S RICE AVE,-
Robbery,Commercial Building,6000-6099,WESTPARK,DR
Theft,Apartment Parking Lot,5900-5999,GLENMONT DR,-
Aggravated Assault,"Hotel, Motel, Inn, Etc.",6300-6399,BLUESTONE,-
Burglary,Restaurant or Cafeteria,5700-5799,BELLAIRE,BLVD
Robbery,Apartment Parking Lot,6600-6699,DUNLAP ST,ST
Robbery,Apartment Parking Lot,6100-6199,GLENMONT DR,-
Theft,Apartment Parking Lot,6200-6299,RENWICK,-
Theft,Department or Discount Store,5400-5499,RICE,AVE
Theft,Service or Gas Station,5300-5399,S RICE AVE,-
Theft,Apartment Parking Lot,6100-6199,GLENMONT DR,-
Theft,Other Parking Lot,5600-5699,S RICE AVE,-
Robbery,Apartment Parking Lot,6600-6699,CHETWOOD DR,-
Theft,Convenience Store,5100-5199,GULFTON,-
Theft,Apartment Parking Lot,6700-6799,SANDS POINT DR,-
Theft,Apartment Rental Office,5400-5499,ELM ST,ST
Aggravated Assault,Jail or Prison,6500-6599,CHIMNEY ROCK,RD
Theft,Convenience Store,7100-7199,BELLAIRE,BLVD
Theft,Apartment,6600-6699,DEMOSS,-
Burglary,Convenience Store,5700-5799,CHIMNEY ROCK,RD
Theft,Service or Gas Station,5100-5199,GULFTON,-
Theft,Service or Gas Station,5400-5499,CHIMNEY ROCK RD,RD
Theft,Residence or House,6100-6199,ELM ST,ST
Burglary,Rental Storage Facility,6200-6299,WESTWARD ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",5800-5899,CLAREWOOD DR,-
AutoTheft,Apartment Parking Lot,5900-5999,BISSONNET ST,ST
Theft,Apartment,5400-5499,ELM ST,ST
Theft,Apartment Parking Lot,5700-5799,GLENMONT DR,-
Theft,Apartment Parking Lot,5800-5899,GLENMONT APT 4,-
Theft,Department or Discount Store,6700-6799,HILLCROFT,AVE
Theft,Other Parking Lot,5600-5699,BELLAIRE,BLVD
Theft,Apartment Parking Lot,5600-5699,BISSONNET ST,ST
Theft,Residence or House,5500-5599,ASPEN ST,ST
Theft,Commercial Parking Lot or Garage,5200-5299,ELM ST,ST
Theft,Grocery Store or Supermarket,5400-5499,S RICE AVE,-
AutoTheft,Residence or House,5400-5499,RAMPART,-
Burglary,Apartment,6600-6699,DUNLAP ST,ST
Theft,Service or Gas Station,7100-7199,BELLAIRE BLVD,BLVD
Burglary,Rental Storage Facility,6200-6299,WESTWARD ST,ST
Theft,Convenience Store Parking Lot,6100-6199,ELM,ST
Theft,Apartment,6000-6099,RAMPART,-
Theft,Hospital,5300-5399,DASHWOOD DR,-
Aggravated Assault,Apartment,5400-5499,CHIMNEY ROCK RD,RD
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Burglary,Drug Store or Medical Supply,5700-5799,RAMPART,ST
Theft,Apartment Parking Lot,7000-7099,HILLCROFT AVE,-
Robbery,Strip Business Center Parking Lot,5300-5399,S RICE AVE,-
Theft,Apartment Parking Lot,6200-6299,WESTWARD ST,ST
Burglary,Residence or House,5600-5699,CHIMNEY ROCK RD,RD
Aggravated Assault,Apartment,5600-5699,CHIMNEY ROCK RD,RD
Aggravated Assault,Apartment Parking Lot,6000-6099,BISSONNET ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",6000-6099,ELM ST APT 974,-
Robbery,Apartment Parking Lot,6000-6099,GULFTON,-
Theft,Service or Gas Station,7100-7199,BELLAIRE BLVD,BLVD
AutoTheft,Apartment Parking Lot,6100-6199,BELLAIRE BLVD,BLVD
Theft,Grocery Store or Supermarket Parking Lot,5300-5399,S RICE AVE,-
Theft,Specialty Store (Non-Specific),6100-6199,HILLCROFT,AVE
Theft,Service or Gas Station,5800-5899,2 ATWELL,DR
Theft,Apartment Parking Lot,5400-5499,RENWICK,-
Burglary,Miscellaneous Business (Non-Specific),5900-5999,BELLAIRE,BLVD
Burglary,"Other, Unknown, or Not Listed",6000-6099,BELLAIRE BLVD,BLVD
Theft,Apartment Parking Lot,5700-5799,GULFTON,-
AutoTheft,Apartment Parking Lot,6000-6099,GLENMONT,DR
Burglary,Apartment,6200-6299,GULFTON,-
Theft,Other Parking Lot,6000-6099,CHIMNEY ROCK RD,RD
Theft,Apartment Parking Lot,5400-5499,CHIMNEY ROCK RD,RD
Robbery,Apartment Parking Lot,5600-5699,CHIMNEY ROCK RD,RD
Theft,Service or Gas Station,5100-5199,GULFTON,-
Theft,Other Parking Lot,6100-6199,HILLCROFT,AVE
Theft,Apartment Parking Lot,6000-6099,RENWICK,-
Aggravated Assault,Apartment Parking Lot,6200-6299,GULFTON,-
Burglary,Restaurant or Cafeteria,6800-6899,CHETWOOD,DR
Robbery,Apartment Parking Lot,5900-5999,BISSONNET ST,ST
AutoTheft,Apartment Parking Lot,5600-5699,CHIMNEY ROCK RD,RD
Theft,Other Parking Lot,1800-1899,POST,ST
Robbery,Miscellaneous Business (Non-Specific),6800-6899,HORNWOOD,DR
Theft,Restaurant or Cafeteria Parking Lot,6100-6199,HILLCROFT AVE,-
Theft,Apartment Parking Lot,5600-5699,CHIMNEY ROCK RD,RD
AutoTheft,"Road, Street, or Sidewalk",5500-5599,EL CAMINO DEL REY,ST
Theft,Apartment Parking Lot,6500-6599,BELLAIRE BLVD,BLVD
Theft,Apartment Laundry,UNK,BELLAIRE BLVD / HILLCROFT,-
AutoTheft,Apartment Parking Lot,6100-6199,RAMPART,-
Burglary,Convenience Store,6100-6199,BISSONNET,ST
Theft,Convenience Store,6700-6799,HILLCROFT,AVE
AutoTheft,Strip Business Center Parking Lot,6000-6099,HILLCROFT AVE,-
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Burglary,Apartment,5900-5999,GLENMONT DR,-
Theft,Service or Gas Station,7100-7199,BELLAIRE,BLVD
AutoTheft,Apartment Parking Lot,5400-5499,RAMPART ST,ST
Theft,"Road, Street, or Sidewalk",6000-6099,DASHWOOD,DR
AutoTheft,Grocery Store or Supermarket,5400-5499,S RICE AVE,-
AutoTheft,Apartment Parking Lot,7000-7099,TIDWELL,RD
Theft,"Other, Unknown, or Not Listed",6700-6799,SANDS POINT DR,-
Aggravated Assault,Apartment Parking Lot,6200-6299,WESTWARD ST,ST
Robbery,"Road, Street, or Sidewalk",6700-6799,RAMPART,-
Theft,"Electronics Store, Electrical Supplies",5300-5399,RICE,AVE
Burglary,Barber And Beauty Shops,5600-5699,BELLAIRE BLVD,BLVD
Theft,Grocery Store or Supermarket Parking Lot,5300-5399,S RICE AVE,-
Theft,Apartment,6200-6299,RAMPART,-
Burglary,Apartment,6100-6199,GLENMONT DR,-
Theft,Strip Business Center Parking Lot,8600-8699,WESTPLACE,DR
Theft,Bank or Savings Institution Parking Lot,6100-6199,BISSONNET ST,ST
Theft,Grocery Store or Supermarket,6200-6299,BELLAIRE,BLVD
Theft,Grocery Store or Supermarket,5400-5499,S RICE AVE,-
Theft,Driveway,6000-6099,MOONMIST DR,-
Robbery,Apartment Parking Lot,6000-6099,RAMPART,-
AutoTheft,Apartment Parking Lot,5900-5999,GLENMONT DR,-
Theft,Convenience Store,5100-5199,GULFTON,-
Aggravated Assault,Apartment,6100-6199,GLENMONT DR,-
Robbery,Convenience Store Parking Lot,6100-6199,BELLAIRE BLVD,BLVD
Theft,Other Parking Lot,6000-6099,CLAREWOOD DR,-
Robbery,"Road, Street, or Sidewalk",5800-5899,BELLAIRE BLVD,BLVD
Aggravated Assault,Apartment,5900-5999,GLENMONT DR,-
Aggravated Assault,"Road, Street, or Sidewalk",7200-7299,MULLINS DR,-
Theft,Other Parking Lot,24400-24499,PEPPERRELL,PL
Burglary,Restaurant or Cafeteria,5900-5999,CHIMNEY ROCK,RD
Theft,Grocery Store or Supermarket,5400-5499,S RICE AVE,-
Burglary,Restaurant or Cafeteria,2200-2299,TANDY PARK,WAY
AutoTheft,Bar or Night Club Parking Lot,6200-6299,BISSONNET ST,ST
AutoTheft,Apartment Parking Lot,6100-6199,GLENMONT DR,-
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Robbery,Grocery Store or Supermarket Parking Lot,6200-6299,BELLAIRE,BLVD
Burglary,Commercial Building,5300-5399,GULFTON,-
Robbery,Apartment,6500-6599,HILLCROFT AVE,-
Robbery,Apartment Parking Lot,7200-7299,HILLCROFT AVE,-
Burglary,Apartment,6100-6199,GLENMONT DR,-
Theft,Auto Repair,6100-6199,JESSAMINE,-
Theft,Restaurant or Cafeteria,5600-5699,BELLAIRE BLVD,BLVD
Burglary,Check Cashing Places,5700-5799,RAMPART,-
Theft,Residence or House,5400-5499,RAMPART,-
Burglary,Apartment,6100-6199,ELM ST,ST
Burglary,Apartment,6100-6199,GLENMONT DR,-
Theft,Apartment Parking Lot,6400-6499,WESTWARD ST,ST
AutoTheft,Apartment Rental Office,6600-6699,HILLCROFT AVE,-
Aggravated Assault,Apartment,5700-5799,GULFTON DR APT 2589,-
Theft,Apartment,6100-6199,BELLAIRE BLVD,BLVD
Theft,Apartment Parking Lot,6300-6399,CHIMNEY ROCK RD,RD
Theft,Commercial Parking Lot or Garage,5300-5399,S RICE AVE,-
Theft,Office Building,23900-23999,FAIRPORT HARBOR,LN
Burglary,Rental Storage Facility,5400-5499,ALDER,DR
Aggravated Assault,Commercial Parking Lot or Garage,7100-7199,BELLAIRE,BLVD
Burglary,Rental Storage Facility,5400-5499,ALDER DR,-
Theft,Office Building,6300-6399,CHIMNEY ROCK,RD
Theft,Grocery Store or Supermarket Parking Lot,5300-5399,RICE,AVE
Theft,Strip Business Center Parking Lot,7500-7599,RENWICK,-
Theft,"Other, Unknown, or Not Listed",6000-6099,BELLAIRE,BLVD
Theft,"Gym, Recreat, Club House, Indoor Pool",6500-6599,ASHCROFT DR,-
AutoTheft,"Road, Street, or Sidewalk",6000-6099,WESTWARD ST,ST
Burglary,Restaurant or Cafeteria,3300-3399,FOUNTAIN VIEW,DR
AutoTheft,Apartment Parking Lot,7700-7799,RENWICK,-
Robbery,"Road, Street, or Sidewalk",7100-7199,RAMPART,-
Theft,"Road, Street, or Sidewalk",14000-14099,SAND RIDGE CROSSING,-
Theft,Strip Business Center Parking Lot,7400-7499,SOUTHWEST FWY IB,-
Theft,Miscellaneous Business (Non-Specific),9700-9799,FONDREN RD,RD
Theft,High School,7500-7599,BISSONNET,-
Theft,Residence or House,7200-7299,ROOS,-
Theft,Residence or House,8300-8399,BRAESVIEW LN,-
Theft,Specialty Store (Non-Specific),7000-7099,BISSONNET,ST
Rape,Apartment,7600-7699,BEECHNUT ST,ST
Theft,Other Parking Lot,7000-7099,BISSONNET ST,ST
Rape,Apartment,9700-9799,S GESSNER RD,RD
Theft,Apartment,9700-9799,S GESSNER RD,RD
Theft,Commercial Parking Lot or Garage,8100-8199,MCAVOY DR,-
Theft,Apartment Parking Lot,9000-9099,RUE CAMBON,-
AutoTheft,Apartment Parking Lot,9600-9699,BRAES BAYOU DR,-
Burglary,Drug Store or Medical Supply,8700-8799,S. GESSNER,-
Theft,Other Parking Lot,6300-6399,BISSONNET ST,ST
Burglary,Grocery Store or Supermarket,6900-6999,BEECHNUT,ST
Theft,Service or Gas Station,7400-7499,FONDREN RD,RD
Burglary,Apartment,9700-9799,S GESSNER RD,RD
Robbery,Specialty Store (Non-Specific),12800-12899,BEXLEY,DR
Robbery,Apartment Parking Lot,8800-8899,FONDREN RD,RD
Robbery,Restaurant or Cafeteria,7000-7099,BEECHNUT,ST
AutoTheft,Strip Business Center Parking Lot,7200-7299,BISSONNET ST,ST
Burglary,Miscellaneous Business (Non-Specific),6400-6499,BISSONNET,ST
Aggravated Assault,Apartment,7400-7499,BISSONNET STREET APT 1023,-
Aggravated Assault,Apartment Parking Lot,7600-7699,BEECHNUT ST,ST
Theft,Department or Discount Store,9700-9799,FONDREN RD,RD
Theft,Convenience Store Parking Lot,6800-6899,STROUD DR,-
Theft,"Road, Street, or Sidewalk",8900-8999,FONDREN,-
Theft,Residence or House,7100-7199,BELLAIRE BLVD,BLVD
Burglary,Residence or House,UNK,KILLARNEY CT,-
Theft,Residence or House,10000-10099,MURRAY BROOK DR,-
Burglary,Strip Business Center Parking Lot,7000-7099,BISSONNET,ST
Theft,Miscellaneous Business (Non-Specific),13700-13799,LAREDO,ST
Burglary,Restaurant or Cafeteria,7900-7999,HILLCROFT,AVE
Burglary,Strip Business Center Parking Lot,7000-7099,BISSONNET,ST
AutoTheft,"Road, Street, or Sidewalk",6600-6699,DUMFRIES DR,-
Aggravated Assault,Residence or House,7700-7799,BINTLIFF DR,-
Aggravated Assault,Apartment Parking Lot,7200-7299,KINGS GATE CIR,-
