Offense Type,Premise,BlockRange,StreetName,Type
Theft,Bank,7500-7599,BELLFORT,ST
Theft,"Laundry, Dry Cleaners, Washaterias",7800-7899,BELLFORT,ST
Burglary,Rental Storage Facility,8400-8499,GULF,FWY
Burglary,"Other, Unknown, or Not Listed",8700-8799,BROADWAY,ST
Auto Theft,Miscellaneous Business (Non-Specific),6600-6699,LINDBERGH,ST
Theft,Service or Gas Station,7500-7599,PARK PLACE,BLVD
Theft,Other Parking Lot,8100-8199,GULF,FWY
Auto Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,8100-8199,GULF,FWY
Theft,Apartment Parking Lot,8800-8899,GLENCREST,ST
Auto Theft,Apartment Parking Lot,6500-6599,HOGUE,ST
Auto Theft,Apartment Parking Lot,8200-8299,STONE,-
Theft,"Road, Street, or Sidewalk",8600-8699,DOVER,ST
Robbery,"Hotel, Motel, Inn, Etc.",8200-8299,GULF,FWY
Aggravated Assault,"Road, Street, or Sidewalk",8500-8599,BROADWAY,ST
Theft,Residence or House,6900-6999,ROOK,RD
Theft,Residence or House,8100-8199,GLEN VALLEY,DR
Theft,Rental Storage Facility,8600-8699,GLENVISTA,ST
Theft,Strip Business Center Parking Lot,9000-9099,AIRPORT,BLVD
Theft,Other Parking Lot,7600-7699,BELLFORT,ST
Theft,Laundry or Dry Cleaners Parking Lot,7600-7699,PARK PLACE,BLVD
Robbery,Apartment Parking Lot,8500-8599,BROADWAY,ST
Theft,Driveway,7000-7099,EVANS,ST
Auto Theft,Convenience Store Parking Lot,7800-7899,BELLFORT,ST
Theft,Residence or House,7100-7199,SANTA FE,DR
Robbery,Convenience Store Parking Lot,7700-7799,BELLFORT,ST
Burglary,Restaurant or Cafeteria,6100-6199,TELEPHONE,RD
Aggravated Assault,Residence or House,6200-6299,CHAFFIN,ST
Theft,Apartment Parking Lot,6500-6599,HOGUE,ST
Theft,Garage or Carport,7100-7199,EVANS,ST
Theft,Residence or House,7600-7699,DIXIE,DR
Robbery,"Hotel, Motel, Inn, Etc.",8800-8899,GULF,FWY
Aggravated Assault,Apartment,7000-7099,BELLFORT,ST
Robbery,Apartment Parking Lot,8600-8699,BROADWAY,ST
Auto Theft,Strip Business Center Parking Lot,8500-8599,BROADWAY,ST
Burglary,Apartment,8400-8499,BROADWAY,ST
Theft,Other Parking Lot,6700-6799,BELLFORT,ST
Aggravated Assault,"Road, Street, or Sidewalk",8300-8399,GULF,FWY
Theft,Other Parking Lot,7500-7599,STANWICK,DR
Aggravated Assault,Miscellaneous Business (Non-Specific),8300-8399,BROADWAY,ST
Burglary,Rental Storage Facility,8400-8499,GULF,FWY
Theft,Apartment Parking Lot,7000-7099,BELLFORT,ST
Theft,Apartment Parking Lot,8700-8799,BROADWAY,ST
Aggravated Assault,"Road, Street, or Sidewalk",7800-7899,MORLEY,-
Theft,Grocery Store or Supermarket,6300-6399,TELEPHONE,RD
Aggravated Assault,"Road, Street, or Sidewalk",7600-7699,CAYTON,ST
Theft,Freeway Service Road,7900-7999,BELLFORT,ST
Aggravated Assault,Residence or House,7500-7599,BUENA VISTA,ST
Theft,Other Parking Lot,6800-6899,TELEPHONE,RD
Burglary,Residence or House,7700-7799,GLENALTA,-
Theft,Residence or House,8100-8199,MEADVILLE,ST
Theft,Convenience Store,6900-6999,BELLFORT,ST
Auto Theft,Apartment Parking Lot,8600-8699,BROADWAY,ST
Burglary,Garage or Carport,6900-6999,FLAMINGO,DR
Aggravated Assault,Apartment,8900-8999,BROADWAY,ST
Aggravated Assault,Apartment,8400-8499,BROADWAY,ST
Robbery,Other Parking Lot,7800-7899,ROCKHILL,-
Robbery,Apartment Parking Lot,8500-8599,BROADWAY,ST
Theft,"Other, Unknown, or Not Listed",7000-7099,MONROE,RD
Theft,Convenience Store Parking Lot,7700-7799,BELLFORT,ST
Auto Theft,Service or Gas Station,6600-6699,TELEPHONE,RD
Burglary,Clothing Store,6300-6399,TELEPHONE,RD
Aggravated Assault,Apartment,7500-7599,BELLFORT,ST
Theft,Bus Station,5900-5999,NORTHDALE,ST
Robbery,Apartment Parking Lot,7900-7999,BELLFORT,ST
Robbery,Other Parking Lot,5800-5899,TELEPHONE,RD
Aggravated Assault,Residence or House,8100-8199,MEADVILLE,ST
Theft,Residence or House,6500-6599,CROSSWELL,ST
Theft,Grocery Store or Supermarket,6600-6699,FLAMINGO,DR
Auto Theft,Other Parking Lot,7000-7099,BELLFORT,ST
Theft,"Other, Unknown, or Not Listed",7100-7199,SANTA FE,DR
Aggravated Assault,Apartment Parking Lot,7900-7999,MORLEY,ST
Theft,Service or Gas Station,6900-6999,BELLFORT,ST
Theft,"Road, Street, or Sidewalk",8100-8199,MORLEY,-
Auto Theft,Service or Gas Station,9300-9399,AIRPORT,BLVD
Theft,"Other, Unknown, or Not Listed",7300-7399,BRACE,ST
Theft,Apartment,8700-8799,BROADWAY,ST
Burglary,Garage or Carport,7400-7499,LAKEHURST,DR
Aggravated Assault,Driveway,6500-6599,NUNN,ST
Burglary,Apartment,8900-8999,BROADWAY,ST
Theft,"Hotel, Motel, Inn, Etc.",8600-8699,AIRPORT,BLVD
Burglary,Residence or House,6600-6699,HIRONDEL,-
Burglary,Apartment,8700-8799,BROADWAY,ST
Theft,Commercial Parking Lot or Garage,7900-7999,BELLFORT,ST
Burglary,Apartment,8500-8599,BROADWAY,ST
Robbery,Department or Discount Store,6900-6999,BELLFORT,ST
Robbery,Apartment,8500-8599,BROADWAY,ST
Aggravated Assault,Freeway Service Road,8900-8999,GULF,FWY
Auto Theft,Hotel or Motel Parking Lot,9100-9199,GULF,FWY
Auto Theft,Construction Site,8400-8499,KOPMAN,DR
Theft,Construction Site,8500-8599,TELEPHONE,RD
Theft,Construction Site,8300-8399,KOPMAN,DR
Theft,Commercial Parking Lot or Garage,7400-7499,MAJOR,-
Auto Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,7600-7699,AIRPORT,BLVD
Aggravated Assault,Residence or House,9300-9399,RANDOLPH,-
Theft,Convenience Store,9600-9699,TELEPHONE,RD
Burglary,Commercial Parking Lot or Garage,9500-9599,TELEPHONE,RD
Burglary,"Factory, Manufacturing, or Industrial",7300-7399,AIRPORT,BLVD
Auto Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,7600-7699,AIRPORT,BLVD
Auto Theft,"Other, Unknown, or Not Listed",7600-7699,AIRPORT,BLVD
Aggravated Assault,Residence or House,9300-9399,RANDOLPH,-
Theft,Commercial Parking Lot or Garage,8200-8299,KOPMAN,DR
Auto Theft,Other Parking Lot,8200-8299,KOPMAN,DR
Theft,Other Parking Lot,8300-8399,TAREYTON,LN
Theft,Miscellaneous Business (Non-Specific),10100-10199,TELEPHONE,RD
Theft,Service or Gas Station,7700-7799,SAM HOUSTON,PKWY
Theft,Specialty Store (Non-Specific),8000-8099,FUQUA,ST
Burglary,Apartment,10900-10999,TELEPHONE,RD
Theft,Other Parking Lot,8400-8499,SAM HOUSTON,PKWY
Theft,"Theatres, Dinner Theaters, Auditoriums",8400-8499,SAM HOUSTON,PKWY
Robbery,Restaurant or Cafeteria Parking Lot,8400-8499,SAM HOUSTON,PKWY
Aggravated Assault,"Road, Street, or Sidewalk",8100-8199,BOTANY,LN
Theft,"Theatres, Dinner Theaters, Auditoriums",8400-8499,SAM HOUSTON,PKWY
Burglary,Residence or House,8400-8499,COASTWAY,-
Robbery,Service or Gas Station,8400-8499,SAM HOUSTON,PKWY
Theft,Department or Discount Store,8500-8599,SAM HOUSTON,PKWY
Theft,Department or Discount Store,8000-8099,FUQUA,ST
Theft,Apartment,UNK,TELEPHONE,RD
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,10500-10599,TELEPHONE,RD
Theft,Department or Discount Store,8500-8599,SAM HOUSTON,PKWY
Theft,Miscellaneous Business (Non-Specific),10600-10699,TELEPHONE,RD
Theft,Driveway,8300-8399,GARDEN PARKS,DR
Theft,Residence or House,11200-11299,HALL RANCH,CT
Theft,Service or Gas Station,7800-7899,SAM HOUSTON,PKWY
Theft,Convenience Store,8500-8599,SAM HOUSTON,PKWY
Burglary,Miscellaneous Business (Non-Specific),10600-10699,TELEPHONE,RD
Theft,Convenience Store,7800-7899,SAM HOUSTON,PKWY
Theft,Commercial Parking Lot or Garage,10500-10599,TELEPHONE,RD
Robbery,Other Parking Lot,10800-10899,TELEPHONE,RD
Auto Theft,"Theatres, Dinner Theaters, Auditoriums",11400-11499,PEARLAND,PKWY
Burglary,Miscellaneous Business (Non-Specific),10700-10799,TELEPHONE,RD
Theft,Department or Discount Store,8500-8599,SAM HOUSTON,PKWY
Robbery,Apartment Parking Lot,10800-10899,TELEPHONE,RD
Theft,Service or Gas Station,11100-11199,MONROE,RD
Theft,Specialty Store (Non-Specific),8000-8099,FUQUA,ST
Theft,"Theatres, Dinner Theaters, Auditoriums",8400-8499,SAM HOUSTON,PKWY
Auto Theft,Driveway,8200-8299,TAREYTON,LN
Theft,Miscellaneous Business (Non-Specific),10500-10599,TELEPHONE,RD
Theft,Convenience Store,7800-7899,SAM HOUSTON,PKWY
Burglary,Miscellaneous Business (Non-Specific),10100-10199,TELEPHONE,RD
Theft,Service or Gas Station,11100-11199,MONROE,RD
Robbery,Convenience Store,8500-8599,SAM HOUSTON,PKWY
Theft,Department or Discount Store,10500-10599,PEARLAND,PKWY
Theft,Service or Gas Station,10600-10699,MONROE,RD
Theft,Department or Discount Store,8000-8099,FUQUA,ST
Auto Theft,"Road, Street, or Sidewalk",7600-7699,GREENSWARTH,LN
Theft,Residence or House,8100-8199,SWISS,LN
Theft,Grocery Store or Supermarket Parking Lot,8500-8599,SAM HOUSTON,PKWY
Theft,Residence or House,10200-10299,QUIET VALLEY,LN
Robbery,"Road, Street, or Sidewalk",6300-6399,SHERWOOD,DR
Theft,Driveway,4200-4299,ALICE,ST
Auto Theft,"Road, Street, or Sidewalk",7000-7099,SCOTT,ST
Auto Theft,"Road, Street, or Sidewalk",4500-4599,GRIGGS,RD
Aggravated Assault,Apartment,3700-3799,SOUTHLAWN,-
Aggravated Assault,,4000-4099,CORDER,ST
Aggravated Assault,Apartment,4000-4099,CORDER,ST
Burglary,Residence or House,6700-6799,MADRID,-
Theft,Drug Store or Medical Supply,3800-3899,OLD SPANISH,TRL
Rape,Residence or House,6800-6899,CADILLAC,ST
Aggravated Assault,"Road, Street, or Sidewalk",4900-4999,EPPES,ST
Theft,Service or Gas Station,6600-6699,CULLEN,BLVD
Theft,Other Parking Lot,4900-4999,GREN,-
Theft,Commercial Parking Lot or Garage,5000-5099,GRIGGS,RD
Aggravated Assault,Residence or House,7100-7199,CONLEY,ST
Theft,Apartment Parking Lot,5800-5899,CALHOUN,RD
Theft,Residence or House,4900-4999,VENTURA,LN
Aggravated Assault,Apartment Parking Lot,7200-7299,SCOTT,ST
Theft,Service or Gas Station,6600-6699,CULLEN,BLVD
Auto Theft,"Road, Street, or Sidewalk",4900-4999,MARTIN LUTHER KING,BLVD
Aggravated Assault,Residence or House,6900-6999,DEL RIO,ST
Rape,Apartment,4000-4099,CORDER,ST
Aggravated Assault,"Multi-Plex Home (Duplex,Triplex Etc.)",5100-5199,BROWNCROFT,ST
Burglary,Apartment,5600-5699,ROYAL PALMS,ST
Aggravated Assault,Apartment,4000-4099,CORDER,ST
Theft,Hotel or Motel Parking Lot,4800-4899,LOOP,-
Robbery,Miscellaneous Business (Non-Specific),3800-3899,OLD SPANISH,TRL
Burglary,Apartment,4000-4099,CORDER,ST
Theft,Apartment Parking Lot,6600-6699,MADRID,-
Theft,"Vacant Storage Fac (Barn,Garage,Warehouse)",6600-6699,LONDON,ST
Theft,"Road, Street, or Sidewalk",4800-4899,S.LOOP,-
Auto Theft,"Other, Unknown, or Not Listed",4300-4399,GRIGGS,RD
Aggravated Assault,Residence or House,7100-7199,GOFORTH,ST
Burglary,Apartment,4400-4499,PERRY,-
Aggravated Assault,Bar or Night Club,3500-3599,OLD SPANISH,TRL
Aggravated Assault,"Road, Street, or Sidewalk",6400-6499,LIVERPOOL,-
Aggravated Assault,Other Parking Lot,6500-6599,LIVERPOOL,-
Theft,Auto Repair,6800-6899,CULLEN,BLVD
Robbery,Apartment Parking Lot,3300-3399,YELLOWSTONE,BLVD
Theft,"Road, Street, or Sidewalk",4900-4999,MARTIN LUTHER KING,BLVD
Theft,Apartment Parking Lot,4500-4599,BALKIN,ST
Auto Theft,"Road, Street, or Sidewalk",5100-5199,IDAHO,-
Theft,Driveway,6800-6899,GOFORTH,ST
Theft,"Other, Unknown, or Not Listed",4700-4799,MARIETTA,LN
Aggravated Assault,"Road, Street, or Sidewalk",6700-6799,ENGLAND,ST
Theft,Middle School,5500-5599,LOOP,-
Aggravated Assault,Apartment,5600-5699,ROYAL PALMS,ST
Auto Theft,Private School,5500-5599,LOOP,-
Theft,Strip Business Center Parking Lot,4700-4799,GRIGGS,RD
Theft,Apartment,4400-4499,PERRY,-
Theft,"Road, Street, or Sidewalk",4900-4999,GREN,-
Robbery,Residence or House,6600-6699,PARIS,-
Aggravated Assault,Residence or House,6700-6799,NEW YORK,-
Aggravated Assault,Residence or House,5600-5699,MILART,-
Theft,"Other, Unknown, or Not Listed",7100-7199,EASTWOOD,ST
Theft,"Vacant Other Residential (Apartment,Dorms)",6300-6399,LA SALETTE,-
Aggravated Assault,Apartment,5600-5699,ROYAL PALMS,ST
Theft,Convenience Store,4200-4299,YELLOWSTONE,BLVD
Theft,Service or Gas Station,6300-6399,MARTIN LUTHER KING,BLVD
Auto Theft,"Road, Street, or Sidewalk",6600-6699,NEW YORK,-
Aggravated Assault,Apartment,6700-6799,PARIS,-
Robbery,Grocery Store or Supermarket,6100-6199,SCOTT,ST
Robbery,Service or Gas Station,6300-6399,MARTIN LUTHER KING,BLVD
Robbery,Bank or Savings Institution Parking Lot,3600-3699,OLD SPANISH,TRL
Robbery,"Road, Street, or Sidewalk",6100-6199,SCOTT,ST
Robbery,"Road, Street, or Sidewalk",3600-3699,OLD SPANISH,TRL
Theft,Restaurant or Cafeteria Parking Lot,5000-5099,GRIGGS,RD
Auto Theft,Commercial Parking Lot or Garage,5900-5999,GRIGGS,RD
Theft,Convenience Store,4300-4399,OLD SPANISH,TRL
Theft,"Pawn, Resale Shop, or Flea Market",4400-4499,GRIGGS,RD
Theft,Commercial Parking Lot or Garage,6300-6399,MARTIN LUTHER KING,BLVD
Theft,Fire Station,3900-3999,CORDER,ST
Theft,Apartment,3300-3399,YELLOWSTONE,BLVD
Auto Theft,"Other, Unknown, or Not Listed",6500-6599,CULLEN,BLVD
Theft,Bank,3700-3799,OLD SPANISH,TRL
Burglary,Residence or House,5600-5699,MILART,-
Aggravated Assault,Convenience Store Parking Lot,6600-6699,SCOTT,ST
Burglary,Miscellaneous Business (Non-Specific),4500-4599,GRIGGS,RD
Burglary,Clothing Store,4400-4499,GRIGGS,RD
Robbery,Service or Gas Station,5800-5899,MARTIN LUTHER KING,BLVD
Aggravated Assault,Residence or House,5000-5099,ENYART,ST
Burglary,Residence or House,3300-3399,YELLOWSTONE,BLVD
Theft,Strip Business Center Parking Lot,3500-3599,OLD SPANISH,TRL
Theft,"Road, Street, or Sidewalk",4300-4399,ALICE,ST
Burglary,Warehouse,4800-4899,LOOP,-
Burglary,Apartment,5600-5699,ROYAL PALMS,ST
Aggravated Assault,Residence or House,6300-6399,GOFORTH,ST
Burglary,Apartment,5600-5699,ROYAL PALMS,ST
Burglary,Residence or House,6700-6799,FOSTER,ST
Aggravated Assault,"Road, Street, or Sidewalk",4800-4899,WARD,ST
Theft,Miscellaneous Business (Non-Specific),6500-6599,CALHOUN,RD
Theft,Miscellaneous Business (Non-Specific),5800-5899,LONG,DR
Theft,Residence or House,5000-5099,WINNETKA,AVE
Theft,Driveway,6600-6699,SAINT AUGUSTINE,-
Theft,Apartment Parking Lot,7000-7099,SCOTT,ST
Burglary,Residence or House,6500-6599,PARIS,-
Theft,"Church, Synagogue, or Temple Parking Lot",4400-4499,PERRY,-
Burglary,Residence or House,5600-5699,MILART,-
Burglary,Apartment,4400-4499,PERRY,-
Robbery,Convenience Store,6500-6599,WESTON,ST
Robbery,Residence or House,3700-3799,YOSEMITE,-
Theft,"Other, Unknown, or Not Listed",3500-3599,OLD SPANISH,TRL
Robbery,Residence or House,4900-4999,HULL,-
Theft,Strip Business Center Parking Lot,3800-3899,OLD SPANISH,TRL
Theft,Driveway,6900-6999,TIERWESTER,-
Theft,Apartment,3500-3599,LUCA,-
Aggravated Assault,Residence or House,5100-5199,KEYSTONE,-
Burglary,Apartment,3300-3399,YELLOWSTONE,BLVD
Burglary,Residence or House,8900-8999,DUANE,ST
Burglary,Apartment,7400-7499,CALHOUN,RD
Aggravated Assault,,3800-3899,MAINER,-
Auto Theft,Apartment Parking Lot,3700-3799,FAULKNER,ST
Theft,Apartment,4100-4199,BARBERRY,DR
Theft,Apartment Parking Lot,8000-8099,BOWEN,ST
Aggravated Assault,Residence or House,4100-4199,ROCKINGHAM,AVE
Theft,Residence or House,4800-4899,REDBUD,-
Theft,"Hotel, Motel, Inn, Etc.",5100-5199,MALLOW,-
Theft,Apartment Parking Lot,7400-7499,CALHOUN,RD
Auto Theft,Residence or House,3600-3699,GRASSMERE,-
Theft,Driveway,4300-4399,ALVIN,ST
Robbery,Car Wash,7400-7499,CULLEN,BLVD
Auto Theft,"Road, Street, or Sidewalk",7700-7799,LA SALETTE,-
Auto Theft,Residence or House,4200-4299,ROCKINGHAM,AVE
Aggravated Assault,Apartment,3800-3899,FAULKNER,ST
Robbery,Apartment,7200-7299,PEERLESS,-
Burglary,Apartment,7400-7499,CALHOUN,RD
Robbery,Convenience Store Parking Lot,3600-3699,SUNBEAM,-
Auto Theft,"Road, Street, or Sidewalk",8000-8099,WOODWARD,-
Auto Theft,Other Parking Lot,3500-3599,BELLFORT,ST
Theft,Apartment,8000-8099,BOWEN,ST
Theft,Apartment Parking Lot,5000-5099,SUNFLOWER,-
Theft,Residence or House,9400-9499,ROSEHAVEN,DR
Theft,Residence or House,9200-9299,ST LO,RD
Theft,Miscellaneous Business (Non-Specific),7400-7499,CULLEN,BLVD
Theft,"Road, Street, or Sidewalk",10600-10699,PARK SOUTH,VIEW
Burglary,Restaurant or Cafeteria,9200-9299,CULLEN,BLVD
Aggravated Assault,Residence or House,9300-9399,CULLEN,BLVD
Theft,"Hotel, Motel, Inn, Etc.",9300-9399,MERLE,-
Burglary,Apartment,3800-3899,SOUTHLAWN,-
Aggravated Assault,Apartment Parking Lot,8300-8399,CANYON,ST
Aggravated Assault,Residence or House,4500-4599,LARKSPUR,-
Aggravated Assault,Bus Stop,8300-8399,CALHOUN,RD
Aggravated Assault,"Road, Street, or Sidewalk",8100-8199,BASSETT,ST
Theft,Residence or House,1100-1199,VERA LOU,-
Burglary,Apartment,4800-4899,JARMESE,-
Burglary,Residence or House,5100-5199,SOUTHWIND,ST
Auto Theft,"Road, Street, or Sidewalk",4800-4899,BRICKER,ST
Theft,"Stadium, Sports Arena, Race Track",UNK,NRG PKWY,-
Aggravated Assault,Apartment,3800-3899,MT PLEASANT,-
Theft,Car Wash,7400-7499,CULLEN,BLVD
Theft,Residence or House,4700-4799,CLOVER,ST
Theft,"Road, Street, or Sidewalk",7400-7499,CALHOUN,RD
Theft,"Hotel, Motel, Inn, Etc.",8900-8999,COMAL,-
Theft,Residence or House,8100-8199,MARIAH,-
Aggravated Assault,Residence or House,3800-3899,GOODHOPE,ST
Theft,Driveway,3300-3399,SUNBEAM,-
Aggravated Assault,Residence or House,7800-7899,TIERWESTER,-
Aggravated Assault,Residence or House,10000-10099,CATHEDRAL,DR
Aggravated Assault,Residence or House,3800-3899,MT PLEASANT,-
Burglary,Residence or House,3800-3899,LYDIA,-
Aggravated Assault,"Road, Street, or Sidewalk",4600-4699,MAGGIE,-
Theft,Residence or House,8000-8099,MCLEAN,-
Theft,"Hotel, Motel, Inn, Etc.",3400-3499,AIRPORT,BLVD
Robbery,"Parks and Recreation, Zoo, Swimming Pool",3500-3599,BELLFORT,ST
Theft,"Vacant Single Occ Resd(House,Townhs,Dplex)",9200-9299,VINEARBOR,-
Theft,Grocery Store or Supermarket Parking Lot,9400-9499,CULLEN,BLVD
Burglary,Residence or House,4500-4599,PHLOX,-
Robbery,Apartment Parking Lot,4700-4799,WENDA,ST
Theft,Residence or House,1200-1299,VERA LOU,-
Robbery,Apartment,4200-4299,BARBERRY,DR
Aggravated Assault,Residence or House,3500-3599,BACON,ST
Robbery,"Road, Street, or Sidewalk",4100-4199,ROCKINGHAM,AVE
Auto Theft,Barber And Beauty Shops,8000-8099,CULLEN,BLVD
Burglary,Apartment,7400-7499,CALHOUN,RD
Auto Theft,"Road, Street, or Sidewalk",4600-4699,MAGGIE,-
Aggravated Assault,"Hotel, Motel, Inn, Etc.",2800-2899,REED,RD
Robbery,"Road, Street, or Sidewalk",9100-9199,NOEL,-
Burglary,Apartment,3300-3399,ALICE,ST
Theft,Residence or House,8900-8999,DUANE,ST
Theft,Driveway,4600-4699,GALESBURG,ST
Aggravated Assault,Residence or House,5300-5399,PEDERSON,-
Burglary,Residence or House,8400-8499,WOODWARD,-
Robbery,Strip Business Center Parking Lot,9200-9299,PARK SOUTH,VIEW
Theft,Residence or House,4500-4599,TETON,-
Robbery,Apartment,8300-8399,CANYON,ST
Aggravated Assault,Apartment,3800-3899,SOUTHLAWN,-
Theft,Apartment Parking Lot,7200-7299,PEERLESS,-
Burglary,Apartment,3800-3899,FAULKNER,ST
Theft,Department or Discount Store,8300-8399,CALHOUN,RD
Aggravated Assault,Apartment,10000-10099,CULLEN,BLVD
Auto Theft,"Hotel, Motel, Inn, Etc.",4300-4399,REED,RD
Robbery,Residence or House,4100-4199,SHELBY,CIR
Burglary,Residence or House,8100-8199,JUTLAND,RD
Robbery,"Road, Street, or Sidewalk",9400-9499,CULLEN,BLVD
Theft,"Multi-Plex Home (Duplex,Triplex Etc.)",3800-3899,GOODHOPE,ST
Burglary,Residence or House,7900-7999,FOUNTAIN,ST
Auto Theft,"Other, Unknown, or Not Listed",7700-7799,SH 288,HWY
Robbery,"Road, Street, or Sidewalk",4500-4599,WILMINGTON,ST
Theft,Residence or House,3500-3599,SEABROOK,-
Theft,Apartment,3700-3799,SOUTHLAWN,-
Aggravated Assault,Residence or House,3700-3799,NOAH,-
Robbery,Miscellaneous Business (Non-Specific),7900-7999,CULLEN,BLVD
Robbery,"Road, Street, or Sidewalk",4500-4599,REDBUD,-
Burglary,Residence or House,8300-8399,COMAL,-
Theft,Middle School,3700-3799,AIRPORT,BLVD
Theft,Apartment,4200-4299,BARBERRY,DR
Theft,Apartment,4300-4399,LARKSPUR,-
Theft,Apartment,2800-2899,REED,RD
Theft,Residence or House,9500-9599,CHESTERFIELD,DR
Theft,Residence or House,3500-3599,NATHANIEL BROWN,-
Robbery,"Road, Street, or Sidewalk",5500-5599,ELMLAWN,DR
Theft,Apartment Parking Lot,4300-4399,MAGGIE,-
Aggravated Assault,Apartment Parking Lot,4700-4799,WENDA,ST
Theft,Other Parking Lot,10400-10499,SCOTT,ST
Robbery,"Road, Street, or Sidewalk",8900-8999,CULLEN,BLVD
Theft,Driveway,7900-7999,COMAL,-
Auto Theft,Residence or House,3700-3799,WILMINGTON,ST
Burglary,Residence or House,3600-3699,REBECCA,-
Burglary,"Church, Synagogue, or Temple",4600-4699,WILMINGTON,ST
Theft,Residence or House,9400-9499,SIERRA,DR
Burglary,Miscellaneous Business (Non-Specific),3600-3699,SUNBEAM,-
Theft,Driveway,8000-8099,WOODWARD,-
Rape,Residence or House,8300-8399,LIVINGSTON,-
Burglary,Residence or House,10500-10599,ASHVILLE,DR
Aggravated Assault,"Parks and Recreation, Zoo, Swimming Pool",3500-3599,CORDER,ST
Theft,Vacant Other Out Build/Monument/UnderConst,3000-3099,REED,RD
Aggravated Assault,"Road, Street, or Sidewalk",7200-7299,TIERWESTER,-
Theft,Convenience Store,7400-7499,CALHOUN,RD
Robbery,Restaurant or Cafeteria Parking Lot,9100-9199,CULLEN,BLVD
Theft,Residence or House,4700-4799,LARKSPUR,-
Aggravated Assault,Apartment Parking Lot,4700-4799,WENDA,ST
Aggravated Assault,"Road, Street, or Sidewalk",9400-9499,COFFEE,ST
Theft,Apartment Parking Lot,5000-5099,SUNFLOWER,-
Theft,Driveway,3900-3999,STERLING,-
Theft,"Road, Street, or Sidewalk",7400-7499,CALHOUN,RD
Theft,Convenience Store,9200-9299,ROSEHAVEN,DR
Theft,Driveway,9000-9099,CULLEN,BLVD
Theft,Driveway,9000-9099,BRANDON,ST
Theft,"Road, Street, or Sidewalk",7400-7499,CALHOUN,RD
Theft,Residence or House,4700-4799,WENDA,ST
Aggravated Assault,,7800-7899,COMAL,-
Aggravated Assault,Apartment Parking Lot,2900-2999,REED,RD
Aggravated Assault,Garage or Carport,7900-7999,COMAL,-
Theft,"Road, Street, or Sidewalk",7400-7499,CALHOUN,RD
Aggravated Assault,Apartment,5000-5099,SUNFLOWER,-
Theft,,3500-3599,BELLFORT,ST
Theft,Service or Gas Station,7400-7499,CULLEN,BLVD
Theft,Residence or House,4100-4199,LARKSPUR,-
Aggravated Assault,,3000-3099,SUNNYDALE,DR
Aggravated Assault,Residence or House,4400-4499,PHLOX,-
Robbery,Residence or House,9100-9199,ST LO,RD
Theft,Convenience Store,3800-3899,LOOP,-
Theft,Body Shop,4900-4999,LINGONBERRY,ST
Theft,Apartment Parking Lot,3800-3899,FAULKNER,ST
Theft,Residence or House,8000-8099,PARNELL,-
Aggravated Assault,Apartment Parking Lot,3700-3799,SOUTHLAWN,-
Theft,"Road, Street, or Sidewalk",10500-10599,SIERRA,DR
Burglary,Residence or House,7800-7899,JESTER,-
Theft,Apartment Parking Lot,2700-2799,REED,RD
Aggravated Assault,"Road, Street, or Sidewalk",4500-4599,MAGGIE,-
Theft,Residence or House,4300-4399,BRINKLEY,ST
Theft,,9200-9299,CULLEN,BLVD
Burglary,Residence or House,6000-6099,DOULTON,DR
Burglary,Residence or House,5800-5899,SOUTHINGTON,ST
Aggravated Assault,Driveway,5800-5899,WESTOVER,ST
Theft,Residence or House,5900-5999,BELARBOR,ST
Aggravated Assault,Apartment,8100-8199,JUTLAND,RD
Aggravated Assault,"Road, Street, or Sidewalk",6000-6099,BELMARK,ST
Theft,Residence or House,5600-5699,WILLOW GLEN,DR
Aggravated Assault,Residence or House,5700-5799,BELNEATH,ST
Burglary,Residence or House,7800-7899,BELGARD,ST
Burglary,Residence or House,5200-5299,CHENNAULT,RD
Theft,Apartment Parking Lot,7400-7499,WAYSIDE,DR
Burglary,Residence or House,6000-6099,WILLOW GLEN,DR
Theft,Clothing Store,5800-5899,BELLFORT,ST
Burglary,Residence or House,7600-7699,BELGARD,ST
Theft,Residence or House,5800-5899,BELDART,ST
Aggravated Assault,Driveway,6600-6699,CRESTRIDGE,ST
Burglary,Residence or House,5900-5999,WILLOW GLEN,DR
Auto Theft,Residence or House,5000-5099,WILLOW GLEN,DR
Burglary,Residence or House,7700-7799,CRESTMONT,ST
Theft,Barber And Beauty Shops,UNK,BELLFORT,-
Auto Theft,Convenience Store,5400-5499,PERSHING,ST
Burglary,"Pawn, Resale Shop, or Flea Market",6100-6199,BELLFORT,ST
Burglary,Residence or House,5200-5299,BATAAN,RD
Theft,"Road, Street, or Sidewalk",6100-6199,BELLFORT,ST
Aggravated Assault,Residence or House,5700-5799,SOUTHSEAS,ST
Burglary,Residence or House,5600-5699,RIDGEWAY,DR
Aggravated Assault,Residence or House,5200-5299,LYNDHURST,DR
Burglary,Warehouse,6000-6099,OSBORN,ST
Theft,"Road, Street, or Sidewalk",7300-7399,HURTGEN FOREST,RD
Aggravated Assault,Residence or House,5500-5599,BATAAN,RD
