Offense Type,Premise,BlockRange,StreetName,Type
Robbery,Residence or House,5200-5299,CASTLECREEK,LN
Robbery,Bus Stop,4700-4799,COURT,RD
Robbery,"Road, Street, or Sidewalk",13500-13599,OREM,DR
Auto Theft,"Road, Street, or Sidewalk",5500-5599,RIDGECREEK,DR
Aggravated Assault,Residence or House,6900-6999,FUQUA,ST
Theft,"Road, Street, or Sidewalk",16000-16099,CLARKE SPRINGS,DR
Auto Theft,Convenience Store,3700-3799,MCHARD,RD
Robbery,"Road, Street, or Sidewalk",16800-16899,RAPIDCREEK,DR
Auto Theft,"Road, Street, or Sidewalk",15800-15899,PLAGENS,LN
Aggravated Assault,"Field, Woods, Forest, Park",UNK,BUFFALO RUN,-
Auto Theft,Driveway,5500-5599,CONDON,LN
Theft,Driveway,16600-16699,GOLD RIDGE,LN
Theft,Residence or House,4500-4599,SPRING RIDGE,RD
Burglary,Service or Gas Station,14600-14699,HILLCROFT,AVE
Robbery,Service or Gas Station,15500-15599,FONDREN,RD
Aggravated Assault,"Road, Street, or Sidewalk",5100-5199,BEECHAVEN,DR
Auto Theft,Residence or House,14500-14599,GRIFFIN WILLOW,RD
Robbery,"Road, Street, or Sidewalk",7700-7799,CHASEVIEW,DR
Theft,,7700-7799,CHASEWAY,DR
Theft,Department or Discount Store,3700-3799,MCHARD,RD
Auto Theft,Driveway,5000-5099,RIDGECREEK,DR
Robbery,Driveway,16100-16199,CORSAIR,RD
Theft,Driveway,7600-7699,CHASECREEK,DR
Aggravated Assault,Other Parking Lot,7200-7299,FUQUA,ST
Theft,"Church, Synagogue, or Temple Parking Lot",7900-7999,FUQUA,ST
Aggravated Assault,Residence or House,5100-5199,CASTLECREEK,LN
Aggravated Assault,Residence or House,16000-16099,CLARKE SPRINGS,DR
Theft,"Road, Street, or Sidewalk",16100-16199,BOOT RIDGE,RD
Theft,Miscellaneous Business (Non-Specific),8400-8499,QUAIL CREST,DR
Theft,Residence or House,7200-7299,CHASEWOOD,DR
Theft,Convenience Store,16200-16299,POST OAK,RD
Theft,Residence or House,15800-15899,CORSAIR,RD
Theft,Convenience Store,6600-6699,FUQUA,ST
Theft,"Road, Street, or Sidewalk",16300-16399,POST OAK,RD
Theft,Driveway,2000-2099,DIAMOND CREST,DR
Aggravated Assault,Convenience Store,6600-6699,FUQUA,ST
Aggravated Assault,Residence or House,16600-16699,PARKRIDGE,CT
Burglary,Residence or House,15800-15899,IRONSIDE HILL,DR
Theft,Residence or House,7000-7099,THORNWILD,RD
Burglary,Residence or House,7000-7099,ROCKERGATE,DR
Murder,Residence or House,4700-4799,RIDGEROD,LN
Theft,Residence or House,15900-15999,LENCLAIRE,DR
Theft,Residence or House,7500-7599,EIGHT WILLOWS,RD
Burglary,Residence or House,5700-5799,MACKINAW,RD
Theft,Residence or House,8300-8399,LONE QUAIL,DR
Burglary,"Other, Unknown, or Not Listed",4600-4699,CROKER RIDGE,RD
Robbery,Apartment,5500-5599,EL CAMINO DEL REY,ST
Aggravated Assault,Apartment Parking Lot,6200-6299,GULFTON,-
Aggravated Assault,Government or Public Building,6500-6599,CHIMNEY ROCK,RD
Auto Theft,Apartment Parking Lot,7000-7099,HILLCROFT,AVE
Theft,Miscellaneous Business (Non-Specific),6100-6199,CHIMNEY ROCK,RD
Burglary,Apartment,5400-5499,RENWICK,-
Burglary,Residence or House,6300-6399,BELLAIRE,BLVD
Theft,Apartment Parking Lot,6600-6699,ATWELL,DR
Theft,Bar or Night Club,6100-6199,EDGEMOOR,DR
Robbery,Convenience Store Parking Lot,5600-5699,RAMPART,-
Theft,Apartment Parking Lot,5800-5899,DASHWOOD,DR
Theft,Residence or House,5800-5899,GULFTON,-
Aggravated Assault,Bar or Night Club Parking Lot,5900-5999,BELLAIRE,BLVD
Burglary,Barber And Beauty Shops,6200-6299,BELLAIRE,BLVD
Auto Theft,Apartment Parking Lot,6000-6099,ELM,ST
Theft,"Other, Unknown, or Not Listed",6700-6799,SOUTHWEST,FWY
Rape,Apartment,6300-6399,CHIMNEY ROCK,RD
Aggravated Assault,Convenience Store,5900-5999,GULFTON,-
Theft,Commercial Parking Lot or Garage,6500-6599,DUNLAP,ST
Robbery,"Road, Street, or Sidewalk",6600-6699,CHETWOOD,DR
Robbery,Apartment Parking Lot,6600-6699,RENWICK,-
Theft,Apartment Parking Lot,6600-6699,DUNLAP,ST
Theft,Private School,6400-6499,PRESTWOOD,DR
Aggravated Assault,Apartment,6500-6599,HILLCROFT,AVE
Robbery,"Road, Street, or Sidewalk",6100-6199,BELLAIRE,BLVD
Aggravated Assault,"Hotel, Motel, Inn, Etc.",6800-6899,HORNWOOD,DR
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Auto Theft,Commercial Building,7400-7499,HILLCROFT,AVE
Theft,Residence or House,5500-5599,RICE,AVE
Burglary,Rental Storage Facility,5400-5499,ALDER,DR
Theft,Apartment,5600-5699,GLENMONT,DR
Theft,Apartment Parking Lot,5400-5499,CHIMNEY ROCK,RD
Theft,Department or Discount Store,5500-5599,SOUTHWEST,FWY
Aggravated Assault,Apartment,5700-5799,GULFTON,-
Aggravated Assault,Highway or Freeway,6100-6199,SOUTHWEST,FWY
Auto Theft,Apartment Parking Lot,6100-6199,GLENMONT,DR
Auto Theft,Apartment Parking Lot,7100-7199,HILLCROFT,AVE
Aggravated Assault,Apartment Parking Lot,6100-6199,BELLAIRE,BLVD
Aggravated Assault,Government or Public Building,6500-6599,CHIMNEY ROCK,RD
Theft,Bar or Night Club,6900-6999,RAMPART,-
Murder,Residence or House,6700-6799,RENWICK,-
Robbery,Apartment Parking Lot,5900-5999,BISSONNET,ST
Theft,Grocery Store or Supermarket Parking Lot,5400-5499,CHIMNEY ROCK,RD
Theft,"Church, Synagogue, or Temple Parking Lot",6400-6499,WESTWARD,ST
Theft,Apartment Parking Lot,6700-6799,RENWICK,-
Burglary,"Physician, Doctor, Dentist's Office",5700-5799,BELLAIRE,BLVD
Theft,Grocery Store or Supermarket Parking Lot,5700-5799,GULFTON,-
Aggravated Assault,Apartment,6600-6699,DUNLAP,ST
Robbery,Apartment,6000-6099,BISSONNET,ST
Auto Theft,Apartment Parking Lot,5800-5899,GLENMONT,DR
Theft,Restaurant or Cafeteria,5400-5499,RICE,AVE
Aggravated Assault,Apartment Parking Lot,5600-5699,CHIMNEY ROCK,RD
Theft,Service or Gas Station,6700-6799,HILLCROFT,AVE
Robbery,Apartment Parking Lot,6500-6599,HILLCROFT,AVE
Theft,Commercial Building,6300-6399,CHIMNEY ROCK,RD
Theft,Strip Business Center Parking Lot,6600-6699,HILLCROFT,AVE
Theft,Department or Discount Store,6200-6299,BELLAIRE,BLVD
Theft,Miscellaneous Business (Non-Specific),6200-6299,BELLAIRE,BLVD
Robbery,Apartment Parking Lot,5700-5799,RAMPART,-
Auto Theft,Apartment Parking Lot,6100-6199,GLENMONT,DR
Theft,Apartment,6200-6299,GULFTON,-
Theft,"Pawn, Resale Shop, or Flea Market",5700-5799,BELLAIRE,BLVD
Theft,Apartment Parking Lot,6700-6799,SANDS POINT,DR
Robbery,Grocery Store or Supermarket Parking Lot,7500-7599,HILLCROFT,AVE
Auto Theft,Strip Business Center Parking Lot,5800-5899,DASHWOOD,DR
Auto Theft,Apartment Parking Lot,6600-6699,HILLCROFT,AVE
Robbery,Apartment Parking Lot,6700-6799,CHIMNEY ROCK,RD
Robbery,"Field, Woods, Forest, Park",6000-6099,CHIMNEY ROCK,RD
Auto Theft,"Church, Synagogue, or Temple Parking Lot",7000-7099,BELLAIRE,BLVD
Theft,Mall Parking Lot,5900-5999,GULFTON,DR
Aggravated Assault,Apartment,5600-5699,CHIMNEY ROCK,RD
Robbery,Apartment Parking Lot,5900-5999,BISSONNET,ST
Aggravated Assault,Apartment Parking Lot,6200-6299,GULFTON,-
Robbery,Apartment Parking Lot,6500-6599,HILLCROFT,AVE
Auto Theft,Apartment Parking Lot,6000-6099,ELM,ST
Aggravated Assault,Apartment Parking Lot,6000-6099,GULFTON,-
Burglary,Residence or House,6000-6099,HORNWOOD,DR
Theft,Department or Discount Store,5400-5499,RICE,AVE
Burglary,Apartment,6100-6199,GLENMONT,DR
Auto Theft,"Road, Street, or Sidewalk",6000-6099,JESSAMINE,-
Robbery,Apartment,5900-5999,BISSONNET,ST
Aggravated Assault,Apartment Parking Lot,6200-6299,RENWICK,-
Auto Theft,Apartment Parking Lot,6600-6699,DUNLAP,ST
Robbery,Savings and Loan Institutions,5600-5699,BELLAIRE,BLVD
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Theft,Miscellaneous Business (Non-Specific),5800-5899,BISSONNET,ST
Theft,"Physician, Doctor, Dentist's Office",6500-6599,MAPLERIDGE,-
Theft,Hospital Parking Lot,6600-6699,DE MOSS,DR
Theft,"Other, Unknown, or Not Listed",5500-5599,RICE,AVE
Aggravated Assault,Auto Repair,6100-6199,DE MOSS,DR
Murder,Apartment Parking Lot,7000-7099,HILLCROFT,AVE
Theft,"Laundry, Dry Cleaners, Washaterias",UNK,BISSONNET,ST
Theft,Rental Storage Facility,5400-5499,ALDER,DR
Burglary,Apartment,5400-5499,RAMPART,-
Theft,Apartment,5500-5599,EL CAMINO DEL REY,ST
Theft,"Road, Street, or Sidewalk",6100-6199,JESSAMINE,-
Theft,,5400-5499,RICE,AVE
Robbery,Apartment Parking Lot,6500-6599,HILLCROFT,AVE
Theft,Miscellaneous Business (Non-Specific),6100-6199,BISSONNET,ST
Theft,Apartment Parking Lot,6100-6199,GLENMONT,DR
Theft,Service or Gas Station,5800-5899,CHIMNEY ROCK,RD
Theft,Grocery Store or Supermarket Parking Lot,5900-5999,RENWICK,-
Auto Theft,Garage or Carport,7100-7199,HILLCROFT,AVE
Theft,Auto Repair,7100-7199,RENWICK,-
Theft,Commercial Parking Lot or Garage,UNK,LOOP,-
Burglary,Restaurant or Cafeteria,6200-6299,BELLAIRE,BLVD
Aggravated Assault,Apartment,6100-6199,RAMPART,-
Theft,,5400-5499,RICE,AVE
Theft,Other Parking Lot,5300-5399,RICE,AVE
Theft,"Hotel, Motel, Inn, Etc.",5300-5399,RICE,AVE
Aggravated Assault,"Road, Street, or Sidewalk",6400-6499,GULFTON,ST
Theft,Bar or Night Club,6400-6499,HILLCROFT,AVE
Aggravated Assault,Apartment Parking Lot,6100-6199,GLENMONT,DR
Theft,Apartment Parking Lot,6000-6099,GLENMONT,DR
Robbery,Rental Storage Facility,6000-6099,WESTPARK,DR
Theft,Apartment Parking Lot,5600-5699,CHIMNEY ROCK,RD
Theft,Apartment Parking Lot,6900-6999,RENWICK,-
Theft,Residence or House,5800-5899,GLENMONT,DR
Theft,Garage or Carport,5000-5099,GLENMONT,DR
Robbery,"Road, Street, or Sidewalk",6100-6199,GLENMONT,DR
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Theft,Apartment Parking Lot,6000-6099,BELLAIRE,BLVD
Auto Theft,Apartment Parking Lot,6200-6299,WESTWARD,ST
Theft,,6000-6099,HILLCROFT,AVE
Theft,Commercial Parking Lot or Garage,6100-6199,HILLCROFT,AVE
Theft,Apartment Parking Lot,6500-6599,HILLCROFT,AVE
Theft,Hotel or Motel Parking Lot,5300-5399,RICE,AVE
Theft,Apartment Parking Lot,6500-6599,HILLCROFT,AVE
Burglary,Residence or House,6300-6399,BELLAIRE,BLVD
Burglary,Apartment,6600-6699,SANDS POINT,DR
Robbery,Apartment Parking Lot,5600-5699,CHIMNEY ROCK,RD
Auto Theft,Restaurant or Cafeteria Parking Lot,6100-6199,CLAREWOOD,DR
Robbery,"Road, Street, or Sidewalk",6100-6199,BELLAIRE,BLVD
Theft,"Road, Street, or Sidewalk",6000-6099,HILLCROFT,AVE
Theft,"Other, Unknown, or Not Listed",6200-6299,BELLAIRE,BLVD
Burglary,Restaurant or Cafeteria,6200-6299,BISSONNET,ST
Robbery,Apartment Parking Lot,5900-5999,GLENMONT,DR
Theft,Other Parking Lot,6000-6099,CHIMNEY ROCK,RD
Robbery,Restaurant or Cafeteria,5900-5999,BELLAIRE,BLVD
Theft,Apartment,6100-6199,RENWICK,DR
Theft,"Road, Street, or Sidewalk",7300-7399,ASHCROFT,DR
Theft,Department or Discount Store,5400-5499,RICE,AVE
Burglary,Apartment,5500-5599,EL CAMINO DEL REY,ST
Theft,"Pawn, Resale Shop, or Flea Market",6000-6099,BELLAIRE,BLVD
Burglary,"Church, Synagogue, or Temple",6600-6699,BINTLIFF,DR
Theft,Grocery Store or Supermarket Parking Lot,5400-5499,RICE,AVE
Robbery,"Road, Street, or Sidewalk",6000-6099,BISSONNET,ST
Theft,Strip Business Center Parking Lot,5800-5899,BELLAIRE,BLVD
Burglary,"Physician, Doctor, Dentist's Office",7100-7199,SOUTHWEST,FWY
Theft,"Other, Unknown, or Not Listed",6300-6399,GULFTON,ST
Theft,Convenience Store,7100-7199,BELLAIRE,BLVD
Theft,Apartment Parking Lot,7200-7299,HILLCROFT,AVE
Theft,Apartment Parking Lot,6000-6099,ELM,ST
Theft,Residence or House,5900-5999,HIGH STAR,DR
Theft,Apartment Parking Lot,6500-6599,HILLCROFT,AVE
Theft,Strip Business Center Parking Lot,6200-6299,BELLAIRE,BLVD
Burglary,Check Cashing Places,5900-5999,RAMPART,-
Burglary,Residence or House,5500-5599,JESSAMINE,-
Auto Theft,Apartment Parking Lot,5700-5799,RAMPART,-
Auto Theft,Apartment Parking Lot,6000-6099,DASHWOOD,DR
Burglary,"Church, Synagogue, or Temple",6600-6699,ALDER,DR
Auto Theft,Apartment Parking Lot,5900-5999,BISSONNET,ST
Auto Theft,Other Parking Lot,7100-7199,ALDER,DR
Aggravated Assault,"Hotel, Motel, Inn, Etc.",6800-6899,HORNWOOD,DR
Theft,"Church, Synagogue, or Temple",6900-6999,CHETWOOD,DR
Robbery,Apartment,6500-6599,HILLCROFT,AVE
Theft,Commercial Building,5400-5499,RENWICK,-
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Burglary,Apartment,5400-5499,CHIMNEY ROCK,RD
Aggravated Assault,Apartment,6100-6199,GLENMONT,DR
Aggravated Assault,Apartment Parking Lot,5800-5899,GLENMONT,DR
Theft,Residence or House,7100-7199,HILLCROFT,AVE
Theft,Apartment Parking Lot,6100-6199,GLENMONT,DR
Robbery,Apartment Parking Lot,6700-6799,ATWELL,DR
Theft,Strip Business Center Parking Lot,6000-6099,JESSAMINE,-
Aggravated Assault,Apartment,7600-7699,BEECHNUT,ST
Aggravated Assault,"Road, Street, or Sidewalk",7100-7199,LANGDON,LN
Aggravated Assault,Residence or House,6500-6599,ROWAN,LN
Theft,Grocery Store or Supermarket,6700-6799,BISSONNET,ST
Theft,Apartment Parking Lot,8800-8899,FONDREN,RD
Theft,Apartment Parking Lot,8800-8899,FONDREN,RD
Theft,"Church, Synagogue, or Temple Parking Lot",9600-9699,BRAES BAYOU,DR
Theft,"Parks and Recreation, Zoo, Swimming Pool",9500-9599,BRAES BAYOU,DR
Auto Theft,Apartment Parking Lot,9000-9099,FONDREN,RD
Theft,Apartment Parking Lot,8800-8899,FONDREN,RD
Burglary,Residence or House,7100-7199,TRIOLA,LN
Theft,Other Parking Lot,7000-7099,BISSONNET,ST
Robbery,Convenience Store Parking Lot,7400-7499,BISSONNET,ST
Theft,"Gym, Recreat, Club House, Indoor Pool, Spa",7000-7099,BISSONNET,ST
Aggravated Assault,Apartment Parking Lot,9700-9799,GESSNER,RD
Theft,Driveway,7700-7799,BRAEBURN VALLEY,DR
Theft,Strip Business Center Parking Lot,7000-7099,BISSONNET,ST
Aggravated Assault,"Road, Street, or Sidewalk",7600-7699,BEECHNUT,ST
Robbery,Apartment Parking Lot,7500-7599,BISSONNET,ST
Auto Theft,"Road, Street, or Sidewalk",7800-7899,CREEKBEND,DR
Aggravated Assault,Apartment,7600-7699,CREEKBEND,DR
Aggravated Assault,Hospital,7600-7699,BEECHNUT,ST
Burglary,Residence or House,6600-6699,ROOS,RD
Burglary,Apartment,10200-10299,GESSNER,RD
Theft,Restaurant or Cafeteria,6400-6499,BISSONNET,ST
Burglary,Restaurant or Cafeteria,9600-9699,FONDREN,RD
Burglary,"Church, Synagogue, or Temple",9500-9599,BRAES BAYOU,DR
Theft,Apartment Parking Lot,8800-8899,FONDREN,RD
Burglary,Drug Store or Medical Supply,7200-7299,BISSONNET,ST
Robbery,Residence or House,7400-7499,GRAPE,ST
Theft,Other Parking Lot,9500-9599,BRAES BAYOU,DR
Robbery,Vacant Building (Commercial),3900-3999,OVERTURE,DR
Theft,Other Parking Lot,8500-8599,SOUTHWEST,FWY
Burglary,Convenience Store,9300-9399,GESSNER,RD
Robbery,Mall Parking Lot,7100-7199,BEECHNUT,ST
Robbery,Miscellaneous Business (Non-Specific),6500-6599,BISSONNET,ST
Aggravated Assault,"Road, Street, or Sidewalk",7600-7699,BEECHNUT,ST
Theft,"Hotel, Motel, Inn, Etc.",8200-8299,SOUTHWEST,FWY
Burglary,Garage or Carport,5500-5599,VALERIE,-
Robbery,Apartment,9000-9099,FONDREN,RD
Burglary,Residence or House,7000-7099,BELLAIRE,BLVD
Theft,Hospital,7600-7699,BEECHNUT,ST
Burglary,Grocery Store or Supermarket Parking Lot,9800-9899,FONDREN,RD
Burglary,Restaurant or Cafeteria,8700-8799,GESSNER,RD
Theft,Grocery Store or Supermarket Parking Lot,6700-6799,BISSONNET,ST
Theft,Apartment Parking Lot,8900-8999,FONDREN,RD
Robbery,Apartment Parking Lot,8900-8999,GESSNER,RD
Burglary,Apartment,7200-7299,KINGS GATE,CIR
Theft,Apartment,7400-7499,BISSONNET,ST
Robbery,Apartment Parking Lot,8400-8499,NAIRN,-
Robbery,Apartment Parking Lot,6900-6999,BISSONNET,ST
Theft,Apartment Parking Lot,9600-9699,FONDREN,RD
Burglary,Drug Store or Medical Supply,7100-7199,BEECHNUT,ST
Theft,Convenience Store Parking Lot,9000-9099,GESSNER,RD
Theft,Commercial Parking Lot or Garage,7400-7499,CAREW,-
Theft,Apartment Parking Lot,9700-9799,GESSNER,RD
Theft,Restaurant or Cafeteria Parking Lot,7100-7199,BELLAIRE,BLVD
Robbery,"Road, Street, or Sidewalk",6600-6699,NEFF,ST
Theft,Service or Gas Station,6800-6899,BISSONNET,ST
Theft,Grocery Store or Supermarket,9400-9499,FONDREN,RD
Theft,Driveway,6400-6499,EDGEMOOR,DR
Theft,Grocery Store or Supermarket,6700-6799,BISSONNET,ST
Theft,Apartment,7600-7699,CREEKBEND,DR
Theft,"Road, Street, or Sidewalk",7600-7699,BRAESVIEW,LN
Theft,Condominium,7600-7699,BRAESWOOD,BLVD
Auto Theft,Service or Gas Station,7900-7999,BRAESDALE,LN
Rape,Apartment,7600-7699,BEECHNUT,ST
Theft,Apartment Parking Lot,8700-8799,BRAE ACRES,RD
Theft,Residence or House,7000-7099,FONVILLA,ST
Theft,Other Parking Lot,7000-7099,BISSONNET,ST
Aggravated Assault,Restaurant or Cafeteria,7300-7399,BISSONNET,ST
Theft,"Road, Street, or Sidewalk",8800-8899,FONDREN,RD
Theft,Service or Gas Station,6800-6899,BISSONNET,ST
Aggravated Assault,"Road, Street, or Sidewalk",7600-7699,BEECHNUT,ST
Burglary,Apartment,8700-8799,BRAE ACRES,RD
Aggravated Assault,"Road, Street, or Sidewalk",6300-6399,EDGEMOOR,DR
Auto Theft,Commercial Parking Lot or Garage,6500-6599,BISSONNET,ST
Theft,Specialty Store (Non-Specific),7100-7199,BISSONNET,ST
Theft,"Road, Street, or Sidewalk",6800-6899,BEECHNUT,ST
Theft,Strip Business Center Parking Lot,7000-7099,BISSONNET,ST
Theft,"Road, Street, or Sidewalk",8200-8299,SOUTHWEST,FWY
Theft,"Road, Street, or Sidewalk",7000-7099,WANDA,LN
Robbery,Restaurant or Cafeteria Parking Lot,7200-7299,BISSONNET,ST
Aggravated Assault,Restaurant or Cafeteria Parking Lot,8500-8599,BRAESWOOD,BLVD
Auto Theft,Residence or House,6600-6699,STROUD,DR
Theft,Drug Store or Medical Supply,8500-8599,BRAESWOOD,BLVD
Burglary,Garage or Carport,8500-8599,BRAESVIEW,LN
Theft,Apartment,7400-7499,BISSONNET,ST
Theft,Apartment Parking Lot,8100-8199,ALBACORE,DR
Aggravated Assault,Residence or House,7600-7699,BRAES MEADOW,DR
Theft,Apartment,9700-9799,BRAEBURN GLEN,BLVD
Aggravated Assault,Apartment Parking Lot,8800-8899,GUSTINE,LN
Theft,Strip Business Center Parking Lot,11600-11699,SOUTHWEST,FWY
Theft,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Robbery,Apartment,11500-11599,KEEGANS RIDGE,RD
Aggravated Assault,Apartment,8700-8799,GUSTINE,LN
Theft,Miscellaneous Business (Non-Specific),11500-11599,SOUTHWEST,FWY
Theft,Specialty Store (Non-Specific),8700-8799,GESSNER,RD
Aggravated Assault,Apartment Parking Lot,10100-10199,GESSNER,RD
Aggravated Assault,"Road, Street, or Sidewalk",8700-8799,BELLFORT,AVE
Aggravated Assault,Residence or House,9200-9299,WILLOW MEADOW,DR
Theft,Other Parking Lot,12100-12199,RICEVILLE SCHOOL,RD
Theft,Other Parking Lot,12100-12199,RICEVILLE SCHOOL,RD
Theft,Bar or Night Club Parking Lot,8400-8499,GESSNER,RD
Theft,Residence or House,12000-12099,SAM HOUSTON,PKWY
Aggravated Assault,"Road, Street, or Sidewalk",9300-9399,BISSONNET,ST
Theft,Driveway,8900-8999,SANGAMON,-
Theft,Apartment Parking Lot,10900-10999,GESSNER,RD
Burglary,Residence or House,9600-9699,AIRPORT,BLVD
Aggravated Assault,Apartment Parking Lot,8700-8799,BRAESWOOD,BLVD
Robbery,Apartment Parking Lot,11500-11599,KEEGANS RIDGE,RD
Robbery,Apartment Parking Lot,10900-10999,WESTBRAE,PKWY
Theft,Department or Discount Store,11500-11599,SOUTHWEST,FWY
Theft,Driveway,8900-8999,SANGAMON,-
Robbery,Service or Gas Station,10000-10099,GESSNER,RD
Aggravated Assault,"Vacant Single Occ Resd(House,Townhs,Dplex)",8900-8999,BISSONNET,ST
Theft,Apartment,11500-11599,KEEGANS RIDGE,RD
Theft,Apartment Parking Lot,10600-10699,GESSNER,RD
Aggravated Assault,Convenience Store,10200-10299,BELLFORT,AVE
Murder,Nursing Home,9500-9599,BRAEBURN GLEN,BLVD
Theft,,9000-9099,BELLFORT,AVE
Auto Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,10400-10499,SOUTHWEST,FWY
Auto Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,9700-9799,SOUTHWEST,FWY
Theft,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Theft,Apartment Parking Lot,8700-8799,GUSTINE,LN
Theft,Strip Business Center Parking Lot,8600-8699,SOUTHWEST,FWY
Theft,Apartment Parking Lot,8700-8799,GUSTINE,LN
Robbery,Apartment Parking Lot,8900-8999,BISSONNET,ST
Robbery,Miscellaneous Business (Non-Specific),9000-9099,BRAESWOOD,BLVD
Theft,Apartment,10100-10199,GESSNER,RD
Theft,Restaurant or Cafeteria Parking Lot,10400-10499,SOUTHWEST PLAZA,DR
Aggravated Assault,Service or Gas Station,9400-9499,BELLFORT,AVE
Theft,Apartment Parking Lot,8800-8899,GUSTINE,LN
Burglary,Apartment,10200-10299,BELLFORT,AVE
Robbery,Apartment Parking Lot,8800-8899,GUSTINE,LN
Auto Theft,Rental Storage Facility,9800-9899,BELLFORT,AVE
Auto Theft,Apartment Parking Lot,8900-8999,BRAESWOOD,BLVD
Theft,"Hotel, Motel, Inn, Etc.",12400-12499,SAM HOUSTON,PKWY
Theft,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Aggravated Assault,Apartment,8800-8899,BISSONNET,ST
Aggravated Assault,Other Parking Lot,10400-10499,SOUTHWEST PLAZA,DR
Theft,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Theft,Residence or House,8600-8699,BELLFORT,AVE
Theft,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Auto Theft,Apartment Parking Lot,10200-10299,BELLFORT,AVE
Theft,Apartment Parking Lot,9000-9099,BRAESWOOD,BLVD
Robbery,"Parks and Recreation, Zoo, Swimming Pool",11000-11099,GESSNER,RD
Robbery,Strip Business Center Parking Lot,9400-9499,BELLFORT,AVE
Auto Theft,Driveway,9100-9199,BENNING,DR
Theft,Department or Discount Store,8600-8699,BRAESWOOD,BLVD
Aggravated Assault,Apartment,8700-8799,GUSTINE,LN
Auto Theft,Apartment Parking Lot,9000-9099,BRAESWOOD,BLVD
Theft,Miscellaneous Business (Non-Specific),10800-10899,GESSNER,RD
Theft,Strip Business Center Parking Lot,11800-11899,WILCREST,DR
Robbery,Service or Gas Station,9600-9699,HONEYWELL,RD
Theft,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Theft,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Theft,"Road, Street, or Sidewalk",9500-9599,BRAEBURN GLEN,BLVD
Robbery,"Road, Street, or Sidewalk",12000-12099,SAM HOUSTON,PKWY
Theft,Apartment Rental Office,9200-9299,BELLFORT,AVE
Robbery,Miscellaneous Business (Non-Specific),10800-10899,SAM HOUSTON,PKWY
Auto Theft,Apartment,10200-10299,BELLFORT,AVE
Theft,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Burglary,Office Building,11700-11799,SAM HOUSTON,PKWY
Aggravated Assault,Apartment,9000-9099,BRAESWOOD,BLVD
Theft,Convenience Store Parking Lot,9600-9699,HONEYWELL,RD
Robbery,"Road, Street, or Sidewalk",10000-10099,GESSNER,RD
Theft,Apartment Parking Lot,9200-9299,BISSONNET,ST
Auto Theft,Commercial Parking Lot or Garage,11500-11599,KEEGANS RIDGE,RD
Burglary,"Gym, Recreat, Club House, Indoor Pool, Spa",11700-11799,SAM HOUSTON,PKWY
Robbery,Other Parking Lot,9300-9399,SOUTHWEST,FWY
Theft,"Hotel, Motel, Inn, Etc.",10400-10499,BELLFORT,AVE
Theft,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Robbery,Apartment Parking Lot,11500-11599,KEEGANS RIDGE,RD
Robbery,Strip Business Center Parking Lot,9100-9199,BISSONNET,ST
Auto Theft,Park and Ride Terminal,11400-11499,ROARK,RD
Theft,Department or Discount Store,11500-11599,SOUTHWEST,FWY
Robbery,"Lake, Pond, Waterway, Bayou, River",8800-8899,BRAESWOOD,BLVD
Aggravated Assault,Residence or House,8800-8899,KENNARD,DR
Aggravated Assault,Apartment Parking Lot,10700-10799,WESTBRAE,PKWY
Theft,Apartment,8800-8899,GUSTINE,LN
Theft,Other Parking Lot,8700-8799,GESSNER,RD
Theft,Service or Gas Station,9300-9399,BISSONNET,ST
Robbery,"Road, Street, or Sidewalk",9800-9899,BELLFORT,AVE
Burglary,Apartment,9800-9899,BRAEBURN GLEN,BLVD
Theft,Auto Repair,9000-9099,BELLFORT,AVE
Burglary,Residence or House,12100-12199,POULSON,DR
Auto Theft,"Road, Street, or Sidewalk",9800-9899,BRAEBURN GLEN,BLVD
Robbery,Apartment Laundry,9000-9099,BISSONNET,ST
Auto Theft,Apartment Parking Lot,8700-8799,GUSTINE,LN
Theft,Apartment Parking Lot,10900-10999,GESSNER,RD
Robbery,Bar or Night Club Parking Lot,11300-11399,FONDREN,RD
Theft,Apartment,12300-12399,BOB WHITE,DR
Theft,Apartment,10300-10399,SANDPIPER,DR
Theft,Apartment Parking Lot,11100-11199,FONDREN,RD
Theft,Grocery Store or Supermarket Parking Lot,7700-7799,BELLFORT,AVE
Theft,Department or Discount Store,11000-11099,FONDREN,RD
Aggravated Assault,"Road, Street, or Sidewalk",9700-9799,FONDREN,RD
