Offense Type,Beat,Premise,BlockRange,StreetName,Type
Theft,10H60,Commercial Parking Lot or Garage,2400-2499,WENTWORTH ST,ST
Theft,10H60,"Road, Street, or Sidewalk",6200-6299,TIERWESTER,-
Burglary,10H60,Convenience Store,3200-3299,MACGREGOR,WAY
Theft,10H60,Residence or House,2500-2599,BINZ ST,ST
Theft,10H60,Bar or Night Club,4700-4799,DOWLING ST,ST
Theft,10H60,"Vacant Single Occ Resd(House,Townhs,Dplex)",6200-6299,TIERWESTER,-
Aggravated Assault,10H60,"Road, Street, or Sidewalk",5200-5299,BALKIN,ST
AutoTheft,10H60,"Road, Street, or Sidewalk",4800-4899,EMANCIPATION AVE,-
AutoTheft,10H60,"Road, Street, or Sidewalk",3800-3899,WICHITA ST,ST
Theft,10H60,Bar or Night Club,4400-4499,EMANCIPATION AVE,-
Robbery,10H60,"Road, Street, or Sidewalk",5900-5999,SCOTT ST,ST
Aggravated Assault,10H60,Convenience Store,3500-3599,WHEELER,ST
Burglary,10H60,Apartment,2400-2499,SOUTHMORE BLVD 1,-
AutoTheft,10H60,"Road, Street, or Sidewalk",2200-2299,WENTWORTH ST,ST
Theft,10H60,"Road, Street, or Sidewalk",14900-14999,GAMBLE,RD
Theft,10H60,"Road, Street, or Sidewalk",3500-3599,DIXIE DR,-
Theft,10H60,"Road, Street, or Sidewalk",1600-1699,BEACONSHIRE,RD
Theft,10H60,"Road, Street, or Sidewalk",800-899,MAGNOLIA,AVE
Theft,10H60,Bar or Night Club Parking Lot,5000-5099,EMANCIPATION AVE,-
Theft,10H60,"Road, Street, or Sidewalk",4400-4499,S MACGREGOR WAY,-
Theft,10H60,Apartment Parking Lot,6400-6499,DEL RIO ST,ST
Theft,10H60,"Road, Street, or Sidewalk",8600-8699,SPRUCE MILL,DR
Robbery,10H60,"Road, Street, or Sidewalk",12300-12399,LAKESHORE RIDGE,-
Theft,10H60,"Road, Street, or Sidewalk",2300-2399,WENTWORTH ST,ST
AutoTheft,10H60,Other Parking Lot,3300-3399,DIXIE DR,-
Theft,10H60,Driveway,3500-3599,OZARK,-
Rape,10H70,Vehicle/Auto Sales/Lease/Auto Parts Store,7400-7499,CORPORATE,DR
Theft,10H70,"Road, Street, or Sidewalk",16300-16399,PETALUMA,DR
Theft,10H70,Commercial Parking Lot or Garage,6200-6299,HERMANN PARK DR,-
Robbery,10H70,"Hotel, Motel, Inn, Etc.",2100-2199,S. HWY 6,-
Aggravated Assault,10H70,Apartment Parking Lot,6400-6499,SOUTHWAY DR,-
Theft,10H70,"Road, Street, or Sidewalk",UNK,HERMANN MUSEUM CIR,-
Aggravated Assault,10H70,Residence or House,1500-1599,TAUB LP,-
Rape,10H70,Residence or House,1500-1599,TAUB LP,-
Aggravated Assault,10H70,"Field, Woods, Forest, Park",7000-7099,ARDMORE ST,ST
Theft,10H70,"Libraries, Museums",1500-1599,BINZ ST,ST
Theft,10H70,Restaurant or Cafeteria,10900-10999,KEYSTONE FAIRWAY DRIVE,-
Theft,10H70,Apartment,9300-9399,KIRBY,DR
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",1500-1599,CAMBRIDGE ST,ST
Theft,10H70,"Road, Street, or Sidewalk",2100-2199,SOUTHMORE BLVD,BLVD
Theft,10H70,Bar or Night Club,5100-5199,ALMEDA RD,RD
Theft,10H70,Apartment Rental Office,1200-1299,MCKINNEY,ST
Theft,10H70,"Other, Unknown, or Not Listed",UNK,HERMANN MUSEUM CIR,-
AutoTheft,10H70,Commercial Parking Lot or Garage,1400-1499,CAMBRIDGE ST,ST
Theft,10H70,Hospital,6400-6499,FANNIN ST IB,-
Theft,10H70,Commercial Parking Lot or Garage,6000-6099,HERMANN PARK DR,-
Theft,10H70,"Road, Street, or Sidewalk",1800-1899,PALM,-
Theft,10H70,Convenience Store,4600-4699,SAN JACINTO,ST
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6000-6099,FANNIN ST IB,-
Theft,10H70,Apartment Parking Lot,2300-2399,OLD SPANISH TRL,-
Theft,10H70,Apartment Parking Lot,5200-5299,CAROLINE ST,ST
Aggravated Assault,10H70,Hospital,17800-17899,JUNIPER GREEN TRAIL,-
Theft,10H70,Department or Discount Store,5100-5199,ALMEDA,RD
Theft,10H70,Other Parking Lot,2100-2199,MACGREGOR WAY,-
Theft,10H70,Hospital,300-399,MISSISSIPPI,-
Theft,10H70,Hospital,6500-6599,FANNIN ST IB,-
Theft,10H70,Construction Site,2000-2099,WINDY TERRANCE,-
Theft,10H70,Hospital,1300-1399,EWING,ST
Theft,10H70,Residence or House,4600-4699,AUSTIN ST,ST
Robbery,10H70,Convenience Store,5800-5899,ALMEDA RD,RD
Theft,10H70,Driveway,2100-2199,OAKDALE,-
Theft,10H70,Other Parking Lot,1300-1399,BLODGETT ST,ST
Theft,10H70,Hospital,1900-1999,HOLCOMBE,BLVD
Theft,10H70,Grocery Store or Supermarket Parking Lot,3100-3199,OLD SPANISH TRL,-
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6200-6299,HERMANN PARK DR,-
Theft,10H70,"Road, Street, or Sidewalk",1800-1899,OAKDALE,-
Theft,10H70,"Other, Unknown, or Not Listed",6400-6499,FANNIN,ST
Rape,10H70,"Hotel, Motel, Inn, Etc.",6400-6499,FANNIN ST IB,-
AutoTheft,10H70,Other Parking Lot,6000-6099,HERMANN PARK,DR
Theft,10H70,Hospital,6500-6599,FANNIN ST,ST
Theft,10H70,"Other, Unknown, or Not Listed",6600-6699,FANNIN ST,ST
Theft,10H70,"Road, Street, or Sidewalk",1800-1899,WHEELER ST,ST
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",1500-1599,HERMANN DR,-
Theft,10H70,Hospital,6400-6499,FANNIN,-
Theft,10H70,Hospital,6500-6599,FANNIN ST,ST
Aggravated Assault,10H70,Freeway Service Road,6800-6899,SOUTH FWY OB,-
Aggravated Assault,10H70,Service or Gas Station,1000-1099,FM 1489 RD TRAILER,-
Theft,10H70,Hospital,1500-1599,BEN TAUB LOOP,-
Theft,10H70,Residence or House,1700-1799,RUTH,-
Theft,10H70,Other Parking Lot,6900-6999,ALMEDA RD,RD
Theft,10H70,Commercial Parking Lot or Garage,7300-7399,ARDMORE ST,ST
Theft,10H70,Apartment,UNK,HERMANN PARK CT,-
Burglary,10H70,Restaurant or Cafeteria,4800-4899,ALMEDA,RD
Burglary,10H70,Apartment,7000-7099,ALMEDA RD,RD
Theft,10H70,Apartment Parking Lot,UNK,HERMANN PARK CT,-
Theft,10H70,Commercial Parking Lot or Garage,1100-1199,HOLCOMBE BLVD,BLVD
Theft,10H70,Hospital,6600-6699,FANNIN ST,ST
Theft,10H70,Other Parking Lot,6200-6299,CARNABY,LN
Aggravated Assault,10H70,Apartment,1800-1899,EWING ST,ST
Theft,10H70,"Physician, Doctor, Dentist's Office",6500-6599,FANNIN ST,ST
Theft,10H70,Apartment Parking Lot,5900-5999,ALMEDA RD,RD
Burglary,10H70,Residence or House,5400-5499,CHIMNEY ROCK,-
Theft,10H70,Commercial Parking Lot or Garage,UNK,HERMANN PARK CT,-
Theft,10H70,"Hotel, Motel, Inn, Etc.",6500-6599,FANNIN ST,ST
Theft,10H70,Apartment Parking Lot,5900-5999,ALMEDA RD,RD
Aggravated Assault,10H70,Residence or House,4900-4999,COTTER,-
Theft,10H70,Freeway Service Road,4100-4199,ALMEDA RD,RD
Theft,10H70,Hospital,1500-1599,TAUB LP,-
Theft,10H70,"Hotel, Motel, Inn, Etc.",5700-5799,MAIN ST,ST
Theft,10H70,Hospital,2600-2699,CAROLINE,ST
AutoTheft,10H70,"Road, Street, or Sidewalk",1800-1899,PALM,-
Aggravated Assault,10H70,"Other, Unknown, or Not Listed",4200-4299,LA BRANCH,-
Theft,10H70,Hospital,6500-6599,FANNIN,ST
Aggravated Assault,10H70,Residence or House,2500-2599,GREENSBORO,-
Aggravated Assault,10H70,Grocery Store or Supermarket,4600-4699,SAN JACINTO,ST
Burglary,10H70,Apartment,2900-2999,OLD SPANISH TRAIL,-
Theft,10H70,"Field, Woods, Forest, Park",6000-6099,HERMANN PARK DR,-
Theft,10H70,University or College,UNK,BAYLOR PLAZA,-
Theft,10H70,Other Parking Lot,1500-1599,HERMANN DR,-
Theft,10H70,Office Building,9300-9399,KIRBY,DR
Theft,10H70,Other Parking Lot,6000-6099,FANNIN ST,ST
Robbery,10H70,Service or Gas Station,5200-5299,BROWNWAY,ST
Aggravated Assault,10H70,"Road, Street, or Sidewalk",3300-3399,SAUER,-
AutoTheft,10H70,"Road, Street, or Sidewalk",5100-5199,CHENEVERT ST,ST
Theft,10H70,Apartment Parking Lot,6300-6399,ALMEDA RD,RD
Theft,10H70,Garage or Carport,6300-6399,ALMEDA RD,RD
Theft,10H70,"Road, Street, or Sidewalk",1400-1499,HERMANN DR,-
Theft,10H70,Commercial Parking Lot or Garage,1300-1399,MOURSUND,-
Theft,10H70,Hospital,6500-6599,FANNIN ST,ST
Burglary,10H70,Apartment,1700-1799,WYNDALE,-
Theft,10H70,Construction Site,5800-5899,CENTERALCREST,ST
Theft,10H70,Hospital Parking Lot,6700-6799,FANNIN ST,ST
Burglary,10H70,Apartment,2000-2099,SUNSET BOULEVARD,RD
Theft,10H70,Hospital Parking Lot,6600-6699,FANNIN ST,ST
Theft,10H70,Light Rail (Metro Rail) Vehicle,6500-6599,FANNIN ST,ST
Theft,10H70,Park and Ride Terminal,6000-6099,FANNIN ST,ST
Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6000-6099,HERMANN PARK DR,-
Theft,10H70,Service or Gas Station,3200-3299,HOLCOMBE BLVD,BLVD
Aggravated Assault,10H70,Residence or House,2500-2599,GREENSBORO DR,-
Rape,10H80,"Other, Unknown, or Not Listed",2500-2599,BOLSOVER ST,ST
Theft,10H80,Commercial Parking Lot or Garage,2400-2499,DRYDEN RD,RD
Burglary,10H80,Residence or House,2000-2099,SUNSET BLVD,BLVD
Theft,10H80,Residence or House,2000-2099,SUNSET BLVD,BLVD
Theft,10H80,Other Parking Lot,2400-2499,RICE BLVD,BLVD
Theft,10H80,"Road, Street, or Sidewalk",2300-2399,DRYDEN RD,RD
Theft,10H80,Driveway,1700-1799,BOLSOVER ST,ST
Theft,10H80,Car Wash,5200-5299,KIRBY DR,-
Theft,10H80,Driveway,2100-2199,SWIFT BLVD,BLVD
Theft,10H80,Liquor Store,7100-7199,HIGH LIFE,DR
Theft,10H80,Other Parking Lot,4600-4699,MONTROSE BLVD,BLVD
AutoTheft,10H80,Commercial Parking Lot or Garage,5300-5399,MAIN ST,ST
AutoTheft,10H80,Residence or House,2000-2099,SUNSET BLVD,BLVD
Theft,10H80,Clothing Store,2400-2499,TIMES,BLVD
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST FWY IB,-
Theft,10H80,"Road, Street, or Sidewalk",2100-2199,SUNSET BLVD,BLVD
Theft,10H80,Commercial Parking Lot or Garage,11100-11199,MALDEN,DR
Theft,10H80,Restaurant or Cafeteria,2400-2499,RICE BLVD,BLVD
Theft,10H80,Apartment,200-299,PORTLAND,-
Theft,10H80,Restaurant or Cafeteria Parking Lot,5100-5199,KIRBY DR,-
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST FWY IB,-
Theft,10H80,Specialty Store (Non-Specific),2400-2499,UNIVERSITY,BLVD
Rape,10H80,"Other, Unknown, or Not Listed",2500-2599,BOLSOVER ST,ST
Theft,10H80,Driveway,1700-1799,BANKS ST,ST
Theft,10H80,Specialty Store (Non-Specific),2400-2499,UNIVERSITY,BLVD
Theft,10H80,Residence or House,2200-2299,SHERIDAN ST,ST
Theft,10H80,Miscellaneous Business (Non-Specific),1200-1299,BARTLETT ST,ST
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,SOUTHWEST FWY IB,-
Theft,10H80,Hospital Parking Lot,6600-6699,FANNIN,ST
Theft,10H80,"Other, Unknown, or Not Listed",1100-1199,BERTHEA ST,ST
Theft,10H80,"Road, Street, or Sidewalk",2500-2599,DUNSTAN RD,RD
Theft,10H80,"Road, Street, or Sidewalk",1800-1899,VASSAR,-
Burglary,10H80,"Gym, Recreat, Club House, Indoor Pool",2500-2599,BARTLETT,ST
Theft,10H80,Clothing Store,2400-2499,UNIVERSITY,BLVD
Theft,10H80,Restaurant or Cafeteria Parking Lot,9200-9299,W. STERLING,DR
Burglary,10H80,Miscellaneous Business (Non-Specific),2500-2599,UNIVERSITY,BLVD
Burglary,10H80,Specialty Store (Non-Specific),6600-6699,KIRBY,DR
Theft,10H80,Car Wash,5200-5299,KIRBY DR,-
Theft,10H80,"Road, Street, or Sidewalk",5000-5099,MONTROSE BLVD,BLVD
Theft,10H80,Hospital,1700-1799,SUNSET,BLVD
Theft,10H80,"Road, Street, or Sidewalk",1200-1299,MILFORD ST,ST
Theft,10H80,Residence or House,1200-1299,MILFORD ST,ST
Theft,10H80,Commercial Parking Lot or Garage,5600-5699,IVORY MIST,ST
Burglary,10H80,Miscellaneous Business (Non-Specific),100-199,CHERRY HILL,RD
Theft,10H80,Office Building,2100-2199,HOLCOMBE,BLVD
Aggravated Assault,10H80,Restaurant or Cafeteria Parking Lot,2200-2299,W HOLCOMBE BLVD,BLVD
Burglary,10H80,Residence or House,2100-2199,TANGLEY,-
Theft,10H80,Residence or House,2200-2299,MARONEAL ST,ST
Theft,10H80,Driveway,2100-2199,BOLSOVER ST,ST
Theft,10H80,Apartment,4600-4699,RIDGEROD LN.,-
Theft,10H80,Restaurant or Cafeteria Parking Lot,4600-4699,MONTROSE BLVD,BLVD
Burglary,10H80,Residence or House,UNK,CHELSEA BLVD,BLVD
Burglary,10H80,Restaurant or Cafeteria Parking Lot,2400-2499,HOLCOMBE,BLVD
Theft,10H80,Service or Gas Station,2300-2399,W HOLCOMBE BLVD,BLVD
Burglary,10H80,Miscellaneous Business (Non-Specific),4600-4699,MONTROSE,BLVD
Burglary,10H80,"Theatres, Dinner Theaters, Auditoriums",2900-2999,SAINT,ST
Theft,10H80,Commercial Parking Lot or Garage,1700-1799,RICE,BLVD
Theft,10H80,Restaurant or Cafeteria Parking Lot,2500-2599,RICE BLVD,BLVD
Theft,10H80,Driveway,2200-2299,MCCLENDON,-
Rape,10H80,Miscellaneous Business (Non-Specific),3200-3299,YELLOWSTONE PARK,DR
Theft,10H80,Residence or House,2000-2099,NORTH BLVD,BLVD
Robbery,10H80,"Road, Street, or Sidewalk",8900-8999,DAWNRIDGE DRIVE,-
AutoTheft,10H80,Sexually Oriented Club,UNK,NORTH BLVD/S SHEPHERD DR,-
AutoTheft,10H80,"Road, Street, or Sidewalk",2500-2599,DORRINGTON ST,ST
AutoTheft,11H10,Driveway,11900-11999,GULF,FWY
Theft,11H10,Department or Discount Store,2300-2399,WAYSIDE,DR
AutoTheft,11H10,Apartment Parking Lot,200-299,S 66TH ST,ST
Theft,11H10,Department or Discount Store,2300-2399,S. WAYSIDE,-
Theft,11H10,Grocery Store or Supermarket,8800-8899,GLENCREST,ST
Burglary,11H10,Residence or House,7400-7499,CAPITOL,-
Robbery,11H10,Check Cashing Places,5800-5899,GULF FWY IB,-
Theft,11H10,"Other, Unknown, or Not Listed",6900-6999,LAWNDALE,-
Burglary,11H10,Garage or Carport,1700-1799,ALTA VISTA ST,ST
Aggravated Assault,11H10,Apartment Parking Lot,6100-6199,GULF FWY IB,-
Theft,11H10,Vehicle/Auto Sales/Lease/Auto Parts Store,6400-6499,HARRISBURG,BLVD
AutoTheft,11H10,Convenience Store Parking Lot,2300-2399,S WAYSIDE DR,-
Theft,11H10,Grocery Store or Supermarket,2300-2399,S WAYSIDE DR,-
Rape,11H10,Residence or House,900-999,REDWOOD ST,ST
Burglary,11H10,Residence or House,300-399,BALDINGER ST,ST
Theft,11H10,Residence or House,6900-6999,AVENUE S,-
Aggravated Assault,11H10,Convenience Store,200-299,DOMINION PARK DR 1407,-
Theft,11H10,Commercial Building,7500-7599,HARRISBURG,BLVD
Theft,11H10,"Church, Synagogue, or Temple",6800-6899,LAWNDALE,-
Burglary,11H10,Garage or Carport,6400-6499,COUNTRY CLUB DR,-
Theft,11H10,Driveway,6800-6899,AVENUE H,-
Burglary,11H10,Residence or House,6600-6699,LINDY LN,-
Theft,11H10,Restaurant or Cafeteria Parking Lot,6500-6599,LAWNDALE,-
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Theft,11H10,Driveway,7500-7599,AVENUE H,-
Burglary,11H10,Residence or House,7500-7599,MAGNOLIA,-
Theft,11H10,Apartment,7300-7399,SHERMAN,-
Rape,11H10,Other Parking Lot,7500-7599,SHERMAN,-
Theft,11H10,"Other, Unknown, or Not Listed",7300-7399,AVENUE F,-
Robbery,11H10,Residence or House,7100-7199,SHERMAN,-
Robbery,11H10,Check Cashing Places,100-199,WAYSIDE DR,-
Robbery,11H10,Grocery Store or Supermarket Parking Lot,800-899,S WAYSIDE DR,-
Aggravated Assault,11H10,"Road, Street, or Sidewalk",6700-6799,AVE R,-
Aggravated Assault,11H10,Apartment Parking Lot,7100-7199,MANCHESTER ST,ST
Burglary,11H10,Convenience Store,6900-6999,GRIGGS,RD
Burglary,11H10,Residence or House,6600-6699,WILDWOOD WAY,-
Theft,11H10,Miscellaneous Business (Non-Specific),200-299,S WAYSIDE DR,-
Theft,11H10,Apartment,8000-8099,SUMMER GROVE CIRCLE,-
Aggravated Assault,11H10,Commercial Building,13400-13499,SPRUCE HOLLOW,CT
AutoTheft,11H10,"Road, Street, or Sidewalk",100-199,S 74TH ST,ST
Theft,11H10,"Other, Unknown, or Not Listed",1500-1599,FOREST HILL BLVD,BLVD
Theft,11H10,Restaurant or Cafeteria Parking Lot,5300-5399,GULF FWY IB,-
AutoTheft,11H10,Driveway,7300-7399,RUSK ST,ST
Burglary,11H10,"Vacant Single Occ Resd(House,Townhs,Dplex)",1700-1799,ALTA VISTA,-
Burglary,11H10,"Vacant Single Occ Resd(House,Townhs,Dplex)",6600-6699,MEADOWLAWN,-
Theft,11H10,"Road, Street, or Sidewalk",900-999,N 76TH ST,ST
Theft,11H10,Convenience Store,7100-7199,LAWNDALE,-
Aggravated Assault,11H10,Residence or House,6700-6799,SHERMAN,-
Robbery,11H10,Apartment Parking Lot,6500-6599,MIRAGLEN,-
Burglary,11H10,Residence or House,124000-124099,S. POST OAK RD SUITE,-
Theft,11H10,"Vacant Single Occ Resd(House,Townhs,Dplex)",9500-9599,RED MAPLE,-
Aggravated Assault,11H10,"Road, Street, or Sidewalk",7100-7199,DALLAS ST,ST
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Robbery,11H10,"Road, Street, or Sidewalk",6900-6999,CAPITOL ST,ST
Aggravated Assault,11H10,Apartment,7000-7099,SHERMAN,-
AutoTheft,11H10,Grocery Store or Supermarket Parking Lot,2200-2299,S WAYSIDE DR,-
Aggravated Assault,11H10,Residence or House,6400-6499,AVENUE C,-
Theft,11H10,Convenience Store,800-899,WAYSIDE,DR
Burglary,11H10,Residence or House,10900-10999,FONDREN RD APT 2002,-
Robbery,11H10,"Road, Street, or Sidewalk",6600-6699,LAWNDALE,-
Theft,11H10,"Church, Synagogue, or Temple Parking Lot",2100-2199,RAINBOW DR,-
Aggravated Assault,11H10,"Road, Street, or Sidewalk",6800-6899,AVENUE L,-
Theft,11H10,Grocery Store or Supermarket,2300-2399,S WAYSIDE DR,-
Robbery,11H10,Apartment Parking Lot,900-999,REDWOOD ST,ST
Theft,11H10,Miscellaneous Business (Non-Specific),2300-2399,WAYSIDE,DR
Aggravated Assault,11H10,Residence or House,7000-7099,AVENUE C,-
Theft,11H10,Residence or House,1700-1799,ESPERANZA,-
Burglary,11H10,Residence or House,600-699,LORRAINE,ST
AutoTheft,11H10,"Road, Street, or Sidewalk",6600-6699,AVENUE S,-
Theft,11H10,Restaurant or Cafeteria Parking Lot,2400-2499,TAFT,ST
Burglary,11H10,Apartment,900-999,VILLA DE MATEL RD,RD
Theft,11H10,"Other, Unknown, or Not Listed",5600-5699,TRUETT,-
Theft,11H10,Apartment,6300-6399,GULF FWY IB,-
Theft,11H10,"Other, Unknown, or Not Listed",7000-7099,LAWNDALE,-
Aggravated Assault,11H10,Restaurant or Cafeteria Parking Lot,7900-7999,SHERMAN,-
Theft,11H10,"Road, Street, or Sidewalk",6900-6999,SHERMAN,-
Burglary,11H10,Residence or House,1900-1999,PASADENA,-
Theft,11H10,Residence or House,1900-1999,SANTA ROSA,-
Theft,11H10,Grocery Store or Supermarket,2300-2399,S.WAYSIDE,-
AutoTheft,11H10,"Road, Street, or Sidewalk",100-199,S 66TH ST,ST
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Theft,11H10,Residence or House,7100-7199,AVENUE I,-
Theft,11H10,Grocery Store or Supermarket Parking Lot,2300-2399,S WAYSIDE DR,-
Theft,11H10,Restaurant or Cafeteria,6800-6899,HARRISBURG BLVD,BLVD
Theft,11H10,Highway or Freeway,6100-6199,HOMELESS 6101 GULF FWY,-
Theft,11H10,Restaurant or Cafeteria Parking Lot,1600-1699,NORTH CESAR CHAVEZ,BLVD
Aggravated Assault,11H10,Apartment,6900-6999,J W PEAVEY 7,-
Theft,11H10,Residence or House,8600-8699,PARASOL,LN
Theft,11H10,Department or Discount Store,2300-2399,WAYSIDE,DR
Theft,11H10,Commercial Parking Lot or Garage,6800-6899,HARRISBURG BLVD,BLVD
Theft,11H10,Strip Business Center Parking Lot,200-299,S 75TH ST,ST
AutoTheft,11H10,Grocery Store or Supermarket Parking Lot,1700-1799,FOREST HILL,BLVD
Burglary,11H10,Residence or House,7100-7199,SHERMAN,-
Theft,11H10,Driveway,1200-1299,WOODING,-
Theft,11H10,"Parks and Recreation, Zoo, Swimming Pool",7400-7499,TIPPS,-
Theft,11H10,Service or Gas Station,7500-7599,HARRISBURG,BLVD
Burglary,11H10,Residence or House,7300-7399,WALKER,-
Theft,11H10,"Road, Street, or Sidewalk",6600-6699,FAIRFIELD ST,ST
Theft,11H10,Residence or House,6800-6899,AVENUE N,-
Theft,11H10,Driveway,6900-6999,AVENUE H,-
Theft,11H10,Driveway,7400-7499,TIPPS,-
Theft,11H10,Apartment Parking Lot,6600-6699,AVENUE R,-
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Robbery,11H10,Apartment Parking Lot,900-999,REDWOOD ST,ST
AutoTheft,11H10,Apartment Parking Lot,900-999,FAIR OAKS RD,RD
Robbery,11H10,"Road, Street, or Sidewalk",6700-6799,AVENUE I,-
AutoTheft,11H10,Other Parking Lot,800-899,WAYSIDE DR,-
Theft,11H10,Apartment,900-999,FAIR OAKS RD,RD
Theft,11H10,Drug Store or Medical Supply,200-299,WAYSIDE DR,-
Aggravated Assault,11H10,Residence or House,400-499,73RD ST,ST
AutoTheft,11H10,Bar or Night Club,1600-1699,SSGT MACARIO GARCIA DR,-
Murder,11H10,"Other, Unknown, or Not Listed",2100-2199,KIRK,-
Aggravated Assault,11H10,"Road, Street, or Sidewalk",7100-7199,LAWNDALE,-
Theft,11H10,Residence or House,7500-7599,AZALEA,-
Theft,11H10,Apartment Parking Lot,7100-7199,LAWNDALE,-
AutoTheft,11H10,Other Parking Lot,7000-7099,HARRISBURG BLVD,BLVD
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Theft,11H10,Apartment Parking Lot,7300-7399,SHERMAN,-
Robbery,11H10,Convenience Store Parking Lot,6500-6599,MIRAGLEN,-
Theft,11H10,Department or Discount Store,2300-2399,WAYSIDE,DR
Aggravated Assault,11H10,Driveway,7700-7799,AVE F,-
Rape,11H10,Residence or House,7300-7399,AVENUE L,-
Theft,11H10,Other Parking Lot,7100-7199,HARRISBURG BLVD,BLVD
Burglary,11H10,Apartment,6300-6399,GULF FWY IB,-
Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,DR
Rape,11H10,Residence or House,2000-2099,ALTA VISTA ST,ST
Robbery,11H20,Residence or House,6800-6899,JAPONICA ST,ST
Aggravated Assault,11H20,Residence or House,7500-7599,FLAIR OAKS,DR
AutoTheft,11H20,Apartment Parking Lot,7500-7599,PLUM CREEK DR,-
Robbery,11H20,Grocery Store or Supermarket Parking Lot,2000-2099,BROADWAY ST,ST
AutoTheft,11H20,Commercial Parking Lot or Garage,7100-7199,OFFICE CITY DR,-
Theft,11H20,Service or Gas Station,1200-1299,BROADWAY,ST
Theft,11H20,Driveway,6900-6999,VANDEMAN,-
Burglary,11H20,Apartment,7400-7499,PLUM CREEK DR,-
Burglary,11H20,Apartment,7200-7299,PATRICIA LN,-
Burglary,11H20,Residence or House,9200-9299,E AVENUE O,-
Burglary,11H20,Residence or House,400-499,MEDINA,-
Aggravated Assault,11H20,Apartment,7400-7499,PLUM CREEK DR,-
Theft,11H20,Commercial Parking Lot or Garage,1000-1099,96TH,ST
Theft,11H20,Residence or House,7300-7399,FIR ST,ST
Aggravated Assault,11H20,Highway or Freeway,12900-12999,CRESTWIND,DR
Theft,11H20,Residence or House,6900-6999,KERNEL ST,ST
Robbery,11H20,Residence or House,6800-6899,JAPONICA ST,ST
Aggravated Assault,11H20,"Road, Street, or Sidewalk",7700-7799,HEMLOCK,-
Burglary,11H20,Residence or House,6700-6799,LINDEN,-
AutoTheft,11H20,"Road, Street, or Sidewalk",7700-7799,GARDEN ST,ST
AutoTheft,11H20,Apartment Parking Lot,7500-7599,PLUM CREEK DR,-
Theft,11H20,Convenience Store,8000-8099,LAWNDALE,-
Theft,11H20,Residence or House,7500-7599,NARCISSUS,-
Theft,11H20,Driveway,6600-6699,KERNEL ST,ST
Theft,11H20,Driveway,8500-8599,LEANDER ST,ST
Theft,11H20,Apartment Parking Lot,2500-2599,BROADWAY ST,ST
Theft,11H20,Other Parking Lot,800-899,BROADWAY,ST
Theft,11H20,"Parks and Recreation, Zoo, Swimming Pool",7300-7399,KELLER,-
AutoTheft,11H20,"Road, Street, or Sidewalk",8000-8099,S LOOP E,-
Aggravated Assault,11H20,"Road, Street, or Sidewalk",4800-4899,TULIP TRAIL,LN
Theft,11H20,Restaurant or Cafeteria Parking Lot,5100-5199,W. ALABAMA,-
AutoTheft,11H20,"Pawn, Resale Shop, or Flea Market",1000-1099,EVERGREEN DR,-
Aggravated Assault,11H20,Bar or Night Club,8300-8399,WINKLER,DR
Robbery,11H20,Miscellaneous Business (Non-Specific),2800-2899,GULF CREEK,DR
Aggravated Assault,11H20,Residence or House,7200-7299,NARCISSUS,-
AutoTheft,11H20,"Road, Street, or Sidewalk",5900-5999,NORTH,FWY
Theft,11H20,University or College,6800-6899,RUSTIC,-
Theft,11H20,Service or Gas Station,1200-1299,BROADWAY,ST
Theft,11H20,Apartment Parking Lot,7500-7599,OFFICE CITY,DR
Theft,11H20,Convenience Store,1200-1299,BROADWAY,ST
Theft,11H20,Driveway,7400-7499,PO BOX 231054,-
Burglary,11H20,Apartment,7500-7599,PLUM CREEK DR,-
Theft,11H20,Restaurant or Cafeteria Parking Lot,6900-6999,GULF FWY IB,-
Theft,11H20,Service or Gas Station,2600-2699,BROADWAY ST,ST
Aggravated Assault,11H20,Residence or House,6900-6999,LINDEN,ST
