Offense Type,Premise,BlockRange,StreetName,Type
AutoTheft,Driveway,10400-10499,SOUTHWEST PLAZA,DR
Burglary,"Vacant Storage Fac (Barn,Garage,Warehouse)",3700-3799,SIMSBROOK DR,-
Theft,"Libraries, Museums",3800-3899,W FUQUA ST,ST
AutoTheft,Other Parking Lot,3200-3299,DALMATIAN DR,-
Burglary,Mobile Home,4700-4799,ANDERSON RD,RD
Theft,Other Parking Lot,3800-3899,W FUQUA ST,ST
Theft,Apartment Parking Lot,3800-3899,W FUQUA ST,ST
Burglary,"Electronics Store, Electrical Supplies",4400-4499,W FUQUA ST,ST
Burglary,Residence or House,3200-3299,EBBTIDE DR,-
Burglary,Residence or House,4700-4799,ANDERSON RD,RD
Theft,Residence or House,12800-12899,MAYBANK SHORES CT,-
Burglary,Residence or House,4600-4699,PINEBROOK LANE,-
Burglary,Apartment,4800-4899,W FUQUA ST,ST
Aggravated Assault,"Road, Street, or Sidewalk",5800-5899,DELBURY STREET,-
Burglary,Miscellaneous Business (Non-Specific),10800-10899,OASIS,-
Theft,"Field, Woods, Forest, Park",3900-3999,KNOTTYNOLD LN,-
AutoTheft,"Hotel, Motel, Inn, Etc.",17300-17399,PINE CUT,-
Aggravated Assault,Service or Gas Station,13500-13599,HOOPER,RD
Robbery,Grocery Store or Supermarket,6100-6199,FUQUA,ST
Theft,Other Parking Lot,4700-4799,W OREM DR,-
Robbery,Restaurant or Cafeteria,12300-12399,MAIN,ST
Aggravated Assault,Residence or House,12100-12199,CARLSBAD ST,ST
Burglary,Apartment Rental Office,13900-13999,HILLCROFT,AVE
Aggravated Assault,"Road, Street, or Sidewalk",15900-15999,ROSEBRIAR,-
Theft,Service or Gas Station,6600-6699,S SAM HOUSTON PKWY W,-
Theft,Other Parking Lot,12300-12399,MAIN ST IB,-
Robbery,Department or Discount Store,14400-14499,HILLCROFT,AVE
Theft,Driveway,14300-14399,NAT,ST
Theft,Driveway,12300-12399,ZAVALLA ST,ST
Theft,"Other, Unknown, or Not Listed",12400-12499,S POST OAK RD,RD
Theft,Service or Gas Station,13900-13999,FONDREN,RD
Theft,Driveway,12500-12599,ZAVALLA ST,ST
Robbery,Grocery Store or Supermarket Parking Lot,15300-15399,CORSAIR,-
Aggravated Assault,"Road, Street, or Sidewalk",10000-10099,CALBWAY,-
Theft,Apartment Parking Lot,14000-14099,DUBLIN ST,ST
Theft,"Utility Company, Electric, Gas, Water",12100-12199,HIRAM CLARKE,RD
Aggravated Assault,Service or Gas Station,15200-15299,S POST OAK RD,RD
Theft,"Other, Unknown, or Not Listed",5800-5899,PINACLE PT,-
AutoTheft,Service or Gas Station,15600-15699,FALL BRIAR DRIVE,-
Theft,Grocery Store or Supermarket,6100-6199,W FUQUA ST,ST
Robbery,Residence or House,5500-5599,POST OAK MANOR DR,-
AutoTheft,"Hotel, Motel, Inn, Etc.",11000-11099,LARKWOOD,DR
Theft,Specialty Store (Non-Specific),12800-12899,POST OAK,RD
Theft,Apartment Parking Lot,12900-12999,S POST OAK RD,RD
Theft,Convenience Store,14700-14799,MAIN ST IB,-
Theft,"Hotel, Motel, Inn, Etc.",13200-13299,FONDREN,RD
Aggravated Assault,Residence or House,5100-5199,ALLUM RD,RD
Aggravated Assault,"Road, Street, or Sidewalk",5600-5699,EAGLE LANDING,-
AutoTheft,Residence or House,6500-6599,WHITTON DR,-
Theft,Auto Repair,12500-12599,POST OAK,RD
Theft,Apartment Parking Lot,12900-12999,S POST OAK RD,RD
Theft,Driveway,6100-6199,MCKINSTRY BLVD,BLVD
Theft,Drug Store or Medical Supply,5500-5599,OREM,DR
AutoTheft,Restaurant or Cafeteria Parking Lot,7400-7499,S SAM HOUSTON PKWY W,-
Aggravated Assault,Residence or House,12900-12999,COLONY HEATH LN,-
Robbery,Service or Gas Station,14100-14199,POST OAK,RD
Theft,Department or Discount Store,5500-5599,OREM,DR
Aggravated Assault,"Road, Street, or Sidewalk",13700-13799,S POST OAK RD,RD
Theft,Other Parking Lot,5600-5699,TIGER LILLY,WAY
Theft,"Hotel, Motel, Inn, Etc.",6600-6699,HOGUE,ST
Theft,Driveway,5400-5499,TIDEWATER DR,-
Robbery,Other Parking Lot,13400-13499,MAIN ST OB,-
AutoTheft,Bar or Night Club Parking Lot,13100-13199,POST OAK,RD
Robbery,Residence or House,5200-5299,SAN PABLO GARDENS,DR
Theft,Other Parking Lot,12300-12399,MAIN ST IB,-
Robbery,Driveway,12700-12799,GOLDEN BROOK DR,-
Aggravated Assault,Hotel or Motel Parking Lot,4200-4299,BARBERRY DR APT,-
Theft,Driveway,5700-5799,HEATHERBLOOM DR,-
Theft,Apartment Parking Lot,3600-3699,WISEMAN BOULEVARD,RD
Theft,Service or Gas Station,5200-5299,ALLUM,RD
Robbery,Bar or Night Club Parking Lot,13800-13899,S POST OAK RD,RD
AutoTheft,Apartment Parking Lot,6300-6399,PADDINGTON,-
Theft,"Laundry, Dry Cleaners, Washaterias",3800-3899,GRAND OAK,CT
Aggravated Assault,Miscellaneous Business (Non-Specific),6000-6099,MINOR,ST
Burglary,Miscellaneous Business (Non-Specific),3000-3099,SOUTH MAIN,-
Theft,Convenience Store,5700-5799,WOOLDRIDGE,RD
Theft,Service or Gas Station,13500-13599,A1 S POSK OAK,RD
Burglary,Convenience Store,13600-13699,HIRAM CLARKE,RD
Robbery,"Road, Street, or Sidewalk",12400-12499,CHESSINGTON,DR
AutoTheft,Driveway,6300-6399,NEWQUAY,-
Aggravated Assault,Residence or House,14000-14099,ALTAIR WAY,-
Burglary,Residence or House,8300-8399,QUAIL BURG LN,-
Theft,Convenience Store,15500-15599,FONDREN,RD
Theft,Driveway,16500-16599,QUAIL PRAIRIE DR,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",5400-5499,COURT RD,RD
AutoTheft,Driveway,5300-5399,CASTLECREEK LN,-
Aggravated Assault,"Road, Street, or Sidewalk",7600-7699,JONATHAN,CT
Theft,Strip Business Center Parking Lot,15900-15999,S POST OAK RD,RD
Theft,Driveway,7200-7299,BAHIA LN,-
Aggravated Assault,"Road, Street, or Sidewalk",16100-16199,BOWIE RIDGE,-
Theft,"Road, Street, or Sidewalk",4500-4599,PARMA DR.,-
Theft,Department or Discount Store,7600-7699,FUQUA,ST
Theft,Driveway,16300-16399,DETRIC LN,-
Theft,Residence or House,15800-15899,RIDGEROE DR,-
Theft,"Multi-Plex Home (Duplex,Triplex Etc.)",15800-15899,RIDGEBAR CIR,-
Theft,Driveway,5000-5099,PARKRIDGE DR,-
Theft,Residence or House,4800-4899,BEECHAVEN DR,-
Theft,Residence or House,15700-15799,REDDY LN,-
Aggravated Assault,Residence or House,4800-4899,PORTER RIDGE DR,-
Theft,Barber And Beauty Shops,15900-15999,S POST OAK RD,RD
Theft,Department or Discount Store,1500-1599,CHIA,ST
Aggravated Assault,Convenience Store Parking Lot,15800-15899,BELLIS,-
Theft,"Church, Synagogue, or Temple Parking Lot",14600-14699,BUXLEY,ST
Theft,"Road, Street, or Sidewalk",4700-4799,BEECHAVEN,-
Theft,Restaurant or Cafeteria Parking Lot,5300-5399,MACKINAW RD,RD
Theft,Residence or House,500-599,FAIR OAK,DR
Aggravated Assault,Apartment,14000-14099,FONDREN RD,RD
Aggravated Assault,Residence or House,4800-4899,PORTER RIDGE DR,-
Robbery,Restaurant or Cafeteria,15900-15999,POST OAK,RD
Aggravated Assault,Residence or House,8600-8699,ROCKMONT CT,-
AutoTheft,"Road, Street, or Sidewalk",15700-15799,PO BOX 451951,-
Robbery,Residence or House,3200-3299,WOODMONT,-
Theft,Residence or House,8400-8499,QUAIL CREST DR,-
Theft,Department or Discount Store,7600-7699,FUQUA,ST
Aggravated Assault,"Parks and Recreation, Zoo, Swimming Pool",5100-5199,RIDGECREEK CIR,-
Robbery,Residence or House,16200-16299,DETRIC,-
Theft,"Other, Unknown, or Not Listed",15800-15899,WILLBRIAR LN,-
AutoTheft,Driveway,15600-15699,POST OAK,RD
Robbery,Bus Stop,5000-5099,COURT RD,RD
Robbery,Commercial Parking Lot or Garage,15900-15999,S. POST OAK,-
Robbery,"Road, Street, or Sidewalk",5200-5299,PRAIRIE RIDGE RD,RD
Theft,Driveway,6400-6499,W FUQUA ST,ST
Aggravated Assault,Apartment,6600-6699,W FUQUA ST,ST
Theft,"Road, Street, or Sidewalk",6800-6899,FUQUA,-
Robbery,Restaurant or Cafeteria,16300-16399,POST OAK,RD
Robbery,Department or Discount Store,7600-7699,FUQUA,ST
Robbery,Restaurant or Cafeteria,5500-5599,RIDGECREEK,DR
AutoTheft,Residence or House,5100-5199,RAVEN RIDGE DR,-
Burglary,Residence or House,6700-6799,AVENUE,-
Robbery,"Road, Street, or Sidewalk",4500-4599,BEECHNUT,ST
Aggravated Assault,Residence or House,6800-6899,FUQUA,ST
Theft,Grocery Store or Supermarket,16500-16599,QUAIL PARK DR,-
Theft,Other Parking Lot,5700-5799,COURT RD,RD
Theft,Residence or House,6600-6699,VILLARREAL,DR
Theft,Residence or House,16500-16599,PARKRIDGE CT,-
Theft,Convenience Store,6600-6699,FUQUA,ST
Robbery,"Road, Street, or Sidewalk",16400-16499,POST OAK,RD
Burglary,Apartment,15100-15199,MIRA VISTA,DR
Theft,Driveway,5000-5099,RIDGE MANOR DR,-
Burglary,Apartment,15000-15099,BRIARCRAFT DR,-
Burglary,Residence or House,7800-7899,CHASEFIELD,-
Theft,Residence or House,15900-15999,DANTE DR,-
AutoTheft,Driveway,7500-7599,MACZALI DR,-
Robbery,Restaurant or Cafeteria,15900-15999,POST OAK,RD
Theft,Driveway,7000-7099,THORNWILD RD,RD
Burglary,Residence or House,15800-15899,DONFORTH DR,-
Theft,Driveway,15800-15899,RIDGECROFT RD,RD
Theft,Driveway,5700-5799,GINERIDGE DR,-
Aggravated Assault,Driveway,1800-1899,BARKER CYPRESS RD APT,-
Theft,Miscellaneous Business (Non-Specific),7100-7199,FUQUA,ST
AutoTheft,Driveway,4900-4999,BEECHAVEN DR,-
AutoTheft,Residence or House,5200-5299,CASTLECREEK LN,-
Theft,Commercial Parking Lot or Garage,15900-15999,S POST OAK RD,RD
Burglary,Residence or House,5000-5099,BEECHAVEN DR,-
Theft,"Field, Woods, Forest, Park",5600-5699,COURT RD,RD
Theft,"Other, Unknown, or Not Listed",16100-16199,CORSAIR RD,RD
Aggravated Assault,Residence or House,3000-3099,DOVE COUNTRY,DR
Robbery,"Road, Street, or Sidewalk",5000-5099,RIDGE MANOR DR,-
Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",16400-16499,GOLD RIDGE LN,-
AutoTheft,Restaurant or Cafeteria Parking Lot,16300-16399,S POST OAK RD,RD
Robbery,"Road, Street, or Sidewalk",5000-5099,RIDGE MANOR DR,-
Theft,Residence or House,6800-6899,CASTLEVIEW LN,-
Theft,Convenience Store,7600-7699,FUQUA,ST
Burglary,Residence or House,5700-5799,MACKINAW RD,RD
Theft,Other Parking Lot,7000-7099,FUQUA,ST
Theft,"Field, Woods, Forest, Park",3400-3499,FM 2234 RD,RD
AutoTheft,Convenience Store Parking Lot,7400-7499,W FUQUA ST,ST
Aggravated Assault,Residence or House,16600-16699,PARKRIDGE CT,-
Burglary,Miscellaneous Business (Non-Specific),15900-15999,S. POST OAK,-
AutoTheft,Driveway,8400-8499,S MEADOW BIRD CIR,-
AutoTheft,Highway or Freeway,UNK,HILLCROFT OBIB/S SAM HOUSTON PKWY W,-
Theft,"Road, Street, or Sidewalk",17200-17299,ARTWOOD LN,-
Theft,"Road, Street, or Sidewalk",6900-6999,MCCULLUM,RD
Burglary,Vehicle/Auto Sales/Lease/Auto Parts Store,16300-16399,P.O. BOX 1411,-
Theft,Apartment,6100-6199,GLENMONT DR APT,-
Robbery,Grocery Store or Supermarket,5400-5499,RICE,AVE
Theft,Apartment Parking Lot,5400-5499,RAMPART ST,ST
AutoTheft,Apartment Parking Lot,6200-6299,GULFTON ST APT 1168,-
Robbery,Residence or House,6000-6099,RAMPART ST,ST
Theft,Apartment Parking Lot,5400-5499,RAMPART ST,ST
Theft,Apartment Parking Lot,5400-5499,RAMPART ST,ST
Theft,Apartment Parking Lot,6000-6099,ELM ST,ST
Theft,Apartment Parking Lot,5400-5499,RAMPART ST,ST
Theft,"Road, Street, or Sidewalk",5500-5599,EL CAMINO DEL REY ST,ST
Theft,Other Parking Lot,4600-4699,SOUTHWEST,ST
Theft,Nursing Home,6000-6099,BISSONNET ST,ST
Burglary,Apartment,6600-6699,DUNLAP ST,ST
Theft,Department or Discount Store,5400-5499,RICE,AVE
Aggravated Assault,Bar or Night Club Parking Lot,6400-6499,HILLCROFT,AVE
Robbery,Vehicle/Auto Sales/Lease/Auto Parts Store,6200-6299,WESTWARD,RD
Theft,"Parks and Recreation, Zoo, Swimming Pool",6200-6299,RAMPART,ST
Burglary,Warehouse,6300-6399,ALDER,DR
Robbery,Apartment,6200-6299,GULFTON ST,ST
Aggravated Assault,Apartment,7100-7199,HILLCROFT AVE,-
Robbery,Bank or Savings Institution Parking Lot,6700-6799,HILLCROFT AVE,-
Theft,Strip Business Center Parking Lot,6200-6299,BELLAIRE BLVD,BLVD
Theft,"Other, Unknown, or Not Listed",6500-6599,DUNLAP ST,ST
Burglary,Residence or House,6000-6099,HIGH STAR,DR
Theft,Apartment Parking Lot,6100-6199,GLENMONT,DR
Aggravated Assault,Other Parking Lot,10500-10599,RANCHO BERNARDO,-
Robbery,Apartment Parking Lot,5900-5999,BISSONNET ST,ST
Theft,"Factory, Manufacturing, or Industrial",6200-6299,SOUTHWEST,ST
Theft,"Parks and Recreation, Zoo, Swimming Pool",6300-6399,RAMPART ST,ST
Theft,"Hotel, Motel, Inn, Etc.",6800-6899,HORNWOOD DR,-
Theft,Driveway,5900-5999,DE MOSS DR,-
Burglary,Apartment,5400-5499,RAMPART ST,ST
Theft,Department or Discount Store,5900-5999,RENWICK,DR
AutoTheft,Residence or House,7400-7499,CALHOUN APT 28,-
Theft,Convenience Store,6100-6199,GULFTON,DR
Theft,Other Parking Lot,7700-7799,PORTAL,DR
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Theft,Grocery Store or Supermarket,5400-5499,RICE,AVE
Robbery,Apartment Parking Lot,6100-6199,RENWICK DR,-
Robbery,"Other, Unknown, or Not Listed",6000-6099,GLENMONT DR,-
Robbery,Apartment Parking Lot,5700-5799,RAMPART ST,ST
Robbery,Apartment Parking Lot,6500-6599,DUNLAP ST,ST
Aggravated Assault,Apartment Parking Lot,6000-6099,BELLAIRE BLVD,BLVD
Robbery,Grocery Store or Supermarket,6200-6299,BELLAIRE BLVD,BLVD
Theft,Apartment Parking Lot,5900-5999,BISSONNET ST,ST
AutoTheft,Apartment Parking Lot,6100-6199,BISSONNET,ST
Theft,Hotel or Motel Parking Lot,5300-5399,S RICE AVE,-
Robbery,Apartment Parking Lot,5900-5999,GLENMONT DR,-
Theft,Apartment,6000-6099,GULFTON DR,-
Theft,Other Parking Lot,6700-6799,CHETWOOD,DR
Theft,Service or Gas Station,5000-5099,TAMARISK,-
Theft,Apartment Parking Lot,5500-5599,S RICE AVE,-
Theft,Apartment Parking Lot,5400-5499,CHIMNEY ROCK RD,RD
Robbery,Apartment Parking Lot,6100-6199,BELLAIRE BLVD,BLVD
Theft,Restaurant or Cafeteria Parking Lot,5200-5299,WESTPARK DR,-
Robbery,Strip Business Center Parking Lot,6000-6099,BELLAIRE BLVD,BLVD
Burglary,Apartment,5500-5599,S RICE AVE,-
Theft,"Hotel, Motel, Inn, Etc.",6000-6099,HOOTON DR,-
Theft,Grocery Store or Supermarket,5400-5499,S RICE AVE,-
Burglary,"Factory, Manufacturing, or Industrial",5100-5199,GLENMONT,DR
AutoTheft,Other Parking Lot,6300-6399,SOUTHWEST,ST
Theft,"Libraries, Museums",5400-5499,RENWICK,DR
Theft,Strip Business Center Parking Lot,6000-6099,HILLCROFT,AVE
AutoTheft,Apartment,6600-6699,HILLCROFT AVE,-
Robbery,Apartment,6100-6199,GLENMONT DR,-
AutoTheft,Apartment Parking Lot,6700-6799,SANDS POINT DR,-
Theft,Grocery Store or Supermarket,6200-6299,BELLAIRE,BLVD
Aggravated Assault,Apartment Parking Lot,6100-6199,GLENMONT DR,-
Theft,"Road, Street, or Sidewalk",UNK,CHARLESTON PARK,-
Burglary,"Physician, Doctor, Dentist's Office",7100-7199,SOUTHWEST,ST
Theft,Other Parking Lot,6600-6699,HILLCROFT AVE,-
Robbery,Apartment Parking Lot,5600-5699,BISSONNET ST,ST
Aggravated Assault,Residence or House,5900-5999,GLENMONT DR,-
Aggravated Assault,Apartment Parking Lot,5700-5799,GLENMONT DR,-
Aggravated Assault,Apartment,5600-5699,CHIMNEY ROCK RD,RD
Robbery,Apartment Parking Lot,6100-6199,GLENMONT DR,-
Rape,"Parks and Recreation, Zoo, Swimming Pool",6300-6399,CHIMNEY ROCK,RD
Aggravated Assault,Apartment,5600-5699,CHIMNEY ROCK RD,RD
Burglary,Apartment,6200-6299,GULFTON ST,ST
Theft,Apartment Laundry,4100-4199,COBBLERS,LN
Aggravated Assault,Bar or Night Club Parking Lot,6000-6099,DASHWOOD DR,-
Aggravated Assault,Convenience Store Parking Lot,21100-21199,PRAIRIE GREEN COURT,-
Theft,Office Building,6900-6999,BELLAIRE,BLVD
AutoTheft,Apartment Parking Lot,6600-6699,DUNLAP ST,ST
Burglary,"Physician, Doctor, Dentist's Office",6500-6599,MAPLERIDGE,ST
Theft,Residence or House,5400-5499,CHIMNEY ROCK RD,RD
AutoTheft,Strip Business Center Parking Lot,6300-6399,FROSTY BROOK,DR
Theft,Hospital Parking Lot,3800-3899,SOUTHWEST FWY STE 304,-
Theft,"Parks and Recreation, Zoo, Swimming Pool",6000-6099,CHIMNEY ROCK RD,RD
Robbery,Apartment Parking Lot,6200-6299,WESTWARD ST,ST
Burglary,Apartment,5900-5999,BISSONNET ST,ST
Burglary,Sporting Goods or Gun Shops,5600-5699,EVERGREEN,-
Theft,Strip Business Center Parking Lot,6200-6299,EVERGREEN,ST
AutoTheft,Apartment Parking Lot,6600-6699,SANDS POINT DR,-
Burglary,Warehouse,5900-5999,WESTPARK,DR
AutoTheft,Apartment Parking Lot,5900-5999,GLENMONT DR,-
AutoTheft,"Road, Street, or Sidewalk",6100-6199,GLENMONT DR,-
Theft,Department or Discount Store,5400-5499,RICE,AVE
Theft,Driveway,5800-5899,MOONMIST DR,-
Theft,Apartment,6700-6799,RENWICK DR,-
Theft,Strip Business Center Parking Lot,5900-5999,BELLAIRE BLVD,BLVD
Robbery,Apartment,5900-5999,RAMPART ST APT 1152,-
Theft,Specialty Store (Non-Specific),6800-6899,BELLAIRE,BLVD
Theft,Auto Repair,5700-5799,ROYALTON,ST
Aggravated Assault,Apartment,5800-5899,GLENMONT DR,-
Theft,Apartment Parking Lot,5500-5599,S RICE AVE,-
Theft,Miscellaneous Business (Non-Specific),5400-5499,RICE,AVE
Theft,Grocery Store or Supermarket,6200-6299,BELLAIRE,BLVD
Burglary,Auto Repair,6500-6599,SOUTHWEST,ST
Theft,"Physician, Doctor, Dentist's Office",6500-6599,HILLCROFT AVE,-
AutoTheft,Commercial Parking Lot or Garage,5300-5399,GLENMONT DR,-
AutoTheft,"Hotel, Motel, Inn, Etc.",500-599,BROAD,ST
Theft,Grocery Store or Supermarket Parking Lot,5300-5399,S RICE AVE,-
Aggravated Assault,Apartment Parking Lot,6600-6699,ATWELL DR,-
Robbery,"Field, Woods, Forest, Park",1200-1299,COWDEN CT.,-
Theft,Service or Gas Station,6100-6199,SOUTHWEST,ST
Theft,Department or Discount Store,5400-5499,S RICE AVE,-
Theft,Apartment Parking Lot,6200-6299,RAMPART ST,ST
AutoTheft,Driveway,6300-6399,CHIMNEY ROCK RD,RD
Robbery,Miscellaneous Business (Non-Specific),5400-5499,CHIMNEY ROCK,RD
Theft,Apartment Parking Lot,5700-5799,EDGEMOOR DR,-
Theft,Apartment Parking Lot,5400-5499,RAMPART ST,ST
Theft,Apartment Parking Lot,5500-5599,EL CAMINO DEL REY ST,ST
Robbery,Convenience Store Parking Lot,6200-6299,GLENMONT DR,-
Theft,Other Parking Lot,5200-5299,POINTE WEST CR,-
Robbery,Grocery Store or Supermarket Parking Lot,5900-5999,RENWICK DR,-
Theft,Grocery Store or Supermarket,5400-5499,S RICE AVE,-
AutoTheft,Apartment Parking Lot,6100-6199,GLENMONT DR,-
Robbery,Apartment,6200-6299,ALDER DR,-
Robbery,"Road, Street, or Sidewalk",6800-6899,HORNWOOD,DR
Theft,Other Parking Lot,5200-5299,ELM,ST
Theft,Department or Discount Store,1100-1199,DONNA DR APT 602,-
AutoTheft,"Road, Street, or Sidewalk",14000-14099,EAST 21ST ST STE 1500,-
Aggravated Assault,Apartment Parking Lot,6000-6099,DASHWOOD DR,-
Theft,Strip Business Center Parking Lot,7000-7099,CHETWOOD DR,-
AutoTheft,Apartment Parking Lot,6100-6199,RENWICK DR,-
Theft,Apartment Parking Lot,6200-6299,RAMPART ST,ST
Theft,"Road, Street, or Sidewalk",6800-6899,BINTLIFF DR,-
Theft,Apartment Parking Lot,6000-6099,GLENMONT DR,-
Aggravated Assault,Strip Business Center Parking Lot,6200-6299,BELLAIRE BLVD,BLVD
AutoTheft,Auto Repair,5400-5499,RENWICK,DR
Theft,Grocery Store or Supermarket Parking Lot,400-499,DOWLING,ST
Theft,Apartment Parking Lot,6600-6699,DUNLAP ST,ST
Theft,Strip Business Center Parking Lot,6900-6999,HILLCROFT AVE,-
Theft,Apartment Parking Lot,2000-2099,MAYFIELD VILLA DRIVE APT,-
Theft,Apartment Parking Lot,5400-5499,CHIMNEY ROCK RD,RD
Theft,Other Parking Lot,5300-5399,WESTPARK DR,-
Theft,Strip Business Center Parking Lot,5900-5999,DASHWOOD DR,-
AutoTheft,Other Parking Lot,6500-6599,SOUTHWEST,ST
Theft,Apartment Parking Lot,6200-6299,RAMPART ST,ST
AutoTheft,Apartment Parking Lot,5400-5499,RENWICK DR,-
Theft,"Road, Street, or Sidewalk",6200-6299,BELLAIRE BLVD,BLVD
Theft,Apartment Parking Lot,5500-5599,S RICE AVE,-
Robbery,Apartment,5900-5999,GLENMONT DR,-
Aggravated Assault,Convenience Store,5400-5499,ELM ST,ST
Theft,Service or Gas Station,5300-5399,S RICE AVE,-
Robbery,Apartment Parking Lot,5600-5699,CHIMNEY ROCK RD,RD
Robbery,Adult Novelty Store,5500-5599,SOUTHWEST,ST
Theft,Apartment,5900-5999,ELM ST,ST
Rape,"Other, Unknown, or Not Listed",6200-6299,GULFTON ST,ST
Theft,"Road, Street, or Sidewalk",7100-7199,HILLCROFT AVE,-
AutoTheft,Apartment Parking Lot,6600-6699,CHIMNEY ROCK RD,RD
Robbery,Apartment Parking Lot,5600-5699,CHIMNEY ROCK RD,RD
Aggravated Assault,Convenience Store Parking Lot,6000-6099,GLENMONT DR,-
Burglary,"Electronics Store, Electrical Supplies",5700-5799,CHIMNEY ROCK,RD
Theft,Apartment Parking Lot,5500-5599,S RICE AVE,-
Aggravated Assault,Apartment,6100-6199,BELLAIRE BLVD,BLVD
Theft,Apartment Parking Lot,5500-5599,S RICE AVE,-
Theft,"Other, Unknown, or Not Listed",5500-5599,S RICE AVE,-
Theft,Convenience Store,6100-6199,SOUTHWEST,ST
Burglary,Apartment,5600-5699,CHIMNEY ROCK RD,RD
AutoTheft,Commercial Parking Lot or Garage,6600-6699,HILLCROFT AVE,-
Theft,Apartment Parking Lot,5500-5599,S RICE AVE,-
Burglary,Apartment,5400-5499,CHIMNEY ROCK RD,RD
AutoTheft,"Road, Street, or Sidewalk",6700-6799,ATWELL DR,-
Theft,Grocery Store or Supermarket,5600-5699,CHIMNEY ROCK RD,RD
Theft,Apartment Parking Lot,6000-6099,CHIMNEY ROCK RD,RD
Aggravated Assault,Office Building,10600-10699,FONDREN RD,RD
Aggravated Assault,Residence or House,8000-8099,MULLINS DR,-
Burglary,Apartment,8300-8399,SANDY GLEN,LN
AutoTheft,"Road, Street, or Sidewalk",7600-7699,CREEKBEND DR,-
Burglary,"Physician, Doctor, Dentist's Office",8300-8399,SOUTHWEST FWY IB,-
AutoTheft,Commercial Parking Lot or Garage,8300-8399,SOUTHWEST FWY IB,-
Theft,Driveway,8800-8899,LUGARY DR,-
Aggravated Assault,Apartment Parking Lot,5400-5499,LAUREL CREEK WY,-
AutoTheft,Driveway,6700-6799,SHARPCREST ST,ST
Theft,Convenience Store Parking Lot,7100-7199,BEECHNUT ST,ST
Theft,Driveway,6700-6799,ROOS,RD
Theft,Driveway,6700-6799,ROOS RD,RD
Burglary,Residence or House,8200-8299,HILLCROFT ST,ST
Aggravated Assault,Residence or House,7400-7499,TROULON DR,-
Aggravated Assault,Residence or House,6400-6499,EDGEMOOR DR,-
Aggravated Assault,Residence or House,8100-8199,BURNING HILLS,-
Theft,Apartment Parking Lot,9100-9199,FONDREN RD,RD
Theft,Apartment Parking Lot,9100-9199,FONDREN RD,RD
Theft,Apartment Parking Lot,3600-3699,RUFUS,ST
Aggravated Assault,"Road, Street, or Sidewalk",10700-10799,BRAES FOREST DR.,-
Theft,Residence or House,8500-8599,PO BOX 268994,-
Burglary,Garage or Carport,9300-9399,LUGARY,DR
Theft,"Pawn, Resale Shop, or Flea Market",9700-9799,FONDREN RD,RD
Burglary,Restaurant or Cafeteria,2400-2499,PADGETT,CT
Aggravated Assault,Apartment Parking Lot,9700-9799,S GESSNER RD,RD
Robbery,Apartment,9700-9799,SOUTH GESSNER,-
AutoTheft,Residence or House,6400-6499,LEADER,ST
Theft,Department or Discount Store,9700-9799,FONDREN RD,RD
AutoTheft,Apartment Parking Lot,8000-8099,FONDREN RD,RD
Theft,"Other, Unknown, or Not Listed",6300-6399,EDGEMOOR DR,-
Aggravated Assault,Apartment,8800-8899,FONDREN RD,RD
Theft,Commercial Building,7500-7599,BEECHNUT,ST
Burglary,Residence or House,UNK,GLENFIELD CT,-
Theft,Apartment Parking Lot,9000-9099,FONDREN RD,RD
Theft,Residence or House,UNK,BRIAR HOLLOW,LN
Aggravated Assault,Apartment,10100-10199,S GESSNER RD,RD
Theft,"Pawn, Resale Shop, or Flea Market",8700-8799,LUGARY,DR
Theft,Miscellaneous Business (Non-Specific),7400-7499,SOUTHWEST,ST
Theft,"Electronics Store, Electrical Supplies",7900-7999,BEECHNUT,ST
Theft,Park and Ride Terminal,6400-6499,BISSONNET ST,ST
Burglary,Apartment,8400-8499,NAIRN,-
Robbery,Grocery Store or Supermarket Parking Lot,6700-6799,BEECHNUT ST,ST
Theft,Drug Store or Medical Supply,8500-8599,BRAESWOOD,BLVD
Burglary,Residence or House,11500-11599,OLYMPIA,-
Robbery,"Hotel, Motel, Inn, Etc.",8200-8299,SOUTHWEST FWY IB,-
AutoTheft,"Road, Street, or Sidewalk",3200-3299,MCKINNEY,ST
Theft,Hospital Parking Lot,7600-7699,BEECHNUT ST,ST
Theft,Apartment Parking Lot,7600-7699,CREEKBEND DR,-
Theft,Commercial Parking Lot or Garage,8300-8399,SOUTHWEST FWY IB,-
Burglary,Apartment,9700-9799,S GESSNER RD,RD
Theft,Apartment Parking Lot,7600-7699,CREEKBEND DR,-
Burglary,Convenience Store,7400-7499,BISSONNET,ST
Robbery,Restaurant or Cafeteria Parking Lot,8900-8999,S GESSNER RD,RD
Aggravated Assault,"Road, Street, or Sidewalk",23700-23799,PRINCE LAWRENCE,CT
Theft,Apartment,9600-9699,BRAES BAYOU DR,-
Robbery,Airport Terminal,8400-8499,NAIRN,ST
Theft,Other Parking Lot,7000-7099,BISSONNET ST,ST
Theft,Apartment Parking Lot,9000-9099,FONDREN RD,RD
Burglary,Apartment,9700-9799,S GESSNER RD,RD
Theft,Apartment Parking Lot,7500-7599,BEECHNUT ST,ST
