Latitude,Longtitude
29.74919539999999,-95.342933
29.7522428,-95.3313017
29.7430791,-95.327595
29.7404607,-95.3181046
29.7508731,-95.3419126
29.7470334,-95.3411426
29.7408118,-95.319867
29.7460348,-95.3326263
29.7466573,-95.3262095
29.74408379999999,-95.3216551
29.7472578,-95.337915
29.740119,-95.3179905
29.7509015,-95.34459840000001
29.7471093,-95.3360115
29.7450373,-95.3246522
29.7642869,-95.3423685
29.7590415,-95.3412412
29.7475918,-95.3403388
29.7318345,-95.480395
29.7410453,-95.3207382
